RegID,RegStatus,RegDate,CourseID,StudentID,CourseOffering.CourseID,CourseOffering.CourseName,CourseOffering.CourseDescription,CourseOffering.CourseType,Student.StudentID,Student.StudentName,Student.Semester,RegStatusFlag
2624,"Waitlisted",2021-06-08 00:00:00.000,6005,179,6005,"Datawarehousing and Business Intelligence","Examines the technical and management aspects of building a data warehouse","InPerson",179,"latunja abdullah",4,1
2634,"Waitlisted",2021-05-05 00:00:00.000,6005,314,6005,"Datawarehousing and Business Intelligence","Examines the technical and management aspects of building a data warehouse","InPerson",314,"raeola reper",3,1
2640,"Waitlisted",2021-06-08 00:00:00.000,6005,245,6005,"Datawarehousing and Business Intelligence","Examines the technical and management aspects of building a data warehouse","InPerson",245,"launius jirik",3,1
2643,"Waitlisted",2021-05-16 00:00:00.000,6005,378,6005,"Datawarehousing and Business Intelligence","Examines the technical and management aspects of building a data warehouse","InPerson",378,"surbeck tolchin",3,1
2708,"Waitlisted",2021-06-08 00:00:00.000,6005,265,6005,"Datawarehousing and Business Intelligence","Examines the technical and management aspects of building a data warehouse","InPerson",265,"monce renouf",3,1
2810,"Waitlisted",2021-05-05 00:00:00.000,6005,283,6005,"Datawarehousing and Business Intelligence","Examines the technical and management aspects of building a data warehouse","InPerson",283,"moncur rentfrow",4,1
2829,"Waitlisted",2021-06-08 00:00:00.000,6005,315,6005,"Datawarehousing and Business Intelligence","Examines the technical and management aspects of building a data warehouse","InPerson",315,"raeona repetowski",3,1
2912,"Waitlisted",2021-06-25 00:00:00.000,6005,250,6005,"Datawarehousing and Business Intelligence","Examines the technical and management aspects of building a data warehouse","InPerson",250,"laura-anne jisaan",3,1
3109,"Waitlisted",2021-06-25 00:00:00.000,6005,240,6005,"Datawarehousing and Business Intelligence","Examines the technical and management aspects of building a data warehouse","InPerson",240,"laundes jira",2,1
3172,"Waitlisted",2021-05-05 00:00:00.000,6005,102,6005,"Datawarehousing and Business Intelligence","Examines the technical and management aspects of building a data warehouse","InPerson",102,"Raj Mehta",1,1
3176,"Waitlisted",2021-05-16 00:00:00.000,6005,269,6005,"Datawarehousing and Business Intelligence","Examines the technical and management aspects of building a data warehouse","InPerson",269,"moncerath rensch",3,1
3189,"Waitlisted",2021-05-16 00:00:00.000,6005,115,6005,"Datawarehousing and Business Intelligence","Examines the technical and management aspects of building a data warehouse","InPerson",115,"Alexia Beech",4,1
3195,"Waitlisted",2021-06-25 00:00:00.000,6005,268,6005,"Datawarehousing and Business Intelligence","Examines the technical and management aspects of building a data warehouse","InPerson",268,"moncerat rensberger",3,1
3344,"Waitlisted",2021-06-08 00:00:00.000,6005,215,6005,"Datawarehousing and Business Intelligence","Examines the technical and management aspects of building a data warehouse","InPerson",215,"laudenslager jimeson",2,1
3450,"Waitlisted",2021-06-25 00:00:00.000,6005,162,6005,"Datawarehousing and Business Intelligence","Examines the technical and management aspects of building a data warehouse","InPerson",162,"latsha abdelrahman",2,1
3494,"Waitlisted",2021-05-16 00:00:00.000,6005,289,6005,"Datawarehousing and Business Intelligence","Examines the technical and management aspects of building a data warehouse","InPerson",289,"mondeja renu",3,1
3535,"Waitlisted",2021-06-25 00:00:00.000,6005,152,6005,"Datawarehousing and Business Intelligence","Examines the technical and management aspects of building a data warehouse","InPerson",152,"latrista abdal",2,1
3633,"Waitlisted",2021-06-08 00:00:00.000,6005,185,6005,"Datawarehousing and Business Intelligence","Examines the technical and management aspects of building a data warehouse","InPerson",185,"latwana candella",1,1
3755,"Waitlisted",2021-05-05 00:00:00.000,6005,374,6005,"Datawarehousing and Business Intelligence","Examines the technical and management aspects of building a data warehouse","InPerson",374,"suraya tolar",3,1
4016,"Waitlisted",2021-05-16 00:00:00.000,6005,123,6005,"Datawarehousing and Business Intelligence","Examines the technical and management aspects of building a data warehouse","InPerson",123,"aadarsh abatiell",1,1
4095,"Waitlisted",2021-05-05 00:00:00.000,6005,254,6005,"Datawarehousing and Business Intelligence","Examines the technical and management aspects of building a data warehouse","InPerson",254,"monarski jisu",2,1
4196,"Waitlisted",2021-06-08 00:00:00.000,6005,255,6005,"Datawarehousing and Business Intelligence","Examines the technical and management aspects of building a data warehouse","InPerson",255,"monasha jitander",2,1
4266,"Waitlisted",2021-06-25 00:00:00.000,6005,300,6005,"Datawarehousing and Business Intelligence","Examines the technical and management aspects of building a data warehouse","InPerson",300,"mone renzo",4,1
4327,"Waitlisted",2021-05-16 00:00:00.000,6005,143,6005,"Datawarehousing and Business Intelligence","Examines the technical and management aspects of building a data warehouse","InPerson",143,"latrinia abbington",1,1
4364,"Waitlisted",2021-06-08 00:00:00.000,6005,365,6005,"Datawarehousing and Business Intelligence","Examines the technical and management aspects of building a data warehouse","InPerson",365,"suraiya swelt",2,1
4503,"Waitlisted",2021-05-05 00:00:00.000,6005,159,6005,"Datawarehousing and Business Intelligence","Examines the technical and management aspects of building a data warehouse","InPerson",159,"latroya abdelhamid",1,1
4614,"Waitlisted",2021-06-25 00:00:00.000,6005,260,6005,"Datawarehousing and Business Intelligence","Examines the technical and management aspects of building a data warehouse","InPerson",260,"monaya jitendra",2,1
4748,"Waitlisted",2021-06-25 00:00:00.000,6005,278,6005,"Datawarehousing and Business Intelligence","Examines the technical and management aspects of building a data warehouse","InPerson",278,"moncheri rentas-paniagua",2,1
4808,"Waitlisted",2021-06-08 00:00:00.000,6005,295,6005,"Datawarehousing and Business Intelligence","Examines the technical and management aspects of building a data warehouse","InPerson",295,"mondragon renyer",3,1
4825,"Waitlisted",2021-06-08 00:00:00.000,6005,335,6005,"Datawarehousing and Business Intelligence","Examines the technical and management aspects of building a data warehouse","InPerson",335,"raeven rihn",3,1
4975,"Waitlisted",2021-05-05 00:00:00.000,6005,384,6005,"Datawarehousing and Business Intelligence","Examines the technical and management aspects of building a data warehouse","InPerson",384,"suren tolefree",4,1
5002,"Waitlisted",2021-06-08 00:00:00.000,6005,275,6005,"Datawarehousing and Business Intelligence","Examines the technical and management aspects of building a data warehouse","InPerson",275,"monchelle renta-vives",2,1
5125,"Waitlisted",2021-05-16 00:00:00.000,6005,161,6005,"Datawarehousing and Business Intelligence","Examines the technical and management aspects of building a data warehouse","InPerson",161,"latryce abdelmuti",1,1
5217,"Waitlisted",2021-05-05 00:00:00.000,6005,294,6005,"Datawarehousing and Business Intelligence","Examines the technical and management aspects of building a data warehouse","InPerson",294,"mondra renye",3,1
5230,"Waitlisted",2021-06-08 00:00:00.000,6005,355,6005,"Datawarehousing and Business Intelligence","Examines the technical and management aspects of building a data warehouse","InPerson",355,"suprenia sweger",3,1
5232,"Waitlisted",2021-05-05 00:00:00.000,6005,224,6005,"Datawarehousing and Business Intelligence","Examines the technical and management aspects of building a data warehouse","InPerson",224,"laufey jina",3,1
5436,"Waitlisted",2021-06-25 00:00:00.000,6005,377,6005,"Datawarehousing and Business Intelligence","Examines the technical and management aspects of building a data warehouse","InPerson",377,"surayyah tolbert",3,1
5546,"Waitlisted",2021-06-25 00:00:00.000,6005,114,6005,"Datawarehousing and Business Intelligence","Examines the technical and management aspects of building a data warehouse","InPerson",114,"Rae Partridge",2,1
5571,"Waitlisted",2021-05-16 00:00:00.000,6005,153,6005,"Datawarehousing and Business Intelligence","Examines the technical and management aspects of building a data warehouse","InPerson",153,"latrivia abdalla",4,1
5601,"Waitlisted",2021-06-25 00:00:00.000,6005,142,6005,"Datawarehousing and Business Intelligence","Examines the technical and management aspects of building a data warehouse","InPerson",142,"latrinda abbinanti",1,1
5698,"Waitlisted",2021-06-25 00:00:00.000,6005,122,6005,"Datawarehousing and Business Intelligence","Examines the technical and management aspects of building a data warehouse","InPerson",122,"aadan abati",1,1
5712,"Waitlisted",2021-05-05 00:00:00.000,6005,154,6005,"Datawarehousing and Business Intelligence","Examines the technical and management aspects of building a data warehouse","InPerson",154,"latron abdallah",1,1
5735,"Waitlisted",2021-06-25 00:00:00.000,6005,298,6005,"Datawarehousing and Business Intelligence","Examines the technical and management aspects of building a data warehouse","InPerson",298,"monds renzelman",2,1
5870,"Waitlisted",2021-06-08 00:00:00.000,6005,305,6005,"Datawarehousing and Business Intelligence","Examines the technical and management aspects of building a data warehouse","InPerson",305,"monee reome",4,1
5947,"Waitlisted",2021-06-08 00:00:00.000,6005,345,6005,"Datawarehousing and Business Intelligence","Examines the technical and management aspects of building a data warehouse","InPerson",345,"suparna riju",2,1
6057,"Waitlisted",2021-06-08 00:00:00.000,6005,375,6005,"Datawarehousing and Business Intelligence","Examines the technical and management aspects of building a data warehouse","InPerson",375,"surayah tolayo",3,1
6060,"Waitlisted",2021-06-25 00:00:00.000,6005,288,6005,"Datawarehousing and Business Intelligence","Examines the technical and management aspects of building a data warehouse","InPerson",288,"mondarius rentz",2,1
6143,"Waitlisted",2021-05-05 00:00:00.000,6005,214,6005,"Datawarehousing and Business Intelligence","Examines the technical and management aspects of building a data warehouse","InPerson",214,"lauden jimerson",2,1
6149,"Waitlisted",2021-06-25 00:00:00.000,6005,280,6005,"Datawarehousing and Business Intelligence","Examines the technical and management aspects of building a data warehouse","InPerson",280,"moncrief renter",3,1
6204,"Waitlisted",2021-05-16 00:00:00.000,6005,133,6005,"Datawarehousing and Business Intelligence","Examines the technical and management aspects of building a data warehouse","InPerson",133,"aadhiran abbassi",1,1
6452,"Waitlisted",2021-05-16 00:00:00.000,6005,271,6005,"Datawarehousing and Business Intelligence","Examines the technical and management aspects of building a data warehouse","InPerson",271,"moncerrat rensen",3,1
6583,"Waitlisted",2021-05-16 00:00:00.000,6005,151,6005,"Datawarehousing and Business Intelligence","Examines the technical and management aspects of building a data warehouse","InPerson",151,"latrissa abby",2,1
6615,"Waitlisted",2021-06-08 00:00:00.000,6005,235,6005,"Datawarehousing and Business Intelligence","Examines the technical and management aspects of building a data warehouse","InPerson",235,"lauma jinnerson",2,1
6830,"Waitlisted",2021-06-08 00:00:00.000,6005,395,6005,"Datawarehousing and Business Intelligence","Examines the technical and management aspects of building a data warehouse","InPerson",395,"sureya toliver",3,1
6848,"Waitlisted",2021-05-16 00:00:00.000,6005,163,6005,"Datawarehousing and Business Intelligence","Examines the technical and management aspects of building a data warehouse","InPerson",163,"latshia abdelwahed",1,1
6889,"Waitlisted",2021-05-16 00:00:00.000,6005,241,6005,"Datawarehousing and Business Intelligence","Examines the technical and management aspects of building a data warehouse","InPerson",241,"laundyn jirak",4,1
6966,"Waitlisted",2021-05-05 00:00:00.000,6005,174,6005,"Datawarehousing and Business Intelligence","Examines the technical and management aspects of building a data warehouse","InPerson",174,"latty abdul-raqib",4,1
7024,"Waitlisted",2021-06-25 00:00:00.000,6005,310,6005,"Datawarehousing and Business Intelligence","Examines the technical and management aspects of building a data warehouse","InPerson",310,"moneer repaci",3,1
7172,"Waitlisted",2021-05-05 00:00:00.000,6005,304,6005,"Datawarehousing and Business Intelligence","Examines the technical and management aspects of building a data warehouse","InPerson",304,"monecia reola",4,1
7286,"Waitlisted",2021-06-08 00:00:00.000,6005,225,6005,"Datawarehousing and Business Intelligence","Examines the technical and management aspects of building a data warehouse","InPerson",225,"laughlan jinat",2,1
7290,"Waitlisted",2021-06-25 00:00:00.000,6005,160,6005,"Datawarehousing and Business Intelligence","Examines the technical and management aspects of building a data warehouse","InPerson",160,"latroyia abdella",1,1
7380,"Waitlisted",2021-06-08 00:00:00.000,6005,195,6005,"Datawarehousing and Business Intelligence","Examines the technical and management aspects of building a data warehouse","InPerson",195,"lau candon",4,1
7386,"Waitlisted",2021-05-05 00:00:00.000,6005,354,6005,"Datawarehousing and Business Intelligence","Examines the technical and management aspects of building a data warehouse","InPerson",354,"suprena swefford",3,1
7492,"Waitlisted",2021-05-05 00:00:00.000,6005,274,6005,"Datawarehousing and Business Intelligence","Examines the technical and management aspects of building a data warehouse","InPerson",274,"monchell renta",3,1
7497,"Waitlisted",2021-05-05 00:00:00.000,6005,164,6005,"Datawarehousing and Business Intelligence","Examines the technical and management aspects of building a data warehouse","InPerson",164,"latson abdi",1,1
7639,"Waitlisted",2021-06-25 00:00:00.000,6005,270,6005,"Datawarehousing and Business Intelligence","Examines the technical and management aspects of building a data warehouse","InPerson",270,"moncerrad renschler",3,1
7700,"Waitlisted",2021-05-16 00:00:00.000,6005,311,6005,"Datawarehousing and Business Intelligence","Examines the technical and management aspects of building a data warehouse","InPerson",311,"moneik repasky",3,1
7705,"Waitlisted",2021-05-05 00:00:00.000,6005,234,6005,"Datawarehousing and Business Intelligence","Examines the technical and management aspects of building a data warehouse","InPerson",234,"lauklyn jinks",2,1
7860,"Waitlisted",2021-06-25 00:00:00.000,6005,132,6005,"Datawarehousing and Business Intelligence","Examines the technical and management aspects of building a data warehouse","InPerson",132,"aadhira abbasi",4,1
7930,"Waitlisted",2021-05-05 00:00:00.000,6005,244,6005,"Datawarehousing and Business Intelligence","Examines the technical and management aspects of building a data warehouse","InPerson",244,"launie jirau",3,1
8018,"Waitlisted",2021-05-05 00:00:00.000,6005,204,6005,"Datawarehousing and Business Intelligence","Examines the technical and management aspects of building a data warehouse","InPerson",204,"lauchlan canella",2,1
8049,"Waitlisted",2021-05-05 00:00:00.000,6005,344,6005,"Datawarehousing and Business Intelligence","Examines the technical and management aspects of building a data warehouse","InPerson",344,"sup rijos",2,1
8067,"Waitlisted",2021-06-08 00:00:00.000,6005,385,6005,"Datawarehousing and Business Intelligence","Examines the technical and management aspects of building a data warehouse","InPerson",385,"surena tolen",3,1
8262,"Waitlisted",2021-06-08 00:00:00.000,6005,205,6005,"Datawarehousing and Business Intelligence","Examines the technical and management aspects of building a data warehouse","InPerson",205,"lauchlann canellas",3,1
8291,"Waitlisted",2021-05-16 00:00:00.000,6005,261,6005,"Datawarehousing and Business Intelligence","Examines the technical and management aspects of building a data warehouse","InPerson",261,"monaye jitesh",2,1
8379,"Waitlisted",2021-05-05 00:00:00.000,6005,364,6005,"Datawarehousing and Business Intelligence","Examines the technical and management aspects of building a data warehouse","InPerson",364,"surai swell",3,1
8434,"Waitlisted",2021-05-05 00:00:00.000,6005,324,6005,"Datawarehousing and Business Intelligence","Examines the technical and management aspects of building a data warehouse","InPerson",324,"raesean replogle",2,1
8575,"Waitlisted",2021-06-08 00:00:00.000,6005,383,6005,"Datawarehousing and Business Intelligence","Examines the technical and management aspects of building a data warehouse","InPerson",383,"surekha toledo",2,1
8861,"Waitlisted",2021-05-05 00:00:00.000,6005,334,6005,"Datawarehousing and Business Intelligence","Examines the technical and management aspects of building a data warehouse","InPerson",334,"raevan riherd",3,1
8931,"Waitlisted",2021-06-08 00:00:00.000,6005,155,6005,"Datawarehousing and Business Intelligence","Examines the technical and management aspects of building a data warehouse","InPerson",155,"latronda abdel",2,1
8998,"Waitlisted",2021-05-16 00:00:00.000,6005,291,6005,"Datawarehousing and Business Intelligence","Examines the technical and management aspects of building a data warehouse","InPerson",291,"mondell renuka",3,1
