customerkey,nome,sobrenome,nome_completo,genero,primeira_compra,Cidade
13290,"Jordan","Campbell","Jordan Campbell","Male",2020-04-21 00:00:00.000,"Sooke"
13300,"Timothy","Hernandez","Timothy Hernandez","Male",2020-08-30 00:00:00.000,"Redmond"
13302,"Cole","Torres","Cole Torres","Male",2020-03-01 00:00:00.000,"Oakland"
13305,"Oscar","Alexander","Oscar Alexander","Male",2020-05-04 00:00:00.000,"Puyallup"
13310,"Miguel","Barnes","Miguel Barnes","Male",2020-03-13 00:00:00.000,"Puyallup"
13314,"Jordan","Hernandez","Jordan Hernandez","Male",2019-02-16 00:00:00.000,"Grossmont"
13317,"Jeremiah","Long","Jeremiah Long","Male",2020-11-23 00:00:00.000,"Los Angeles"
13319,"Charles","Howard","Charles Howard","Male",2019-02-02 00:00:00.000,"Marysville"
13323,"Adam","Adams","Adam Adams","Male",2020-12-13 00:00:00.000,"Newport Beach"
13342,"Brandon","Jackson","Brandon Jackson","Male",2020-11-07 00:00:00.000,"Coronado"
13350,"Isaac","Sandberg","Isaac Sandberg","Male",2020-04-18 00:00:00.000,"Shawnee"
13352,"Joseph","Davis","Joseph Davis","Male",2020-06-21 00:00:00.000,"La Jolla"
13354,"Eric","Campbell","Eric Campbell","Male",2019-02-25 00:00:00.000,"Seattle"
13355,"Jackson","Jai","Jackson Jai","Male",2019-02-12 00:00:00.000,"Puyallup"
13357,"Blake","Gonzales","Blake Gonzales","Male",2019-02-05 00:00:00.000,"El Cajon"
13361,"Cameron","Jai","Cameron Jai","Male",2019-02-25 00:00:00.000,"Lake Oswego"
13366,"Austin","Davis","Austin Davis","Male",2020-05-26 00:00:00.000,"Westminster"
13368,"Kyle","Henderson","Kyle Henderson","Male",2020-10-26 00:00:00.000,"Renton"
13370,"Blake","Ross","Blake Ross","Male",2020-11-18 00:00:00.000,"Oregon City"
13372,"Isaac","Edwards","Isaac Edwards","Male",2020-02-04 00:00:00.000,"Yakima"
13386,"Samuel","Patterson","Samuel Patterson","Male",2020-10-02 00:00:00.000,"Lebanon"
13396,"David","Kumar","David Kumar","Male",2020-05-29 00:00:00.000,"Olympia"
13397,"Adam","Mitchell","Adam Mitchell","Male",2020-11-12 00:00:00.000,"Redmond"
13399,"Edward","Young","Edward Young","Male",2020-11-08 00:00:00.000,"Grossmont"
13402,"Gabriel","Turner","Gabriel Turner","Male",2019-02-22 00:00:00.000,"El Cajon"
13405,"Ethan","Bryant","Ethan Bryant","Male",2018-11-01 00:00:00.000,"Roubaix"
13406,"Craig","Jiménez","Craig Jiménez","Male",2018-01-28 00:00:00.000,"Münster"
13409,"Cory","Fernandez","Cory Fernandez","Male",2020-10-22 00:00:00.000,"Tremblay-en-France"
13412,"Rafael","Zhao","Rafael Zhao","Male",2020-12-09 00:00:00.000,"Birmingham"
13413,"Fernando","Phillips","Fernando Phillips","Male",2020-10-31 00:00:00.000,"Portland"
13414,"Miguel","Wilson","Miguel Wilson","Male",2020-05-06 00:00:00.000,"Oregon City"
13423,"Alex","Peterson","Alex Peterson","Male",2020-07-24 00:00:00.000,"Sooke"
13425,"Jose","Garcia","Jose Garcia","Male",2019-02-23 00:00:00.000,"Edmonds"
13427,"Connor","Winston","Connor Winston","Male",2020-05-21 00:00:00.000,"Lincoln Acres"
13430,"Edward","Griffin","Edward Griffin","Male",2020-03-22 00:00:00.000,"Santa Monica"
13431,"Bryan","James","Bryan James","Male",2019-03-14 00:00:00.000,"Tacoma"
13437,"Ethan","Flores","Ethan Flores","Male",2020-03-02 00:00:00.000,"Port Orchard"
13454,"Benjamin","Griffin","Benjamin Griffin","Male",2020-06-14 00:00:00.000,"Long Beach"
13457,"Eric","Henderson","Eric Henderson","Male",2020-08-05 00:00:00.000,"W. Linn"
13461,"Anthony","Jones","Anthony Jones","Male",2019-03-30 00:00:00.000,"Santa Cruz"
13466,"Bryce","James","Bryce James","Male",2020-09-16 00:00:00.000,"Langley"
13469,"Bryce","Bailey","Bryce Bailey","Male",2021-01-16 00:00:00.000,"Tacoma"
13471,"Eric","Bryant","Eric Bryant","Male",2020-05-20 00:00:00.000,"Grossmont"
13472,"Simon","Pearson","Simon Pearson","Male",2020-06-24 00:00:00.000,"National City"
13475,"Charles","Allen","Charles Allen","Male",2020-12-10 00:00:00.000,"Redwood City"
13476,"Timothy","Hall","Timothy Hall","Male",2020-06-17 00:00:00.000,"Santa Cruz"
13483,"Christian","Lal","Christian Lal","Male",2020-07-21 00:00:00.000,"Lynnwood"
13490,"Edward","Rodriguez","Edward Rodriguez","Male",2020-03-11 00:00:00.000,"Santa Cruz"
13494,"Byron","Gutierrez","Byron Gutierrez","Male",2020-05-18 00:00:00.000,"Braunschweig"
13495,"Micheal","Alvarez","Micheal Alvarez","Male",2020-03-23 00:00:00.000,"Reading"
13498,"Joel","Mehta","Joel Mehta","Male",2020-08-19 00:00:00.000,"Dunkerque"
13501,"Clayton","Zhu","Clayton Zhu","Male",2020-05-17 00:00:00.000,"Stuttgart"
13503,"Theodore","Gomez","Theodore Gomez","Male",2020-04-19 00:00:00.000,"Liverpool"
13506,"Willie","Guo","Willie Guo","Male",2020-10-03 00:00:00.000,"Cergy"
13510,"Jon","Shen","Jon Shen","Male",2020-02-02 00:00:00.000,"Les Ulis"
13511,"Ernest","Liu","Ernest Liu","Male",2018-12-03 00:00:00.000,"Courbevoie"
13518,"Brendan","Goldstein","Brendan Goldstein","Male",2019-06-17 00:00:00.000,"Cloverdale"
13531,"Tyrone","Gutierrez","Tyrone Gutierrez","Male",2020-09-05 00:00:00.000,"Sèvres"
13535,"Omar","Nara","Omar Nara","Male",2020-07-21 00:00:00.000,"Gateshead"
13543,"Phillip","Rana","Phillip Rana","Male",2018-02-26 00:00:00.000,"Leipzig"
13545,"Brad","Sharma","Brad Sharma","Male",2018-02-11 00:00:00.000,"Grevenbroich"
13546,"Mitchell","Jai","Mitchell Jai","Male",2018-01-29 00:00:00.000,"Münster"
13550,"Joe","Malhotra","Joe Malhotra","Male",2020-03-21 00:00:00.000,"Saint Germain en Laye"
13551,"Jacob","Lee","Jacob Lee","Male",2019-12-04 00:00:00.000,"Cheltenham"
13552,"Trevor","Hughes","Trevor Hughes","Male",2018-12-24 00:00:00.000,"Saint Germain en Laye"
13560,"Andres","Shan","Andres Shan","Male",2018-03-19 00:00:00.000,"Frankfurt am Main"
13562,"Bryant","Van","Bryant Van","Male",2019-12-23 00:00:00.000,"Newcastle upon Tyne"
13563,"Phillip","Sai","Phillip Sai","Male",2018-01-08 00:00:00.000,"Stoke-on-Trent"
13570,"Benjamin","Jackson","Benjamin Jackson","Male",2018-03-14 00:00:00.000,"Ingolstadt"
13571,"Allen","Mehta","Allen Mehta","Male",2020-01-28 00:00:00.000,"Boulogne-Billancourt"
13572,"Shaun","Deng","Shaun Deng","Male",2018-03-02 00:00:00.000,"Stuttgart"
13573,"Edwin","Pal","Edwin Pal","Male",2020-05-13 00:00:00.000,"Orleans"
13578,"Karl","Nath","Karl Nath","Male",2021-01-15 00:00:00.000,"Roncq"
13579,"Alan","Chen","Alan Chen","Male",2018-03-27 00:00:00.000,"Ingolstadt"
13581,"Albert","Blanco","Albert Blanco","Male",2018-01-04 00:00:00.000,"Esher-Molesey"
13583,"Blake","Butler","Blake Butler","Male",2018-01-21 00:00:00.000,"Gateshead"
13584,"Isaiah","Cox","Isaiah Cox","Male",2018-01-26 00:00:00.000,"Runcorn"
13586,"Larry","Alonso","Larry Alonso","Male",2020-04-27 00:00:00.000,"Gateshead"
13589,"Cameron","Smith","Cameron Smith","Male",2020-08-20 00:00:00.000,"Drancy"
13590,"Louis","Xie","Louis Xie","Male",2018-01-03 00:00:00.000,"York"
13595,"Cole","Stewart","Cole Stewart","Male",2019-01-13 00:00:00.000,"Bobigny"
13596,"Billy","Gomez","Billy Gomez","Male",2020-02-10 00:00:00.000,"Orly"
13597,"Lance","Gutierrez","Lance Gutierrez","Male",2020-08-19 00:00:00.000,"Hof"
13598,"Keith","Luo","Keith Luo","Male",2020-10-07 00:00:00.000,"Werne"
13605,"Gerrit","Straatsma","Gerrit Straatsma","Male",2019-01-21 00:00:00.000,"Metz"
13606,"Drew","Sharma","Drew Sharma","Male",2018-04-17 00:00:00.000,"Frankfurt"
13607,"Levi","Rana","Levi Rana","Male",2018-04-18 00:00:00.000,"Frankfurt am Main"
13611,"Marshall","Huang","Marshall Huang","Male",2021-01-05 00:00:00.000,"Sèvres"
13613,"Derek","Jai","Derek Jai","Male",2020-02-13 00:00:00.000,"Springwood"
13616,"Cole","Ramirez","Cole Ramirez","Male",2019-07-14 00:00:00.000,"Sunbury"
13617,"Gerald","Suri","Gerald Suri","Male",2020-04-18 00:00:00.000,"Cranbourne"
13618,"Jay","Raman","Jay Raman","Male",2019-07-11 00:00:00.000,"Geelong"
13620,"Damien","Ye","Damien Ye","Male",2019-07-06 00:00:00.000,"Coffs Harbour"
13622,"Alan","Wang","Alan Wang","Male",2019-07-02 00:00:00.000,"Newcastle"
13623,"Mitchell","Carson","Mitchell Carson","Male",2020-06-27 00:00:00.000,"Melbourne"
13625,"Jason","Campbell","Jason Campbell","Male",2019-07-21 00:00:00.000,"Port Macquarie"
13626,"Johnathan","Madan","Johnathan Madan","Male",2019-07-13 00:00:00.000,"Brisbane"
13631,"Joe","Subram","Joe Subram","Male",2019-07-01 00:00:00.000,"Matraville"
13633,"Juan","Ramos","Juan Ramos","Male",2019-07-25 00:00:00.000,"North Ryde"
13635,"Kurt","Deng","Kurt Deng","Male",2020-02-01 00:00:00.000,"Matraville"
13636,"Jarrod","Rodriguez","Jarrod Rodriguez","Male",2019-07-14 00:00:00.000,"Sunbury"
13639,"Colin","Liang","Colin Liang","Male",2020-02-14 00:00:00.000,"Geelong"
13641,"Adrian","Watson","Adrian Watson","Male",2020-03-17 00:00:00.000,"Hervey Bay"
13643,"Ronald","Sai","Ronald Sai","Male",2019-07-07 00:00:00.000,"Lane Cove"
13645,"Eugene","He","Eugene He","Male",2019-07-19 00:00:00.000,"Hawthorne"
13646,"Terry","Yuan","Terry Yuan","Male",2019-07-22 00:00:00.000,"Warrnambool"
13647,"Armando","Alonso","Armando Alonso","Male",2019-07-01 00:00:00.000,"East Brisbane"
13648,"Arturo","Sharma","Arturo Sharma","Male",2019-07-29 00:00:00.000,"Rockhampton"
13650,"Jessie","She","Jessie She","Male",2019-07-11 00:00:00.000,"North Sydney"
13651,"Jerry","Sharma","Jerry Sharma","Male",2019-07-06 00:00:00.000,"Perth"
13658,"Wyatt","Bennett","Wyatt Bennett","Male",2019-05-13 00:00:00.000,"Redmond"
13659,"Clayton","Shan","Clayton Shan","Male",2020-06-05 00:00:00.000,"Ballard"
13660,"Ethan","Davis","Ethan Davis","Male",2020-05-20 00:00:00.000,"Metchosin"
13661,"Andre","Sara","Andre Sara","Male",2018-02-05 00:00:00.000,"Warrington"
13662,"Miguel","Roberts","Miguel Roberts","Male",2019-01-12 00:00:00.000,"Villeneuve-d'Ascq"
13663,"Melvin","Tang","Melvin Tang","Male",2020-02-02 00:00:00.000,"Stuttgart"
13667,"Andres","Deng","Andres Deng","Male",2019-01-03 00:00:00.000,"Les Ulis"
13668,"Stanley","Martinez","Stanley Martinez","Male",2020-02-06 00:00:00.000,"Coffs Harbour"
13671,"Frank","Ramos","Frank Ramos","Male",2021-01-28 00:00:00.000,"Poing"
13672,"Benjamin","Davis","Benjamin Davis","Male",2020-06-27 00:00:00.000,"Lille"
13676,"George","Kapoor","George Kapoor","Male",2020-03-27 00:00:00.000,"W. York"
13678,"Warren","Goel","Warren Goel","Male",2018-02-23 00:00:00.000,"High Wycombe"
13682,"Fernando","Lopez","Fernando Lopez","Male",2020-06-13 00:00:00.000,"Paderborn"
13684,"Francis","Dominguez","Francis Dominguez","Male",2020-11-29 00:00:00.000,"Kassel"
13686,"Peter","Jai","Peter Jai","Male",2018-04-08 00:00:00.000,"Dresden"
13687,"Mario","Xie","Mario Xie","Male",2018-02-09 00:00:00.000,"Bury"
13688,"Ruben","Sanchez","Ruben Sanchez","Male",2020-06-29 00:00:00.000,"Oxon"
13692,"Curtis","Li","Curtis Li","Male",2020-10-23 00:00:00.000,"Cambridge"
13695,"Christian","Clark","Christian Clark","Male",2020-06-18 00:00:00.000,"Roubaix"
13697,"Jésus","Munoz","Jésus Munoz","Male",2018-04-24 00:00:00.000,"Offenbach"
13700,"Evan","Howard","Evan Howard","Male",2019-05-24 00:00:00.000,"Daly City"
13705,"Blake","Mitchell","Blake Mitchell","Male",2019-05-15 00:00:00.000,"Portland"
13707,"Austin","Smith","Austin Smith","Male",2020-08-29 00:00:00.000,"Royal Oak"
13709,"Zachary","Robinson","Zachary Robinson","Male",2020-11-11 00:00:00.000,"Langford"
13713,"Alexander","Walker","Alexander Walker","Male",2019-05-27 00:00:00.000,"Sedro Woolley"
13716,"Brandon","Jai","Brandon Jai","Male",2019-06-12 00:00:00.000,"Downey"
13719,"Isaac","Carter","Isaac Carter","Male",2020-05-26 00:00:00.000,"Langford"
13720,"Cameron","Johnson","Cameron Johnson","Male",2020-09-13 00:00:00.000,"Sooke"
13722,"Luke","Campbell","Luke Campbell","Male",2019-06-21 00:00:00.000,"Puyallup"
13724,"Charles","Thompson","Charles Thompson","Male",2019-06-10 00:00:00.000,"Mill Valley"
13726,"Austin","Lewis","Austin Lewis","Male",2019-06-14 00:00:00.000,"Torrance"
13729,"Jason","Li","Jason Li","Male",2019-06-24 00:00:00.000,"Sedro Woolley"
13736,"Cole","Rivera","Cole Rivera","Male",2019-06-09 00:00:00.000,"Spring Valley"
13738,"Jose","Young","Jose Young","Male",2021-01-16 00:00:00.000,"Los Angeles"
13739,"Jason","Coleman","Jason Coleman","Male",2020-08-24 00:00:00.000,"Renton"
13745,"Andrew","Robinson","Andrew Robinson","Male",2019-07-27 00:00:00.000,"Milwaukie"
13747,"Brian","Torres","Brian Torres","Male",2019-07-30 00:00:00.000,"Kirkland"
13748,"José","Martinez","José Martinez","Male",2020-04-20 00:00:00.000,"Renton"
13759,"Jackson","Scott","Jackson Scott","Male",2020-04-03 00:00:00.000,"El Cajon"
13760,"Brian","Cooper","Brian Cooper","Male",2020-06-13 00:00:00.000,"Langley"
13762,"Gavin","Long","Gavin Long","Male",2020-03-27 00:00:00.000,"Royal Oak"
13768,"Ross","Munoz","Ross Munoz","Male",2019-01-17 00:00:00.000,"Courbevoie"
13769,"Brendan","Kumar","Brendan Kumar","Male",2019-01-17 00:00:00.000,"Lieusaint"
13770,"Gerald","Moreno","Gerald Moreno","Male",2018-04-19 00:00:00.000,"Frankfurt"
13771,"Victor","Moreno","Victor Moreno","Male",2018-05-09 00:00:00.000,"Hamburg"
13774,"Steve","Guo","Steve Guo","Male",2018-05-28 00:00:00.000,"Hamburg"
13776,"Miguel","Carter","Miguel Carter","Male",2020-03-08 00:00:00.000,"Billericay"
13778,"Roger","Huang","Roger Huang","Male",2018-05-08 00:00:00.000,"Braunschweig"
13784,"Spencer","Griffin","Spencer Griffin","Male",2018-03-08 00:00:00.000,"Warrington"
13786,"Jon","Chavez","Jon Chavez","Male",2020-08-04 00:00:00.000,"Kassel"
13787,"Glenn","Cai","Glenn Cai","Male",2020-05-16 00:00:00.000,"Grevenbroich"
13792,"Charles","Taylor","Charles Taylor","Male",2018-03-02 00:00:00.000,"York"
13793,"Jason","Gonzales","Jason Gonzales","Male",2019-01-18 00:00:00.000,"Roubaix"
13795,"Carl","Raje","Carl Raje","Male",2018-05-05 00:00:00.000,"Frankfurt am Main"
13797,"Franklin","Gao","Franklin Gao","Male",2020-12-30 00:00:00.000,"Kiel"
13799,"Bryan","Bailey","Bryan Bailey","Male",2019-01-16 00:00:00.000,"Chatou"
13805,"Gabriel","Hernandez","Gabriel Hernandez","Male",2020-05-29 00:00:00.000,"Runcorn"
13806,"Bryant","Mehta","Bryant Mehta","Male",2019-02-12 00:00:00.000,"Orly"
13807,"Frederick","Rana","Frederick Rana","Male",2018-06-28 00:00:00.000,"Duesseldorf"
13819,"Max","Gill","Max Gill","Male",2020-06-22 00:00:00.000,"Les Ulis"
13821,"Allen","Lopez","Allen Lopez","Male",2018-03-01 00:00:00.000,"Woolston"
13822,"Jay","Moyer","Jay Moyer","Male",2018-06-14 00:00:00.000,"Erlangen"
13825,"Kelvin","Ma","Kelvin Ma","Male",2020-08-25 00:00:00.000,"Lille"
13829,"Randall","Carlson","Randall Carlson","Male",2018-06-13 00:00:00.000,"Grevenbroich"
13831,"Eddie","Alvarez","Eddie Alvarez","Male",2020-03-06 00:00:00.000,"Morangis"
13836,"Dominic","Sara","Dominic Sara","Male",2018-06-01 00:00:00.000,"Hof"
13839,"Manuel","Madan","Manuel Madan","Male",2019-02-03 00:00:00.000,"Roissy en Brie"
13840,"Tommy","Pal","Tommy Pal","Male",2019-02-25 00:00:00.000,"Boulogne-sur-Mer"
13841,"Clayton","Kumar","Clayton Kumar","Male",2018-03-22 00:00:00.000,"York"
13842,"Kenneth","Xie","Kenneth Xie","Male",2018-06-15 00:00:00.000,"Braunschweig"
13843,"Warren","Xie","Warren Xie","Male",2020-03-11 00:00:00.000,"Saint Germain en Laye"
13844,"Phillip","Mehta","Phillip Mehta","Male",2018-06-26 00:00:00.000,"Paderborn"
13845,"Shawn","Nara","Shawn Nara","Male",2018-03-25 00:00:00.000,"Kirkby"
13847,"Kurt","Tang","Kurt Tang","Male",2018-03-20 00:00:00.000,"Oxford"
13853,"Connor","Zhang","Connor Zhang","Male",2020-12-13 00:00:00.000,"Newton"
13867,"Luke","Griffin","Luke Griffin","Male",2020-06-01 00:00:00.000,"Lynnwood"
13877,"Adam","Lal","Adam Lal","Male",2019-08-21 00:00:00.000,"Lakewood"
13878,"Sebastian","Gray","Sebastian Gray","Male",2020-12-15 00:00:00.000,"Oak Bay"
13883,"Brandon","Lal","Brandon Lal","Male",2019-08-18 00:00:00.000,"Long Beach"
13885,"Brian","Howard","Brian Howard","Male",2019-07-31 00:00:00.000,"Tacoma"
13889,"Robert","Martin","Robert Martin","Male",2019-09-14 00:00:00.000,"Lebanon"
13891,"Aaron","Simmons","Aaron Simmons","Male",2020-05-07 00:00:00.000,"Lakewood"
13899,"Cameron","Jones","Cameron Jones","Male",2020-04-13 00:00:00.000,"Olympia"
13900,"Isaac","Campbell","Isaac Campbell","Male",2020-04-19 00:00:00.000,"Olympia"
13901,"Oscar","Foster","Oscar Foster","Male",2020-06-11 00:00:00.000,"W. Linn"
13903,"Elijah","Hernandez","Elijah Hernandez","Male",2019-09-29 00:00:00.000,"El Cajon"
13905,"Christian","Henderson","Christian Henderson","Male",2019-10-25 00:00:00.000,"La Jolla"
13917,"Samuel","Allen","Samuel Allen","Male",2019-11-27 00:00:00.000,"Novato"
13918,"Armando","Blanco","Armando Blanco","Male",2020-12-16 00:00:00.000,"Burnaby"
13922,"Jackson","Foster","Jackson Foster","Male",2020-11-14 00:00:00.000,"Salem"
13923,"Steven","Howard","Steven Howard","Male",2020-04-10 00:00:00.000,"Grossmont"
13925,"Wyatt","Barnes","Wyatt Barnes","Male",2019-10-31 00:00:00.000,"Redwood City"
13928,"Nathaniel","Morris","Nathaniel Morris","Male",2020-12-11 00:00:00.000,"Tacoma"
13929,"Robert","Hayes","Robert Hayes","Male",2021-01-27 00:00:00.000,"Lake Oswego"
13931,"Luke","Hernandez","Luke Hernandez","Male",2020-07-29 00:00:00.000,"Redmond"
13932,"Timothy","Sanchez","Timothy Sanchez","Male",2020-11-06 00:00:00.000,"El Cajon"
13934,"Luis","Young","Luis Young","Male",2020-12-06 00:00:00.000,"Issaquah"
13944,"Andrew","Moore","Andrew Moore","Male",2020-02-06 00:00:00.000,"Newton"
13946,"Jason","Powell","Jason Powell","Male",2021-01-14 00:00:00.000,"Portland"
13951,"Dylan","Hughes","Dylan Hughes","Male",2020-09-26 00:00:00.000,"Spokane"
13952,"Franklin","Ye","Franklin Ye","Male",2020-09-05 00:00:00.000,"Melton"
13954,"Eddie","Ramos","Eddie Ramos","Male",2020-07-09 00:00:00.000,"Hawthorne"
13955,"Andres","Raji","Andres Raji","Male",2019-07-07 00:00:00.000,"Wollongong"
13965,"Barry","Sara","Barry Sara","Male",2019-07-27 00:00:00.000,"Hervey Bay"
13966,"Darren","Dominguez","Darren Dominguez","Male",2019-07-12 00:00:00.000,"Darlinghurst"
13967,"Glenn","Zhang","Glenn Zhang","Male",2019-07-07 00:00:00.000,"Warrnambool"
13969,"Roy","Martinez","Roy Martinez","Male",2020-09-20 00:00:00.000,"Gold Coast"
13970,"Pedro","Rana","Pedro Rana","Male",2019-07-09 00:00:00.000,"Hawthorne"
13972,"Eugene","Liang","Eugene Liang","Male",2020-10-11 00:00:00.000,"Perth"
13975,"Johnny","Raje","Johnny Raje","Male",2019-08-23 00:00:00.000,"Hobart"
13982,"Clarence","Chander","Clarence Chander","Male",2020-03-14 00:00:00.000,"North Sydney"
13984,"Adrian","Richardson","Adrian Richardson","Male",2019-12-09 00:00:00.000,"San Diego"
13988,"Miguel","White","Miguel White","Male",2020-07-28 00:00:00.000,"Newton"
13991,"Jack","Hayes","Jack Hayes","Male",2020-11-02 00:00:00.000,"Sedro Woolley"
13994,"Isaac","Cook","Isaac Cook","Male",2019-08-11 00:00:00.000,"Sydney"
13998,"Ethan","Martin","Ethan Martin","Male",2020-02-04 00:00:00.000,"Cranbourne"
13999,"Elijah","Gonzales","Elijah Gonzales","Male",2019-01-25 00:00:00.000,"Oakland"
14003,"Angel","Ramirez","Angel Ramirez","Male",2019-01-17 00:00:00.000,"Portland"
14011,"Roger","Shen","Roger Shen","Male",2019-08-06 00:00:00.000,"St. Leonards"
14012,"Eddie","Vazquez","Eddie Vazquez","Male",2019-08-25 00:00:00.000,"Townsville"
14013,"Jimmy","Blanco","Jimmy Blanco","Male",2020-05-06 00:00:00.000,"Hobart"
14015,"Kurt","Lal","Kurt Lal","Male",2020-06-04 00:00:00.000,"Sunbury"
14016,"Mary","Sandidge","Mary Sandidge","Male",2020-07-23 00:00:00.000,"Milsons Point"
14025,"Robert","Alexander","Robert Alexander","Male",2019-01-29 00:00:00.000,"Seattle"
14027,"Carlos","Perez","Carlos Perez","Male",2020-08-07 00:00:00.000,"Tacoma"
14030,"Lawrence","Sanz","Lawrence Sanz","Male",2019-08-24 00:00:00.000,"Warrnambool"
14031,"Ruben","Suarez","Ruben Suarez","Male",2019-08-18 00:00:00.000,"Newcastle"
14032,"Arthur","Chandra","Arthur Chandra","Male",2019-08-04 00:00:00.000,"Silverwater"
14034,"Dennis","Liang","Dennis Liang","Male",2020-07-23 00:00:00.000,"North Sydney"
14035,"Hunter","Hughes","Hunter Hughes","Male",2020-07-27 00:00:00.000,"Imperial Beach"
14048,"Wyatt","Mitchell","Wyatt Mitchell","Male",2019-08-17 00:00:00.000,"Bendigo"
14050,"Manuel","Lopez","Manuel Lopez","Male",2019-08-08 00:00:00.000,"Cloverdale"
14051,"Nathaniel","Rivera","Nathaniel Rivera","Male",2019-08-08 00:00:00.000,"Hobart"
14052,"Jorge","Ma","Jorge Ma","Male",2020-01-30 00:00:00.000,"Rockhampton"
14054,"Reginald","Martin","Reginald Martin","Male",2020-11-29 00:00:00.000,"Warrnambool"
14055,"Alejandro","Kumar","Alejandro Kumar","Male",2019-08-09 00:00:00.000,"Rhodes"
14056,"Nelson","Sanz","Nelson Sanz","Male",2020-05-09 00:00:00.000,"Bendigo"
14057,"Lance","Alonso","Lance Alonso","Male",2020-09-04 00:00:00.000,"North Ryde"
14058,"Johnny","Anand","Johnny Anand","Male",2019-08-06 00:00:00.000,"Brisbane"
14059,"Rodney","Ramos","Rodney Ramos","Male",2020-03-17 00:00:00.000,"Melbourne"
14060,"Cedric","Sharma","Cedric Sharma","Male",2020-03-13 00:00:00.000,"Melbourne"
14067,"Larry","Sanz","Larry Sanz","Male",2020-04-11 00:00:00.000,"Melbourne"
14068,"Brent","McDonald","Brent McDonald","Male",2020-05-02 00:00:00.000,"North Sydney"
14070,"Ricky","Alonso","Ricky Alonso","Male",2019-08-17 00:00:00.000,"South Melbourne"
14071,"Jack","Li","Jack Li","Male",2019-08-13 00:00:00.000,"Rockhampton"
14072,"Allen","Smith","Allen Smith","Male",2020-07-23 00:00:00.000,"Caloundra"
14073,"Gabriel","Alexander","Gabriel Alexander","Male",2020-02-13 00:00:00.000,"Geelong"
14075,"Robert","Harris","Robert Harris","Male",2020-04-23 00:00:00.000,"La Jolla"
14077,"Bryan","Townsend","Bryan Townsend","Male",2020-08-01 00:00:00.000,"Royal Oak"
14078,"Ryan","Alexander","Ryan Alexander","Male",2020-01-18 00:00:00.000,"Haney"
14084,"Robert","Lal","Robert Lal","Male",2020-05-04 00:00:00.000,"Haney"
14086,"Maurice","Chander","Maurice Chander","Male",2020-10-22 00:00:00.000,"Brisbane"
14087,"Harold","Garcia","Harold Garcia","Male",2020-02-08 00:00:00.000,"Townsville"
14096,"Samuel","Green","Samuel Green","Male",2020-06-11 00:00:00.000,"Royal Oak"
14097,"Johnathan","Srini","Johnathan Srini","Male",2020-07-25 00:00:00.000,"Ballard"
14099,"Rafael","Lin","Rafael Lin","Male",2020-03-17 00:00:00.000,"Port Macquarie"
14101,"Franklin","Lal","Franklin Lal","Male",2019-08-27 00:00:00.000,"Newcastle"
14105,"Jackson","Zhang","Jackson Zhang","Male",2019-04-06 00:00:00.000,"Lincoln Acres"
14109,"Aidan","Gonzales","Aidan Gonzales","Male",2019-04-28 00:00:00.000,"San Diego"
14110,"Dakota","Simmons","Dakota Simmons","Male",2020-04-23 00:00:00.000,"Langley"
14111,"Michael","Anderson","Michael Anderson","Male",2020-07-31 00:00:00.000,"Oregon City"
14123,"Erick","Mehta","Erick Mehta","Male",2020-03-21 00:00:00.000,"East Brisbane"
14124,"Justin","Li","Justin Li","Male",2020-04-28 00:00:00.000,"Goulburn"
14125,"Shane","Gonzalez","Shane Gonzalez","Male",2019-08-20 00:00:00.000,"Findon"
14126,"Andy","Dominguez","Andy Dominguez","Male",2020-02-27 00:00:00.000,"Sunbury"
14131,"Javier","Navarro","Javier Navarro","Male",2019-08-08 00:00:00.000,"Coffs Harbour"
14132,"Brandon","Ross","Brandon Ross","Male",2019-08-16 00:00:00.000,"Sunbury"
14133,"Ricardo","Kumar","Ricardo Kumar","Male",2019-08-11 00:00:00.000,"Hervey Bay"
14135,"Clayton","Xie","Clayton Xie","Male",2020-04-18 00:00:00.000,"Roncq"
14136,"Louis","She","Louis She","Male",2020-05-23 00:00:00.000,"Saint-Denis"
14138,"Vincent","He","Vincent He","Male",2018-06-05 00:00:00.000,"Kassel"
14142,"Damien","Zheng","Damien Zheng","Male",2020-10-29 00:00:00.000,"Bonn"
14144,"Lee","Gutierrez","Lee Gutierrez","Male",2020-10-25 00:00:00.000,"Cergy"
14148,"Shaun","Sharma","Shaun Sharma","Male",2018-08-27 00:00:00.000,"Kassel"
14149,"Donald","Srini","Donald Srini","Male",2018-08-11 00:00:00.000,"Ingolstadt"
14150,"Billy","Munoz","Billy Munoz","Male",2018-04-09 00:00:00.000,"Leeds"
14152,"Luke","Turner","Luke Turner","Male",2020-07-25 00:00:00.000,"Villeneuve-d'Ascq"
14153,"Dylan","Lewis","Dylan Lewis","Male",2020-05-11 00:00:00.000,"Hof"
14154,"Willie","Gao","Willie Gao","Male",2019-02-25 00:00:00.000,"Verrieres Le Buisson"
14158,"Craig","Moreno","Craig Moreno","Male",2018-04-08 00:00:00.000,"York"
14159,"Jay","Malhotra","Jay Malhotra","Male",2018-04-07 00:00:00.000,"Bracknell"
14162,"Brett","Garcia","Brett Garcia","Male",2018-08-10 00:00:00.000,"Frankfurt"
14168,"Edwin","Guo","Edwin Guo","Male",2021-01-25 00:00:00.000,"Chatou"
