EmployeeKey,Employee Last Name,Employee Name,Employee Email Address,Employee Department,Employee Gender,Employee Marital Status,Employee Title,Employee Phone,Employee Login ID,Current Flag,Salaried Flag,Employee Status,Employee Sales Territory Country,Employee Sales Territory Group,Employee Sales Territory Region,ParentEmployeeKey,Employee Manager Last Name,Employee Manager Name,Employee Base Rate,Employee Alternate Key,Employee Hire Date,Employee Pay Frequency,Employee Vacation Hours,Employee Row Start Date,Employee Row End Date
278,"Word","Sheela Word","sheela0@adventure-works.com","Purchasing","F","S","Purchasing Manager","210-555-0193","adventure-works\sheela0","Current","Salaried","Inactive","NA","NA","NA",73,"Kahn","Wendy Kahn",30,"895209680",2010-09-25 00:00:00.000,2,49,2010-09-25 00:00:00.000,2011-02-27 00:00:00.000
279,"Word","Sheela Word","sheela0@adventure-works.com","Purchasing","F","S","Purchasing Manager","210-555-0193","adventure-works\sheela0","Current","Salaried","Inactive","NA","NA","NA",73,"Kahn","Wendy Kahn",30,"895209680",2010-09-25 00:00:00.000,2,49,2011-02-28 00:00:00.000,2012-02-12 00:00:00.000
281,"Blythe","Michael Blythe","michael9@adventure-works.com","Sales","M","S","Sales Representative","257-555-0154","adventure-works\michael9","Current","Salaried","Active","United States","North America","Northeast",272,"Jiang","Stephen Jiang",23.0769,"841560125",2010-12-29 00:00:00.000,2,38,2010-12-29 00:00:00.000,
282,"Mitchell","Linda Mitchell","linda3@adventure-works.com","Sales","F","M","Sales Representative","883-555-0116","adventure-works\linda3","Current","Salaried","Active","United States","North America","Southwest",272,"Jiang","Stephen Jiang",23.0769,"191644724",2010-12-29 00:00:00.000,2,27,2010-12-29 00:00:00.000,
283,"Carson","Jillian Carson","jillian0@adventure-works.com","Sales","F","S","Sales Representative","517-555-0117","adventure-works\jillian0","Current","Salaried","Active","United States","North America","Central",272,"Jiang","Stephen Jiang",23.0769,"615389812",2010-12-29 00:00:00.000,2,24,2010-12-29 00:00:00.000,
284,"Vargas","Garrett Vargas","garrett1@adventure-works.com","Sales","M","M","Sales Representative","922-555-0165","adventure-works\garrett1","Current","Salaried","Active","Canada","North America","Canada",272,"Jiang","Stephen Jiang",23.0769,"234474252",2010-12-29 00:00:00.000,2,33,2010-12-29 00:00:00.000,
285,"Reiter","Tsvi Reiter","tsvi0@adventure-works.com","Sales","M","M","Sales Representative","664-555-0112","adventure-works\tsvi0","Current","Salaried","Active","United States","North America","Southeast",272,"Jiang","Stephen Jiang",23.0769,"716374314",2010-12-29 00:00:00.000,2,29,2010-12-29 00:00:00.000,
286,"Ansman-Wolfe","Pamela Ansman-Wolfe","pamela0@adventure-works.com","Sales","F","S","Sales Representative","340-555-0193","adventure-works\pamela0","Current","Salaried","Active","United States","North America","Northwest",272,"Jiang","Stephen Jiang",23.0769,"61161660",2010-12-29 00:00:00.000,2,22,2010-12-29 00:00:00.000,
287,"Ito","Shu Ito","shu0@adventure-works.com","Sales","M","M","Sales Representative","330-555-0120","adventure-works\shu0","Current","Salaried","Active","United States","North America","Southwest",272,"Jiang","Stephen Jiang",23.0769,"139397894",2010-12-29 00:00:00.000,2,26,2010-12-29 00:00:00.000,
288,"Saraiva","José Saraiva","josé1@adventure-works.com","Sales","M","M","Sales Representative","185-555-0169","adventure-works\josé1","Current","Salaried","Active","Canada","North America","Canada",272,"Jiang","Stephen Jiang",23.0769,"399771412",2010-12-29 00:00:00.000,2,31,2010-12-29 00:00:00.000,
289,"Campbell","David Campbell","david8@adventure-works.com","Sales","M","S","Sales Representative","740-555-0182","adventure-works\david8","Current","Salaried","Active","United States","North America","Northwest",272,"Jiang","Stephen Jiang",23.0769,"987554265",2010-12-29 00:00:00.000,2,23,2010-12-29 00:00:00.000,
291,"Pak","Jae Pak","jae0@adventure-works.com","Sales","F","M","Sales Representative","1 (11) 500 555-0145","adventure-works\jae0","Current","Salaried","Active","United Kingdom","Europe","United Kingdom",290,"Alberts","Amy Alberts",23.0769,"668991357",2011-12-29 00:00:00.000,2,37,2011-12-29 00:00:00.000,
292,"Varkey Chudukatil","Ranjit Varkey Chudukatil","ranjit0@adventure-works.com","Sales","M","S","Sales Representative","1 (11) 500 555-0117","adventure-works\ranjit0","Current","Salaried","Active","France","Europe","France",290,"Alberts","Amy Alberts",23.0769,"134219713",2011-12-29 00:00:00.000,2,34,2011-12-29 00:00:00.000,
293,"Mensa-Annan","Tete Mensa-Annan","tete0@adventure-works.com","Sales","M","M","Sales Representative","615-555-0153","adventure-works\tete0","Current","Salaried","Active","United States","North America","Northwest",272,"Jiang","Stephen Jiang",23.0769,"90836195",2012-04-30 00:00:00.000,2,39,2012-04-30 00:00:00.000,
295,"Valdez","Rachel Valdez","rachel0@adventure-works.com","Sales","F","S","Sales Representative","1 (11) 500 555-0140","adventure-works\rachel0","Current","Salaried","Active","Germany","Europe","Germany",290,"Alberts","Amy Alberts",23.0769,"954276278",2012-12-28 00:00:00.000,2,35,2012-12-28 00:00:00.000,
296,"Tsoflias","Lynn Tsoflias","lynn0@adventure-works.com","Sales","F","S","Sales Representative","1 (11) 500 555-0190","adventure-works\lynn0","Current","Salaried","Active","Australia","Pacific","Australia",294,"Abbas","Syed Abbas",23.0769,"758596752",2012-12-28 00:00:00.000,2,36,2012-12-28 00:00:00.000,
777777777,"Jacobs","John Jacobs","JohnJ@FrontlineAnalytics.onmicrosoft.com","","","","","","","Unknown","","Inactive","Australia","Pacific","Australia",888888888,"Lawrence","Jennifer Lawrence",,"",,,,,
888888888,"Lawrence","Jennifer Lawrence","JenLawrence@FrontlineAnalytics.onmicrosoft.com","","","","","","","Unknown","","Inactive","Australia","Pacific","Australia",999999999,"Powell","Brett Powell",,"",,,,,
999999999,"Powell","Brett Powell","BrettP@FrontlineAnalytics.onmicrosoft.com","","","","","","","Unknown","","Inactive","United States","North America","Northwest",3,"Tamburello","Roberto Tamburello",,"",,,,,
