Customer Name,State,Profit Margins
Raymond Arnold,Virginia,31.99%
Raymond Barnes,Florida,31.96%
Raymond Barnes,New Jersey,49.00%
Raymond Barnes,New York,27.10%
Raymond Barnes,Virginia,31.97%
Raymond Burke,Connecticut,40.00%
Raymond Burke,New York,49.00%
Raymond Burke,North Carolina,17.99%
Raymond Fields,Florida,46.06%
Raymond Fields,Georgia,18.02%
Raymond Fields,New York,37.01%
Raymond Fields,North Carolina,30.54%
Raymond Fields,Rhode Island,31.96%
Raymond Hall,Connecticut,17.99%
Raymond Hall,Florida,18.02%
Raymond Hall,North Carolina,23.02%
Raymond Roberts,Georgia,44.99%
Raymond Roberts,New Jersey,28.98%
Raymond Roberts,North Carolina,40.00%
Raymond Roberts,Virginia,46.01%
Raymond Spencer,Florida,29.27%
Raymond Spencer,Massachusetts,31.99%
Raymond Spencer,New Hampshire,31.03%
Raymond Spencer,New York,41.04%
Raymond Spencer,North Carolina,31.97%
Raymond Young,Florida,32.82%
Raymond Young,Massachusetts,18.02%
Raymond Young,New Jersey,49.00%
Raymond Young,New York,32.03%
Raymond Young,Rhode Island,26.99%
Richard Carr,Massachusetts,39.93%
Richard Carr,New York,26.55%
Richard Carr,North Carolina,38.96%
Richard Cunningham,Florida,31.44%
Richard Cunningham,New York,38.96%
Richard Hudson,Connecticut,40.00%
Richard Hudson,Florida,41.11%
Richard Hudson,Massachusetts,28.98%
Richard Hudson,New Hampshire,46.01%
Richard Hudson,New Jersey,28.00%
Richard Hudson,New York,28.64%
Richard Hudson,North Carolina,28.00%
Richard Hudson,Virginia,26.97%
Richard Jordan,Florida,26.18%
Richard Jordan,New Jersey,39.95%
Richard Jordan,North Carolina,47.06%
Richard Peters,Connecticut,22.02%
Richard Peters,Florida,37.01%
Richard Peters,Georgia,31.99%
Richard Peters,New York,23.02%
Richard Peters,North Carolina,46.01%
Richard Peterson,Florida,47.06%
Richard Peterson,Massachusetts,32.03%
Richard Peterson,New Jersey,31.99%
Richard Young,Florida,38.96%
Richard Young,Georgia,31.99%
Richard Young,Massachusetts,31.96%
Richard Young,New York,30.01%
Richard Young,South Carolina,28.18%
Robert Carr,Connecticut,46.05%
Robert Carr,Florida,47.06%
Robert Carr,New York,36.04%
Robert Carr,North Carolina,38.48%
Robert Carr,Virginia,46.05%
Robert Ferguson,Maryland,22.02%
Robert Ferguson,Massachusetts,28.96%
Robert Ferguson,New York,28.83%
Robert Ferguson,North Carolina,26.99%
Robert Ferguson,South Carolina,35.01%
Robert Jackson,Connecticut,46.05%
Robert Jackson,Florida,37.46%
Robert Jackson,Georgia,40.00%
Robert Jackson,New Jersey,32.03%
Robert Jackson,New York,22.28%
Robert Jackson,South Carolina,40.00%
Robert Murphy,Connecticut,46.05%
Robert Murphy,Florida,35.72%
Robert Murphy,Massachusetts,28.96%
Robert Murphy,New Jersey,36.04%
Robert Murphy,New York,33.93%
Robert Murphy,North Carolina,44.99%
Robert Price,Connecticut,46.05%
Robert Price,New York,26.97%
Robert Price,Virginia,32.03%
Roger Alexander,Florida,18.02%
Roger Alexander,Georgia,37.80%
Roger Alexander,New Jersey,17.99%
Roger Alexander,New York,31.03%
Roger Alexander,North Carolina,37.80%
Roger Elliott,Florida,32.07%
Roger Elliott,New Jersey,31.99%
Roger Elliott,New York,39.16%
Roger Elliott,North Carolina,34.09%
Roger Miller,Connecticut,40.00%
Roger Miller,Florida,25.30%
Roger Miller,Georgia,36.02%
Roger Miller,Massachusetts,31.03%
Roger Miller,New Jersey,37.01%
Roger Miller,New York,24.10%
Roger Miller,North Carolina,18.02%
Roger Mills,Connecticut,41.04%
Roger Mills,Florida,31.03%
Roger Mills,Massachusetts,26.99%
Roger Mills,New York,28.18%
Roger Mills,North Carolina,38.12%
Roger Price,New York,35.05%
Roger Price,South Carolina,31.99%
Roger Price,Virginia,37.80%
Roger Thompson,Connecticut,33.73%
Roger Thompson,Georgia,37.01%
Roger Thompson,Massachusetts,28.00%
Roger Thompson,New York,36.42%
Roger Thompson,North Carolina,39.93%
Roger Thompson,Virginia,17.99%
Roger Tucker,Connecticut,46.05%
Roger Tucker,Florida,27.62%
Roger Tucker,Georgia,41.04%
Roger Tucker,New York,18.02%
Roger Tucker,South Carolina,41.04%
Ronald Anderson,Massachusetts,35.17%
Ronald Anderson,New York,21.57%
Ronald Anderson,North Carolina,47.06%
Ronald Anderson,Rhode Island,26.99%
Ronald Arnold,Florida,42.02%
Ronald Arnold,Georgia,17.99%
Ronald Arnold,New Jersey,28.00%
Ronald Arnold,New York,29.23%
Ronald Barnes,Georgia,28.96%
Ronald Barnes,New Jersey,46.05%
Ronald Barnes,New York,36.41%
Ronald Bradley,Connecticut,31.03%
Ronald Bradley,Florida,25.30%
Ronald Bradley,Georgia,28.98%
Ronald Bradley,Maryland,46.01%
Ronald Bradley,Massachusetts,28.18%
Ronald Bradley,New York,29.85%
Ronald Burns,Florida,24.91%
Ronald Burns,Georgia,32.03%
Ronald Burns,New York,41.04%
Ronald Duncan,Connecticut,31.03%
Ronald Duncan,Florida,36.18%
Ronald Duncan,Massachusetts,37.01%
Ronald Duncan,New Jersey,35.01%
Ronald Duncan,North Carolina,18.02%
Ronald George,Connecticut,28.96%
Ronald George,Florida,28.98%
Ronald George,New Hampshire,24.01%
Ronald George,New Jersey,28.18%
Ronald George,New York,31.97%
Ronald George,North Carolina,18.02%
Ronald George,Virginia,32.03%
Ronald Watkins,New York,44.99%
Ronald Watkins,Virginia,28.96%
Roy Bennett,New York,35.01%
Roy Carpenter,Connecticut,39.93%
Roy Carpenter,Florida,37.01%
Roy Carpenter,Georgia,26.99%
Roy Carpenter,New York,32.90%
Roy Carpenter,South Carolina,28.96%
Roy Hamilton,Connecticut,47.63%
Roy Hamilton,New York,42.55%
Roy Hamilton,North Carolina,38.96%
Roy Hamilton,Virginia,38.96%
Roy Jenkins,Florida,23.02%
Roy Jenkins,New York,32.03%
Roy Jenkins,North Carolina,33.31%
Roy Murphy,Connecticut,44.99%
Roy Murphy,Florida,39.93%
Roy Murphy,New Jersey,18.02%
Roy Murphy,New York,31.97%
Roy Rice,Connecticut,28.96%
Roy Rice,Florida,31.31%
Roy Rice,Maryland,46.05%
Roy Rice,Massachusetts,26.97%
Roy Rice,New Jersey,41.04%
Roy Rice,South Carolina,49.00%
Roy Scott,Connecticut,46.05%
Roy Scott,New Hampshire,28.18%
Roy Scott,North Carolina,34.08%
Roy Shaw,Connecticut,37.70%
Roy Shaw,Florida,28.96%
Roy Shaw,Massachusetts,35.01%
Roy Shaw,New Jersey,27.13%
Roy Shaw,New York,26.99%
Roy Shaw,Virginia,44.11%
Roy West,South Carolina,37.80%
Russell Alexander,Connecticut,38.96%
Russell Alexander,Florida,31.88%
Russell Alexander,New Jersey,30.99%
Russell Alexander,New York,31.11%
Russell Alexander,North Carolina,22.68%
Russell Alexander,Virginia,33.82%
Russell Bailey,Florida,31.15%
Russell Bailey,Georgia,31.99%
Russell Bailey,New York,31.96%
Russell Bailey,South Carolina,36.04%
Russell Bailey,Virginia,49.00%
Russell Boyd,Florida,49.00%
Russell Boyd,Maryland,28.98%
Russell Grant,Connecticut,47.06%
Russell Grant,Florida,37.80%
Russell Grant,Georgia,34.23%
Russell Grant,New York,31.09%
Russell Nelson,Connecticut,18.02%
Russell Nelson,Florida,34.06%
Russell Nelson,New York,30.61%
Ryan Bailey,Florida,40.96%
Ryan Bailey,New York,44.99%
Ryan Bailey,North Carolina,18.02%
Ryan Ford,New Hampshire,46.05%
Ryan Price,Connecticut,31.96%
Ryan Price,Florida,31.52%
Ryan Price,Georgia,38.96%
Ryan Price,New Jersey,31.99%
Ryan Price,New York,35.01%
Ryan Price,North Carolina,28.76%
Ryan Ruiz,Florida,24.01%
Ryan Ruiz,North Carolina,29.20%
Ryan Schmidt,Florida,18.02%
Ryan Schmidt,Georgia,28.00%
Ryan Schmidt,Massachusetts,28.98%
Ryan Schmidt,North Carolina,31.96%
Ryan Taylor,Georgia,28.18%
Ryan Taylor,New Jersey,36.02%
Ryan Taylor,New York,47.26%
Samuel Burke,Florida,23.07%
Samuel Burke,North Carolina,23.02%
Samuel Burke,Virginia,40.00%
Samuel Fields,Florida,25.72%
Samuel Fields,New Jersey,37.01%
Samuel Fields,New York,35.30%
Samuel Fields,Virginia,17.99%
Samuel Fowler,Connecticut,28.00%
Samuel Fowler,Florida,46.58%
Samuel Fowler,Maryland,46.05%
Samuel Fowler,Massachusetts,38.96%
Samuel Fowler,New York,35.01%
Samuel Fowler,North Carolina,28.00%
Samuel Fowler,South Carolina,40.30%
Samuel Fowler,Virginia,36.02%
Samuel Hamilton,Connecticut,46.01%
Samuel Hamilton,Florida,23.24%
Samuel Hamilton,New York,28.98%
Samuel Hamilton,North Carolina,28.18%
Samuel Hamilton,Virginia,37.01%
Samuel Jenkins,Connecticut,31.99%
Samuel Jenkins,Florida,46.05%
Samuel Jenkins,Georgia,32.03%
Samuel Jenkins,New York,46.05%
Samuel Jenkins,Rhode Island,49.00%
Samuel Kim,Connecticut,46.05%
Samuel Kim,Florida,17.99%
Samuel Kim,Georgia,37.01%
Samuel Kim,New Jersey,44.99%
Samuel Kim,New York,28.25%
Samuel Palmer,Florida,28.18%
Samuel Palmer,Georgia,40.00%
Samuel Palmer,New York,33.25%
Samuel Price,Florida,33.61%
Samuel Price,New Jersey,36.02%
Samuel Price,New York,41.99%
Samuel Stewart,Georgia,35.44%
Samuel Stewart,Massachusetts,28.96%
Samuel Stewart,New Jersey,49.00%
Scott Allen,Connecticut,47.15%
Scott Allen,Florida,34.79%
Scott Allen,Georgia,40.00%
Scott Allen,Maryland,22.02%
Scott Allen,New Jersey,36.02%
Scott Allen,New York,27.30%
Scott Gordon,New Jersey,31.99%
Scott Gordon,New York,29.23%
Scott Gordon,North Carolina,40.00%
Scott Mills,New York,39.10%
Scott Mills,South Carolina,49.00%
Scott Rice,Connecticut,38.96%
Scott Rice,Florida,35.01%
Scott Rice,Massachusetts,26.99%
Scott Rice,New York,28.98%
Scott Rice,Virginia,29.15%
Scott Roberts,Connecticut,46.05%
Scott Roberts,Florida,23.02%
Scott Roberts,New York,18.99%
Scott Roberts,North Carolina,36.04%
Scott Roberts,Rhode Island,18.02%
Sean Alexander,Connecticut,32.53%
Sean Alexander,Florida,44.99%
Sean Alexander,Georgia,28.96%
Sean Alexander,New Jersey,28.98%
Sean Alexander,New York,45.13%
Sean Alexander,North Carolina,29.30%
Sean Alexander,Virginia,33.37%
Sean Andrews,Connecticut,28.93%
Sean Andrews,Georgia,31.03%
Sean Andrews,New York,32.68%
Sean Andrews,North Carolina,23.64%
Sean Andrews,Rhode Island,37.80%
Sean Andrews,Virginia,28.00%
Sean Black,Connecticut,32.03%
Sean Black,Florida,35.39%
Sean Black,Georgia,40.00%
Sean Black,Massachusetts,28.00%
Sean Black,North Carolina,41.04%
Sean Black,Virginia,42.99%
Sean Kelly,Florida,31.97%
Sean Kelly,New York,36.04%
Sean Kelly,Virginia,27.02%
Sean Knight,New York,31.96%
Sean Knight,North Carolina,28.98%
Sean Morris,Florida,32.13%
Sean Morris,Massachusetts,37.01%
Sean Morris,New York,26.99%
Sean Morris,North Carolina,39.93%
Sean Morris,Virginia,36.28%
Sean Olson,Connecticut,36.04%
Sean Olson,Massachusetts,28.00%
Sean Olson,New Hampshire,31.03%
Sean Olson,New York,30.14%
Sean Olson,North Carolina,41.04%
Sean Price,New Jersey,28.98%
Sean Price,North Carolina,39.93%
Sean Snyder,Florida,31.85%
Sean Snyder,Virginia,49.00%
Sean Vasquez,Florida,28.96%
Sean Vasquez,Massachusetts,18.02%
Sean Woods,Florida,34.91%
Sean Woods,New Jersey,41.04%
Sean Woods,North Carolina,46.01%
Sean Woods,Rhode Island,31.03%
Sean Woods,South Carolina,46.01%
Shawn Bishop,Florida,36.16%
Shawn Cook,Florida,38.96%
Shawn Cook,Massachusetts,35.16%
Shawn Cook,North Carolina,35.01%
Shawn Day,Connecticut,31.99%
Shawn Day,Florida,27.80%
Shawn Day,Georgia,46.01%
Shawn Day,New Jersey,37.01%
Shawn Fields,Florida,28.96%
Shawn Fields,Georgia,31.99%
Shawn Fields,New Jersey,47.06%
Shawn Fields,North Carolina,44.99%
Shawn Fields,Virginia,28.96%
Shawn Henderson,Florida,37.01%
Shawn Henderson,Georgia,20.15%
Shawn Henderson,New York,31.99%
Shawn Long,Florida,33.60%
Shawn Long,New Jersey,17.99%
Shawn Long,Virginia,39.76%
Shawn Owens,Connecticut,28.00%
Shawn Owens,Georgia,39.93%
Shawn Owens,New York,32.97%
Shawn Owens,North Carolina,35.01%
Shawn Owens,Rhode Island,23.02%
Shawn Owens,Virginia,34.10%
Shawn Ramos,New York,23.02%
Shawn Ramos,Virginia,35.01%
Shawn Ray,Florida,40.00%
Shawn Ray,New York,38.96%
Shawn Ray,North Carolina,36.73%
Shawn Ray,Virginia,41.77%
Shawn Reynolds,Connecticut,31.58%
Shawn Reynolds,Florida,27.31%
Shawn Reynolds,Georgia,28.86%
Shawn Reynolds,New Jersey,44.99%
Shawn Reynolds,New York,31.90%
Shawn Scott,Florida,46.05%
Shawn Scott,New Jersey,38.96%
Shawn Scott,New York,23.02%
Shawn Scott,Virginia,31.99%
Shawn Snyder,Georgia,41.04%
Shawn Snyder,Massachusetts,41.04%
Shawn Snyder,New York,24.21%
Shawn Stephens,Connecticut,28.18%
Shawn Stephens,Massachusetts,31.97%
Shawn Stephens,North Carolina,29.49%
Shawn Stephens,Rhode Island,24.01%
Shawn Torres,Connecticut,44.21%
Shawn Torres,Florida,37.01%
Shawn Torres,Georgia,26.99%
Shawn Torres,Massachusetts,28.98%
Shawn Wallace,Connecticut,28.10%
Shawn Wallace,Massachusetts,23.02%
Shawn Wallace,New Jersey,47.06%
Shawn Wallace,Virginia,31.98%
Stephen Andrews,Florida,36.61%
Stephen Andrews,New York,44.39%
Stephen Cook,Connecticut,47.06%
Stephen Cook,Florida,25.79%
Stephen Cook,Massachusetts,37.01%
Stephen Cook,New York,19.84%
Stephen Cook,North Carolina,28.00%
Stephen Greene,Connecticut,36.27%
Stephen Greene,Florida,42.06%
Stephen Greene,Georgia,36.04%
Stephen Greene,New Jersey,47.06%
Stephen Greene,New York,22.02%
Stephen Greene,North Carolina,26.26%
Stephen Kelly,New York,44.99%
Stephen Kelly,Rhode Island,24.01%
Stephen Kelly,Virginia,47.01%
Stephen Larson,Connecticut,31.96%
Stephen Larson,New York,26.99%
Stephen Larson,North Carolina,49.00%
Stephen Larson,Virginia,22.02%
Stephen Payne,Florida,28.00%
Stephen Payne,Georgia,35.01%
Stephen Payne,Massachusetts,31.96%
Stephen Payne,New Jersey,40.00%
Stephen Payne,New York,35.18%
Stephen Reynolds,Florida,31.99%
Stephen Reynolds,Massachusetts,34.58%
Stephen Reynolds,New York,31.96%
Stephen Webb,Florida,31.14%
Stephen Webb,Massachusetts,32.23%
Stephen Webb,Virginia,36.03%
Steve Barnes,Connecticut,18.02%
Steve Barnes,North Carolina,36.04%
Steve Bennett,Connecticut,18.66%
Steve Bennett,Maryland,20.02%
Steve Bennett,Virginia,26.97%
Steve Diaz,Florida,35.01%
Steve Diaz,New York,31.03%
Steve Diaz,North Carolina,18.02%
Steve Diaz,Virginia,37.80%
Steve Hunt,Connecticut,40.00%
Steve Hunt,Florida,32.13%
Steve Hunt,New York,28.96%
Steve Hunt,North Carolina,28.96%
Steve Hunt,Virginia,18.02%
Steve Miller,Connecticut,29.98%
Steve Miller,Georgia,35.01%
Steve Miller,New Hampshire,35.01%
Steve Miller,New Jersey,17.99%
Steve Miller,New York,31.96%
Steve Miller,North Carolina,29.38%
Steve Sanchez,Florida,28.00%
Steve Sanchez,South Carolina,23.02%
Steve Stewart,Georgia,17.99%
Steve Stewart,New York,49.00%
Steve Tucker,Connecticut,28.96%
Steve Tucker,New Jersey,39.93%
Steve Tucker,New York,35.01%
Steve Tucker,South Carolina,35.01%
Steve Tucker,Virginia,30.91%
Steve Wells,Connecticut,46.05%
Steve Wells,Florida,26.86%
Steve Wells,Massachusetts,29.60%
Steve Wells,Virginia,38.96%
Steven Carr,Massachusetts,46.01%
Steven Carr,New Jersey,24.01%
Steven Carr,New York,36.03%
Steven Carr,North Carolina,32.71%
Steven Carr,South Carolina,46.05%
Steven Carr,Virginia,37.80%
Steven Hayes,Connecticut,26.97%
Steven Hayes,Florida,37.80%
Steven Hayes,Maryland,38.96%
Steven Hayes,New Jersey,32.03%
Steven Hayes,South Carolina,28.96%
Steven Hayes,Virginia,36.02%
Steven Howard,Florida,31.03%
Steven Howard,New York,42.47%
Steven Howard,Virginia,34.06%
Steven Martinez,Connecticut,32.03%
Steven Martinez,Florida,26.99%
Steven Martinez,Georgia,39.93%
Steven Martinez,Maryland,38.96%
Steven Martinez,New Jersey,37.01%
Steven Martinez,New York,37.33%
Steven Martinez,North Carolina,36.04%
Steven Martinez,South Carolina,23.02%
Steven Martinez,Virginia,28.96%
Steven Mccoy,Connecticut,17.99%
Steven Mccoy,New York,31.99%
Steven Nichols,Connecticut,42.87%
Steven Nichols,Florida,44.99%
Steven Nichols,New York,40.00%
Steven Owens,Connecticut,31.99%
Steven Owens,Florida,35.49%
Steven Owens,New York,31.38%
Steven Owens,Virginia,40.00%
Steven Walker,Florida,41.04%
Steven Walker,Georgia,22.02%
Steven Walker,Massachusetts,28.98%
Steven Walker,New York,28.98%
Steven Walker,North Carolina,29.80%
Steven Walker,Virginia,26.99%
Steven Young,Florida,31.97%
Steven Young,Massachusetts,25.20%
Steven Young,New Jersey,31.99%
Terry Harris,Connecticut,36.04%
Terry Harris,New Jersey,41.04%
Terry Harris,New York,36.46%
Terry Harris,North Carolina,46.05%
Terry Harris,Rhode Island,26.99%
Terry Harris,South Carolina,28.18%
Terry Harris,Virginia,28.96%
Terry Mills,Florida,28.18%
Terry Mills,Georgia,46.05%
Terry Mills,Massachusetts,37.01%
Terry Mills,New York,26.99%
Terry Mills,North Carolina,31.97%
Terry Mills,South Carolina,37.01%
Terry Mills,Virginia,28.00%
Terry Morris,New Hampshire,28.18%
Terry Morris,New York,41.75%
Terry Payne,Florida,37.01%
Terry Payne,Georgia,40.00%
Terry Payne,Maryland,46.05%
Terry Payne,New York,27.56%
Terry Payne,South Carolina,37.80%
Terry Payne,Virginia,23.02%
Terry Richards,Florida,41.04%
Terry Richards,Georgia,32.03%
Terry Richards,Massachusetts,49.00%
Terry Richards,New Jersey,41.04%
Terry Richards,New York,31.96%
Terry Robinson,Connecticut,49.00%
Terry Robinson,New Jersey,28.48%
Terry Robinson,North Carolina,28.10%
Terry Watson,Florida,49.00%
Terry Watson,Georgia,38.96%
Terry Watson,North Carolina,28.96%
Thomas Campbell,Connecticut,18.02%
Thomas Campbell,New York,39.93%
Thomas Campbell,North Carolina,34.08%
Thomas Chapman,Connecticut,32.03%
Thomas Chapman,Florida,42.53%
Thomas Chapman,New York,37.37%
Thomas Chapman,North Carolina,23.02%
Thomas Chapman,Virginia,41.04%
Thomas Daniels,Connecticut,31.03%
Thomas Daniels,Florida,39.93%
Thomas Daniels,Georgia,37.80%
Thomas Daniels,Massachusetts,40.62%
Thomas Daniels,New York,32.59%
Thomas Duncan,Connecticut,36.02%
Thomas Duncan,Florida,31.97%
Thomas Duncan,New York,37.01%
Thomas Duncan,North Carolina,38.96%
Thomas Duncan,South Carolina,46.05%
Thomas Gonzales,New York,31.20%
Thomas Gonzales,North Carolina,46.01%
Thomas Gray,Connecticut,31.99%
Thomas Gray,Florida,39.93%
Thomas Gray,New Jersey,31.03%
Thomas Gray,New York,34.08%
Thomas Gray,Virginia,31.99%
Thomas Hawkins,North Carolina,28.01%
Thomas Hawkins,Rhode Island,47.06%
Thomas Hawkins,Virginia,33.08%
Thomas Holmes,Connecticut,27.18%
Thomas Holmes,New York,34.16%
Thomas Holmes,South Carolina,28.18%
Thomas James,Connecticut,18.02%
Thomas James,Florida,31.97%
Thomas James,Georgia,28.18%
Thomas James,Massachusetts,28.98%
Thomas James,New York,31.99%
Thomas James,North Carolina,31.99%
Thomas Sims,Connecticut,36.04%
Thomas Sims,Florida,40.60%
Thomas Sims,North Carolina,32.03%
Thomas Sims,Rhode Island,28.98%
Thomas Sims,Virginia,18.02%
Timothy Bowman,Connecticut,28.00%
Timothy Bowman,Florida,26.97%
Timothy Bowman,Massachusetts,24.01%
Timothy Bowman,New York,47.06%
Timothy Hamilton,Connecticut,28.98%
Timothy Hamilton,Massachusetts,31.96%
Timothy Howard,Maryland,37.01%
Timothy Howard,New York,45.71%
Timothy Lawrence,Connecticut,39.97%
Timothy Lawrence,Florida,32.03%
Timothy Lawrence,Massachusetts,37.01%
Timothy Lawrence,New York,34.81%
Timothy Lawrence,Virginia,39.93%
Todd Davis,Florida,44.99%
Todd Davis,New Jersey,26.99%
Todd George,Connecticut,26.97%
Todd George,New York,23.02%
Todd George,North Carolina,38.34%
Todd George,Virginia,34.79%
Todd Lynch,Florida,47.06%
Todd Lynch,Georgia,31.03%
Todd Lynch,New York,27.65%
Todd Lynch,North Carolina,32.03%
Todd Price,Georgia,31.99%
Todd Price,New Jersey,36.10%
Todd Price,New York,22.02%
Todd Roberts,New Jersey,28.96%
Todd Roberts,New York,26.99%
Todd Roberts,North Carolina,35.01%
Todd Roberts,South Carolina,35.95%
Todd Roberts,Virginia,22.02%
Todd Watson,Florida,31.03%
Todd Watson,Georgia,31.97%
Todd Watson,Maryland,31.03%
Todd Watson,New York,39.82%
Todd Watson,Virginia,36.25%
Victor Chapman,Florida,47.06%
Victor Chapman,North Carolina,28.96%
Victor Dean,Connecticut,46.01%
Victor Dean,Florida,31.37%
Victor Dean,Massachusetts,40.00%
Victor Dean,New York,23.02%
Victor Dean,Virginia,41.04%
Victor Gray,Connecticut,28.67%
Victor Gray,Florida,22.02%
Victor Gray,North Carolina,35.01%
Victor Gray,Virginia,46.01%
Victor Gutierrez,Connecticut,28.98%
Victor Gutierrez,Florida,42.39%
Victor Gutierrez,Georgia,35.01%
Victor Gutierrez,Massachusetts,17.99%
Victor Gutierrez,New York,27.61%
Victor Hughes,Florida,28.96%
Victor Hughes,Georgia,26.99%
Victor Hughes,New York,26.97%
Victor Hughes,North Carolina,37.80%
Victor Lawson,Connecticut,28.18%
Victor Lawson,Florida,37.80%
Victor Lawson,New York,27.09%
Victor Lopez,Georgia,28.98%
Victor Lopez,Massachusetts,46.01%
Victor Lopez,New York,29.87%
Victor Lopez,South Carolina,44.99%
Victor Marshall,Connecticut,24.01%
Victor Marshall,Florida,31.03%
Victor Marshall,New York,31.96%
Victor Marshall,North Carolina,32.03%
Victor Martinez,Connecticut,28.24%
Victor Martinez,Florida,19.26%
Victor Martinez,Georgia,34.30%
Victor Martinez,North Carolina,46.05%
Victor Martinez,Rhode Island,22.02%
Victor Martinez,Virginia,31.97%
Victor Medina,Florida,34.87%
Victor Medina,New Jersey,39.93%
Victor Medina,North Carolina,22.76%
Victor Ramos,New Jersey,25.56%
Victor Rogers,Florida,42.57%
Victor Rogers,New York,24.01%
Victor Rogers,South Carolina,17.99%
Victor Scott,Florida,21.08%
Victor Scott,New Jersey,40.00%
Victor Scott,New York,28.00%
Victor Scott,North Carolina,28.98%
Victor Watkins,Florida,42.40%
Victor Watkins,South Carolina,28.96%
Walter Baker,Connecticut,35.01%
Walter Baker,Florida,47.66%
Walter Baker,Georgia,28.96%
Walter Baker,Massachusetts,46.05%
Walter Baker,New Jersey,39.93%
Walter Baker,North Carolina,28.18%
Walter Baker,Virginia,38.96%
Walter Duncan,Connecticut,31.03%
Walter Duncan,Georgia,41.04%
Walter Duncan,Rhode Island,49.00%
Walter Harris,Connecticut,19.14%
Walter Harris,North Carolina,32.03%
Walter Harris,Virginia,28.98%
Walter Russell,Connecticut,29.69%
Walter Russell,Florida,31.03%
Walter Russell,New York,38.30%
Walter Russell,North Carolina,39.93%
Walter Watson,Connecticut,28.18%
Walter Watson,Florida,33.25%
Walter Watson,New York,36.02%
Walter Watson,Virginia,40.00%
Walter Woods,Florida,41.04%
Walter Woods,New York,39.93%
Wayne Gardner,Florida,39.09%
Wayne Gardner,Georgia,28.96%
Wayne Gardner,Maryland,28.96%
Wayne Gardner,New Jersey,28.18%
Wayne Gardner,New York,31.96%
Wayne Gardner,North Carolina,46.01%
Wayne Gordon,Florida,36.25%
Wayne Gordon,Massachusetts,23.02%
Wayne Gordon,New Jersey,32.66%
Wayne Gordon,New York,17.99%
Wayne Gordon,Virginia,40.00%
Wayne Hunter,Connecticut,40.00%
Wayne Hunter,Massachusetts,36.02%
Wayne Hunter,New York,31.97%
Wayne Johnson,Connecticut,33.41%
Wayne Johnson,Florida,35.39%
Wayne Johnson,New Jersey,24.01%
Wayne Johnson,New York,23.38%
Wayne Johnson,North Carolina,32.03%
Wayne Johnson,Virginia,31.97%
Wayne Ortiz,Connecticut,24.01%
Wayne Ortiz,Georgia,28.18%
Wayne Ortiz,Maryland,40.00%
Wayne Ortiz,New Hampshire,28.96%
Wayne Ortiz,New York,31.96%
Wayne Owens,Florida,28.00%
Wayne Owens,North Carolina,38.96%
Wayne Rodriguez,Connecticut,46.01%
Wayne Rodriguez,Florida,31.97%
Wayne Rodriguez,New York,46.05%
Wayne Stewart,Florida,31.71%
Wayne Stewart,Georgia,31.97%
Wayne Stewart,Massachusetts,26.97%
Wayne Stewart,North Carolina,44.99%
Wayne Stone,Georgia,35.01%
Wayne Stone,New York,45.17%
Wayne Stone,North Carolina,38.96%
Wayne Williams,Florida,33.64%
Wayne Williams,Georgia,28.98%
Wayne Williams,New Jersey,46.05%
Wayne Williams,North Carolina,31.97%
William Andrews,Florida,36.00%
William Andrews,Georgia,24.01%
William Andrews,Massachusetts,26.99%
William Andrews,New York,35.23%
William Carpenter,Florida,28.18%
William Carpenter,North Carolina,44.99%
William Franklin,Florida,26.89%
William Franklin,Massachusetts,40.00%
William Franklin,New Jersey,36.04%
William Franklin,New York,35.32%
William Franklin,Virginia,46.01%
William Hawkins,Georgia,28.00%
William Hawkins,New York,46.05%
William Hawkins,North Carolina,28.96%
William James,Florida,41.26%
William James,Georgia,37.80%
William James,New York,47.06%
William James,North Carolina,44.99%
William Medina,Florida,33.60%
William Medina,Maryland,18.02%
William Medina,New Jersey,28.18%
William Medina,Virginia,24.01%
William Montgomery,Florida,37.01%
William Montgomery,Georgia,32.03%
William Montgomery,New York,28.00%
William Montgomery,North Carolina,17.99%
William Montgomery,Virginia,32.03%
William Schmidt,Connecticut,49.00%
William Schmidt,Florida,20.14%
William Schmidt,South Carolina,28.98%
Willie Daniels,Florida,30.60%
Willie Daniels,Massachusetts,22.43%
Willie Daniels,New York,36.02%
Willie Daniels,North Carolina,31.03%
Willie Daniels,South Carolina,37.01%
Willie Day,Connecticut,47.06%
Willie Day,New York,27.36%
Willie Harrison,New Jersey,44.99%
Willie Harrison,New York,33.68%
Willie Harrison,North Carolina,28.10%
Willie Hicks,Massachusetts,49.00%
Willie Hicks,New York,33.58%
Willie Hicks,North Carolina,31.97%
Willie Mason,Connecticut,39.93%
Willie Mason,Florida,32.03%
Willie Mason,Massachusetts,17.99%
Willie Mason,New York,31.96%
