first_name,last_name,gender,past_3_years_bike_related_purchases,DOB,Age,job_title,job_industry_category,wealth_segment,deceased_indicator,owns_car,tenure,address,postcode,state,country,property_valuation,Rank,Value,Age_Group,Full_name
"Nolly","Ivanchikov","Male",13,"10/02/1994",28,"Help Desk Operator","Manufacturing","High Net Worth","N","Yes",11,"6792 Kropf Hill",2049,"NSW","Australia",11,948,0.456875,"20-29","Nolly Ivanchikov"
"Lyndell","Jereatt","Female",14,"28/11/1994",27,"Payment Adjustment Coordinator","N/A","High Net Worth","N","No",13,"58770 Monterey Plaza",2122,"NSW","Australia",12,954,0.45,"20-29","Lyndell Jereatt"
"Tillie","Bisseker","Female",74,"10/08/1960",61,"Civil Engineer","Manufacturing","High Net Worth","N","No",14,"59208 Barnett Avenue",2104,"NSW","Australia",12,967,0.43562499999999987,"60-69","Tillie Bisseker"
"Irving","Babcock","Male",60,"17/01/1986",36,"Dental Hygienist","Health","High Net Worth","N","Yes",15,"36 Killdeer Crossing",2705,"NSW","Australia",1,967,0.43562499999999987,"30-39","Irving Babcock"
"Evered","Gludor","Male",3,"30/04/1951",70,"Electrical Engineer","Manufacturing","High Net Worth","N","Yes",15,"305 Sloan Junction",2168,"NSW","Australia",8,967,0.43562499999999987,"70-79","Evered Gludor"
"Kellen","Pawelski","Female",83,"26/07/1945",76,"N/A","Manufacturing","High Net Worth","N","Yes",11,"125 Manufacturers Parkway",2193,"NSW","Australia",8,988,0.3995,"70-79","Kellen Pawelski"
"Melinda","Hadlee","Female",34,"21/09/1965",56,"Financial Analyst","Financial Services","Affluent Customer","N","No",19,"115 Montana Place",2093,"NSW","Australia",9,4,1.703125,"50-59","Melinda Hadlee"
"Dukie","Swire","Male",88,"31/03/1954",68,"N/A","Manufacturing","Affluent Customer","N","Yes",5,"64 Granby Parkway",2500,"NSW","Australia",8,16,1.5625,"60-69","Dukie Swire"
"Odilia","Quick","Female",65,"09/11/1938",83,"General Manager","Manufacturing","Affluent Customer","N","Yes",11,"1550 Russell Way",2222,"NSW","Australia",11,19,1.53125,"80+","Odilia Quick"
"Tabbatha","Averill","Female",5,"17/12/1977",44,"Quality Control Specialist","N/A","Affluent Customer","N","Yes",13,"663 8th Parkway",2257,"NSW","Australia",8,23,1.5,"40-49","Tabbatha Averill"
"Antonin","Britt","Male",64,"28/08/1993",28,"N/A","Manufacturing","Affluent Customer","N","Yes",8,"011 Northland Trail",2160,"NSW","Australia",9,40,1.434375,"20-29","Antonin Britt"
"Corinna","Suggey","Female",52,"18/09/1966",55,"Design Engineer","N/A","Affluent Customer","N","No",9,"938 Ilene Road",2761,"NSW","Australia",8,44,1.42109375,"50-59","Corinna Suggey"
"Mabelle","Wellbelove","Female",76,"21/04/1958",64,"N/A","Financial Services","Affluent Customer","N","Yes",19,"800 Emmet Park",2219,"NSW","Australia",9,72,1.35,"60-69","Mabelle Wellbelove"
"Marysa","Rouchy","Female",8,"15/02/1999",23,"Assistant Media Planner","Entertainment","Affluent Customer","N","No",5,"411 Twin Pines Way",2026,"NSW","Australia",9,85,1.325,"20-29","Marysa Rouchy"
"Ludovico","Juster","Male",93,"19/04/1992",30,"Environmental Specialist","N/A","Affluent Customer","N","No",15,"1 Talisman Avenue",2125,"NSW","Australia",10,89,1.3125,"30-39","Ludovico Juster"
"Rollo","Louedey","Male",64,"09/07/1946",75,"Information Systems Manager","Telecommunications","Affluent Customer","N","Yes",17,"7 Cascade Park",2089,"NSW","Australia",9,114,1.275,"70-79","Rollo Louedey"
"Ashby","Bispham","Male",71,"29/10/1981",40,"Software Consultant","Retail","Affluent Customer","N","No",4,"83716 Russell Lane",2145,"NSW","Australia",8,120,1.2625,"40-49","Ashby Bispham"
"Bambi","Cogger","Female",51,"12/07/1990",31,"Design Engineer","Retail","Affluent Customer","N","Yes",5,"28970 Monument Lane",2560,"NSW","Australia",7,127,1.25,"30-39","Bambi Cogger"
"Aurie","Rhead","Female",78,"28/07/1962",59,"Geological Engineer","Manufacturing","Affluent Customer","N","Yes",5,"235 Mendota Court",2650,"NSW","Australia",2,127,1.25,"50-59","Aurie Rhead"
"Lacy","Drance","Female",27,"05/02/1978",44,"Graphic Designer","Manufacturing","Affluent Customer","N","Yes",14,"492 Waywood Lane",2750,"NSW","Australia",8,133,1.2375,"40-49","Lacy Drance"
"Isak","Bergstram","Male",14,"08/03/2001",21,"Pharmacist","Health","Affluent Customer","N","Yes",15,"68 Karstens Pass",2176,"NSW","Australia",9,142,1.23515625,"20-29","Isak Bergstram"
"Denys","Minshall","Female",30,"26/12/1961",60,"Environmental Tech","Manufacturing","Affluent Customer","N","Yes",14,"7 Myrtle Lane",2324,"NSW","Australia",8,152,1.221875,"60-69","Denys Minshall"
"Nichole","Leisman","Male",37,"07/08/1986",35,"Geologist III","Property","Affluent Customer","N","No",4,"35151 Bunker Hill Crossing",2068,"NSW","Australia",12,158,1.1875,"30-39","Nichole Leisman"
"Shawna","Hinrichsen","Female",60,"27/08/1969",52,"Assistant Professor","Manufacturing","Affluent Customer","N","Yes",9,"57343 Eagan Avenue",2326,"NSW","Australia",2,163,1.18203125,"50-59","Shawna Hinrichsen"
"Alvira","Coulman","Female",42,"05/06/1955",66,"Account Representative II","N/A","Affluent Customer","N","No",14,"823 Wayridge Trail",2205,"NSW","Australia",9,166,1.175,"60-69","Alvira Coulman"
"Maurizio","Comi","Male",74,"30/05/1996",25,"VP Product Management","IT","Affluent Customer","N","No",10,"25805 Eagan Place",2766,"NSW","Australia",9,190,1.15546875,"20-29","Maurizio Comi"
"Elbertina","Fendley","Female",32,"27/03/1992",30,"Physical Therapy Assistant","Property","Affluent Customer","N","No",8,"743 Debra Court",2117,"NSW","Australia",11,191,1.15,"30-39","Elbertina Fendley"
"Leonid","Dorricott","Male",44,"18/11/1993",28,"Environmental Tech","N/A","Affluent Customer","N","No",3,"02 Hoffman Road",2448,"NSW","Australia",3,195,1.1475,"20-29","Leonid Dorricott"
"Glyn","","Male",47,"13/02/1945",77,"General Manager","Manufacturing","Affluent Customer","N","Yes",21,"67 Bluejay Plaza",2300,"NSW","Australia",9,202,1.140625,"70-79","Glyn "
"Corrine","Baribal","Female",19,"12/10/1948",73,"Senior Sales Associate","N/A","Affluent Customer","N","Yes",12,"3 Mallory Circle",2170,"NSW","Australia",8,206,1.1375,"70-79","Corrine Baribal"
"Hunfredo","Hayball","Male",7,"15/04/1994",28,"N/A","IT","Affluent Customer","N","No",3,"60461 Esch Avenue",2227,"NSW","Australia",8,219,1.125,"20-29","Hunfredo Hayball"
"Rolland","Esmead","Male",41,"13/07/1940",81,"N/A","Health","Affluent Customer","N","No",8,"72008 7th Avenue",2200,"NSW","Australia",8,233,1.1,"80+","Rolland Esmead"
"Egon","Ortells","Male",35,"11/06/1976",45,"Structural Engineer","Manufacturing","Affluent Customer","N","No",13,"3 Sundown Hill",2168,"NSW","Australia",9,274,1.051875,"40-49","Egon Ortells"
"Giana","Staresmeare","Female",96,"20/04/1976",46,"Account Representative IV","Retail","Affluent Customer","N","Yes",9,"8737 Scoville Center",2770,"NSW","Australia",7,289,1.0375,"40-49","Giana Staresmeare"
"Emelen","Bidnall","Male",79,"05/08/1981",40,"Systems Administrator IV","Health","Affluent Customer","N","Yes",11,"11 Oak Terrace",2026,"NSW","Australia",12,302,1.03,"40-49","Emelen Bidnall"
"Linette","Boman","Female",56,"20/05/1949",72,"Account Executive","N/A","Affluent Customer","N","No",11,"7 Michigan Hill",2076,"NSW","Australia",11,304,1.025,"70-79","Linette Boman"
"Art","Carolan","Male",1,"09/11/1954",67,"Marketing Manager","N/A","Affluent Customer","N","Yes",11,"57903 Hanson Parkway",2570,"NSW","Australia",9,304,1.025,"60-69","Art Carolan"
"Clari","Voas","Female",74,"28/07/1955",66,"Human Resources Assistant II","Health","Affluent Customer","N","Yes",14,"4110 Mifflin Center",2127,"NSW","Australia",8,312,1.02,"60-69","Clari Voas"
"Zach","Hedman","Male",87,"11/09/1981",40,"Analyst Programmer","Financial Services","Affluent Customer","N","Yes",4,"62 Spaight Center",2566,"NSW","Australia",9,320,1.015625,"40-49","Zach Hedman"
"Hussein","Tapenden","Male",19,"19/10/1953",68,"Pharmacist","Health","Affluent Customer","N","Yes",12,"0197 Sachs Avenue",2747,"NSW","Australia",8,349,0.9875,"60-69","Hussein Tapenden"
"Kaylyn","Jakaway","Female",45,"30/07/1980",41,"Registered Nurse","Health","Affluent Customer","N","No",10,"67 Heath Circle",2290,"NSW","Australia",8,356,0.9828125,"40-49","Kaylyn Jakaway"
"Otis","","Male",59,"11/01/1971",51,"Electrical Engineer","Manufacturing","Affluent Customer","N","No",12,"04 Oakridge Plaza",2075,"NSW","Australia",11,358,0.98,"50-59","Otis "
"Almira","Mangion","Female",4,"24/01/1996",26,"VP Product Management","Financial Services","Affluent Customer","N","Yes",2,"179 Anzinger Center",2230,"NSW","Australia",12,382,0.95,"20-29","Almira Mangion"
"Alexa","Dillet","Female",65,"05/10/1944",77,"Product Engineer","Entertainment","Affluent Customer","N","No",17,"84650 Novick Point",2261,"NSW","Australia",7,382,0.95,"70-79","Alexa Dillet"
"Tamar","Windmill","Female",92,"28/08/1939",82,"Senior Editor","Manufacturing","Affluent Customer","N","No",10,"4669 Troy Place",2207,"NSW","Australia",10,386,0.945625,"80+","Tamar Windmill"
"Aloysius","Glowacz","Male",72,"24/03/1979",43,"Financial Advisor","Financial Services","Affluent Customer","N","No",18,"07 Susan Lane",2232,"NSW","Australia",10,396,0.9375,"40-49","Aloysius Glowacz"
"Dwayne","Doel","Male",80,"21/01/1978",44,"Cost Accountant","Financial Services","Affluent Customer","N","Yes",17,"5642 Debs Terrace",2223,"NSW","Australia",11,401,0.935,"40-49","Dwayne Doel"
"Mair","Erett","Female",15,"05/12/1957",64,"Speech Pathologist","N/A","Affluent Customer","N","No",18,"79 Armistice Parkway",2117,"NSW","Australia",7,409,0.925,"60-69","Mair Erett"
"Salomon","Perkins","Male",76,"12/01/1998",24,"Engineer IV","Financial Services","Affluent Customer","N","Yes",1,"45 Banding Hill",2009,"NSW","Australia",10,419,0.91640625,"20-29","Salomon Perkins"
"Opal","Cleare","Female",6,"26/09/1977",44,"Database Administrator II","Property","Affluent Customer","N","Yes",20,"247 Blue Bill Park Parkway",2066,"NSW","Australia",9,429,0.91,"40-49","Opal Cleare"
"Ottilie","Wanless","Female",51,"10/11/1940",81,"Environmental Specialist","N/A","Affluent Customer","N","No",8,"2 David Pass",2720,"NSW","Australia",4,430,0.9095,"80+","Ottilie Wanless"
"Matias","Melloi","Male",61,"03/02/1977",45,"Legal Assistant","Retail","Affluent Customer","N","No",11,"1507 Schlimgen Trail",2155,"NSW","Australia",10,444,0.9,"40-49","Matias Melloi"
"Gregorius","Leal","Male",7,"29/04/1951",70,"N/A","Retail","Affluent Customer","N","Yes",21,"66 Merry Court",2033,"NSW","Australia",12,455,0.8925,"70-79","Gregorius Leal"
"Sigismund","Sedger","Male",9,"29/11/1999",22,"Accountant II","Manufacturing","Affluent Customer","N","No",7,"8069 Sunbrook Way",2155,"NSW","Australia",10,473,0.884,"20-29","Sigismund Sedger"
"Irvine","Headon","Male",99,"21/04/1956",66,"Geologist III","IT","Affluent Customer","N","Yes",20,"9 Hovde Way",2322,"NSW","Australia",5,473,0.884,"60-69","Irvine Headon"
"Tomkin","Bernlin","Male",7,"29/12/2001",20,"Food Chemist","Health","Affluent Customer","N","Yes",9,"0492 Kings Street",2480,"NSW","Australia",3,475,0.88187499999999985,"20-29","Tomkin Bernlin"
"Tina","Dunstan","Female",13,"06/03/1939",83,"Account Representative IV","Retail","Affluent Customer","N","No",13,"98555 Victoria Hill",2171,"NSW","Australia",7,483,0.8765625,"80+","Tina Dunstan"
"Bevvy","Openshaw","Female",68,"15/06/1975",46,"Staff Scientist","N/A","Affluent Customer","N","Yes",10,"902 Westend Lane",2318,"NSW","Australia",3,486,0.875,"40-49","Bevvy Openshaw"
"Anthony","Lindstrom","Male",86,"01/11/1997",24,"Geologist IV","Financial Services","Affluent Customer","N","Yes",10,"427 Oak Avenue",2205,"NSW","Australia",10,495,0.86328125,"20-29","Anthony Lindstrom"
"Romonda","Hallt","Female",69,"09/05/1960",61,"Operator","N/A","Affluent Customer","N","No",15,"703 Ludington Plaza",2480,"NSW","Australia",4,498,0.86062500000000008,"60-69","Romonda Hallt"
"Cariotta","","Female",10,"19/08/1974",47,"Assistant Media Planner","Entertainment","Affluent Customer","N","Yes",17,"2336 Continental Point",2527,"NSW","Australia",7,502,0.85849999999999993,"40-49","Cariotta "
"Gaultiero","Fibbens","Male",41,"14/03/1980",42,"Help Desk Technician","N/A","Affluent Customer","N","No",9,"938 Bartillon Hill",2035,"NSW","Australia",11,507,0.85,"40-49","Gaultiero Fibbens"
"Maddalena","Angood","Female",79,"28/07/1999",22,"N/A","Manufacturing","Affluent Customer","N","No",12,"1 Bluejay Court",2320,"NSW","Australia",4,515,0.839375,"20-29","Maddalena Angood"
"Bailey","Bereford","Male",44,"30/09/1950",71,"Senior Sales Associate","Argiculture","Affluent Customer","N","Yes",11,"36 Golf Course Circle",2444,"NSW","Australia",6,524,0.83671875,"70-79","Bailey Bereford"
"Elvira","Darthe","Female",10,"08/04/1975",47,"Accounting Assistant I","Financial Services","Affluent Customer","N","No",16,"89 Green Ridge Point",2168,"NSW","Australia",9,536,0.82500000000000007,"40-49","Elvira Darthe"
"Nils","Champion","Male",69,"06/07/1984",37,"Programmer III","Retail","Affluent Customer","N","No",13,"261 Holy Cross Park",2750,"NSW","Australia",9,549,0.82,"30-39","Nils Champion"
"Gabey","Kennicott","Female",55,"14/05/1958",63,"Developer I","Financial Services","Affluent Customer","N","No",17,"8 Fordem Place",2322,"NSW","Australia",6,552,0.816,"60-69","Gabey Kennicott"
"Padriac","Collacombe","Male",67,"07/04/1967",55,"Software Consultant","Health","Affluent Customer","N","No",13,"76 Mendota Park",2090,"NSW","Australia",10,563,0.8075,"50-59","Padriac Collacombe"
"Olive","Mozzi","Female",87,"06/07/1955",66,"Account Representative IV","Retail","Affluent Customer","N","Yes",20,"26667 Rigney Place",2567,"NSW","Australia",9,563,0.8075,"60-69","Olive Mozzi"
"Judie","Pirkis","Female",2,"18/07/1995",26,"Recruiter","N/A","Affluent Customer","N","Yes",4,"6 Loftsgordon Pass",2111,"NSW","Australia",11,583,0.7875,"20-29","Judie Pirkis"
"Chaim","Kingdon","Male",63,"21/01/1996",26,"Compensation Analyst","Financial Services","Affluent Customer","N","Yes",15,"42590 Bellgrove Court",2097,"NSW","Australia",9,599,0.775,"20-29","Chaim Kingdon"
"Anson","Dearnaly","Male",68,"29/06/1997",24,"Data Coordiator","Health","Affluent Customer","N","Yes",11,"6060 Veith Crossing",2103,"NSW","Australia",11,602,0.7735,"20-29","Anson Dearnaly"
"Annabell","Downer","Female",33,"25/11/1955",66,"Budget/Accounting Analyst II","N/A","Affluent Customer","N","No",20,"8738 Lukken Terrace",2763,"NSW","Australia",9,606,0.7649999999999999,"60-69","Annabell Downer"
"Nev","Prosh","Male",29,"08/05/1950",71,"Environmental Tech","Health","Affluent Customer","N","Yes",17,"6115 Forest Crossing",2148,"NSW","Australia",8,612,0.75703124999999993,"70-79","Nev Prosh"
"Mariette","","Female",47,"05/07/1956",65,"Programmer II","Property","Affluent Customer","N","Yes",17,"770 Farmco Point",2049,"NSW","Australia",11,617,0.75437499999999991,"60-69","Mariette "
"Wheeler","Godsil","Male",51,"20/09/1993",28,"Geologist IV","Manufacturing","Affluent Customer","N","Yes",6,"7 Spaight Drive",2147,"NSW","Australia",9,626,0.74375,"20-29","Wheeler Godsil"
"Augie","Swallwell","Male",42,"22/08/1939",82,"N/A","Property","Affluent Customer","N","Yes",13,"7 Golden Leaf Avenue",2400,"NSW","Australia",2,626,0.74375,"80+","Augie Swallwell"
"Kata","Harrop","Female",70,"04/05/1950",71,"N/A","Retail","Affluent Customer","N","Yes",13,"2 Ridgeway Avenue",2196,"NSW","Australia",10,637,0.73749999999999993,"70-79","Kata Harrop"
"Wolf","Craft","Male",93,"19/07/1995",26,"Database Administrator III","Retail","Affluent Customer","N","Yes",5,"7513 Swallow Drive",2148,"NSW","Australia",9,646,0.73,"20-29","Wolf Craft"
"Margette","Gibard","Female",34,"06/07/1942",79,"N/A","Manufacturing","Affluent Customer","N","Yes",9,"37068 Montana Street",2011,"NSW","Australia",7,658,0.71249999999999991,"70-79","Margette Gibard"
"Giselbert","Pickring","Male",94,"28/07/1959",62,"Tax Accountant","Manufacturing","Affluent Customer","N","Yes",20,"653 2nd Park",2766,"NSW","Australia",8,662,0.711875,"60-69","Giselbert Pickring"
"Myrtie","Ostrich","Female",70,"18/06/1996",25,"VP Quality Control","Property","Affluent Customer","N","Yes",9,"320 Acker Drive",2251,"NSW","Australia",7,676,0.70125,"20-29","Myrtie Ostrich"
"Harvey","Dwelley","Male",70,"30/08/1973",48,"Help Desk Technician","Financial Services","Affluent Customer","N","No",18,"59846 2nd Pass",2077,"NSW","Australia",9,691,0.69062499999999993,"40-49","Harvey Dwelley"
"Marc","Keunemann","Male",57,"04/09/1972",49,"Dental Hygienist","Health","Affluent Customer","N","Yes",14,"283 Golf View Lane",2747,"NSW","Australia",8,708,0.68,"40-49","Marc Keunemann"
"Bartram","Caltun","Male",28,"15/09/1956",65,"Internal Auditor","Health","Affluent Customer","N","Yes",12,"174 Farwell Point",2121,"NSW","Australia",11,725,0.66937499999999994,"60-69","Bartram Caltun"
"Halette","Borsi","Female",60,"10/12/1961",60,"Research Nurse","Health","Affluent Customer","N","Yes",16,"356 Pennsylvania Point",2128,"NSW","Australia",9,725,0.66937499999999994,"60-69","Halette Borsi"
"Damian","Renard","Male",43,"19/07/1976",45,"Software Consultant","Retail","Affluent Customer","N","No",8,"28 Prentice Trail",2155,"NSW","Australia",10,744,0.65625,"40-49","Damian Renard"
"Phyllis","Wibberley","Female",7,"10/01/1971",51,"Web Designer IV","Retail","Affluent Customer","N","No",11,"03 Bellgrove Avenue",2066,"NSW","Australia",12,750,0.65,"50-59","Phyllis Wibberley"
"Simmonds","Bapty","Male",52,"04/01/2002",20,"Junior Executive","Financial Services","Affluent Customer","N","No",8,"47 Susan Park",2025,"NSW","Australia",12,760,0.6375,"20-29","Simmonds Bapty"
"Geoff","Gwillym","Male",89,"22/02/1999",23,"Clinical Specialist","Health","Affluent Customer","N","No",8,"1 Eliot Plaza",2323,"NSW","Australia",4,760,0.6375,"20-29","Geoff Gwillym"
"Simonette","","Female",4,"06/04/1990",32,"VP Product Management","Manufacturing","Affluent Customer","N","Yes",6,"66 Hoffman Court",2232,"NSW","Australia",8,760,0.6375,"30-39","Simonette "
"Janaye","Eade","Female",23,"13/12/1984",37,"Chief Design Engineer","Health","Affluent Customer","N","No",4,"2782 Northridge Street",2420,"NSW","Australia",3,760,0.6375,"30-39","Janaye Eade"
"Kellina","Haygreen","Female",38,"19/01/1966",56,"Librarian","Entertainment","Affluent Customer","N","No",18,"5731 Bunker Hill Lane",2046,"NSW","Australia",10,778,0.625,"50-59","Kellina Haygreen"
"Winn","Wells","Male",66,"12/04/1994",28,"Analyst Programmer","Manufacturing","Affluent Customer","N","No",9,"544 Pawling Road",2230,"NSW","Australia",10,785,0.62,"20-29","Winn Wells"
"Eachelle","Noirel","Female",93,"26/01/1974",48,"Registered Nurse","Health","Affluent Customer","N","Yes",11,"80 Schiller Center",2292,"NSW","Australia",6,791,0.612,"40-49","Eachelle Noirel"
"Carroll","Schlagman","Female",61,"25/08/1951",70,"Clinical Specialist","Health","Affluent Customer","N","No",13,"15 Fisk Road",2099,"NSW","Australia",9,795,0.60349999999999993,"70-79","Carroll Schlagman"
"Cherye","Stanfield","Female",0,"05/07/1981",40,"Environmental Tech","Manufacturing","Affluent Customer","N","No",13,"56766 Mariners Cove Place",2256,"NSW","Australia",9,797,0.6,"40-49","Cherye Stanfield"
"Ansell","Tolhurst","Male",77,"11/08/1949",72,"Chemical Engineer","Manufacturing","Affluent Customer","N","No",22,"13 Montana Place",2232,"NSW","Australia",10,797,0.6,"70-79","Ansell Tolhurst"
"Meade","McReedy","Female",94,"23/11/1968",53,"Safety Technician IV","Financial Services","Affluent Customer","N","Yes",9,"04153 Johnson Point",2193,"NSW","Australia",10,810,0.58749999999999991,"50-59","Meade McReedy"
"Adria","Van den Velde","Female",39,"10/07/1978",43,"Nuclear Power Engineer","Manufacturing","Affluent Customer","N","Yes",9,"6030 Becker Plaza",2261,"NSW","Australia",7,810,0.58749999999999991,"40-49","Adria Van den Velde"
"Rand","Winchcum","Male",34,"10/04/2000",22,"Software Consultant","N/A","Affluent Customer","N","No",3,"4594 Jackson Hill",2146,"NSW","Australia",7,810,0.58749999999999991,"20-29","Rand Winchcum"
"Nichols","Devinn","Male",47,"29/09/1979",42,"Recruiter","N/A","Affluent Customer","N","No",11,"5280 Waxwing Point",2071,"NSW","Australia",12,842,0.57,"40-49","Nichols Devinn"
"Piper","Issacov","Female",67,"08/11/1939",82,"Human Resources Assistant III","Health","Affluent Customer","N","Yes",22,"52201 Tony Avenue",2088,"NSW","Australia",9,856,0.56,"80+","Piper Issacov"
"Markus","Pendrey","Male",88,"01/08/1959",62,"Clinical Specialist","Health","Affluent Customer","N","Yes",12,"2382 Anthes Crossing",2153,"NSW","Australia",10,859,0.55781249999999993,"60-69","Markus Pendrey"
"Reinald","Bembrigg","Male",54,"21/08/1953",68,"Senior Financial Analyst","Financial Services","Affluent Customer","N","No",10,"858 Portage Hill",2770,"NSW","Australia",7,862,0.5525,"60-69","Reinald Bembrigg"
"Kissie","Line","Female",2,"20/05/2000",21,"Environmental Tech","Manufacturing","Affluent Customer","N","Yes",7,"629 Grasskamp Junction",2200,"NSW","Australia",9,862,0.5525,"20-29","Kissie Line"
"Muffin","Bhar","Male",44,"07/04/1966",56,"N/A","N/A","Affluent Customer","N","No",19,"15 Weeping Birch Crossing",2448,"NSW","Australia",4,879,0.5375,"50-59","Muffin Bhar"
"Zachariah","Meininking","Male",40,"09/06/1938",83,"Cost Accountant","Financial Services","Affluent Customer","N","Yes",20,"24815 Lindbergh Avenue",2749,"NSW","Australia",7,883,0.53125,"80+","Zachariah Meininking"
"Adriena","Giffin","Female",27,"17/03/1957",65,"Analog Circuit Design manager","Argiculture","Affluent Customer","N","Yes",5,"1 Manitowish Court",2259,"NSW","Australia",9,888,0.525,"60-69","Adriena Giffin"
"Carr","Hopkynson","Male",64,"18/10/1971",50,"N/A","Manufacturing","Affluent Customer","N","No",16,"5990 Fairfield Pass",2318,"NSW","Australia",6,888,0.525,"50-59","Carr Hopkynson"
"Hedwig","Jayme","Female",38,"21/08/1952",69,"Accountant IV","Property","Affluent Customer","N","No",11,"6293 Hooker Point",2099,"NSW","Australia",10,899,0.51,"60-69","Hedwig Jayme"
"Denny","Spleving","Female",84,"13/05/1973",48,"Business Systems Development Analyst","Manufacturing","Affluent Customer","N","Yes",5,"85420 Myrtle Road",2114,"NSW","Australia",8,904,0.5,"40-49","Denny Spleving"
"Shaw","MacEvilly","Male",10,"06/05/2000",21,"Software Test Engineer III","Health","Affluent Customer","N","No",16,"34020 Sheridan Park",2768,"NSW","Australia",9,904,0.5,"20-29","Shaw MacEvilly"
"Kizzee","Agget","Female",98,"25/07/1976",45,"Statistician II","Manufacturing","Affluent Customer","N","No",8,"122 Marcy Park",2213,"NSW","Australia",10,930,0.478125,"40-49","Kizzee Agget"
"Cicily","Hast","Female",63,"26/04/1971",50,"Food Chemist","Health","Affluent Customer","N","Yes",8,"955 Burning Wood Way",2478,"NSW","Australia",3,939,0.4675,"50-59","Cicily Hast"
"Don","Spratling","Male",82,"05/01/1969",53,"Associate Professor","Property","Affluent Customer","N","Yes",7,"078 Erie Point",2760,"NSW","Australia",10,963,0.44,"50-59","Don Spratling"
"Inglis","Pickaver","Male",33,"25/06/1994",27,"Product Engineer","Telecommunications","Affluent Customer","N","No",1,"14067 Armistice Plaza",2770,"NSW","Australia",8,963,0.44,"20-29","Inglis Pickaver"
"Mavra","Finan","Female",30,"23/08/1967",54,"Nurse","Property","Affluent Customer","N","Yes",4,"88 Shopko Way",2034,"NSW","Australia",9,967,0.43562499999999987,"50-59","Mavra Finan"
"Ferdinand","Romanetti","Male",60,"07/10/1959",62,"Paralegal","Financial Services","Affluent Customer","N","No",9,"2 Sloan Way",2200,"NSW","Australia",7,996,0.374,"60-69","Ferdinand Romanetti"
"Ardelis","Forrester","Female",10,"28/08/1974",47,"Senior Cost Accountant","Financial Services","Affluent Customer","N","No",10,"5 Colorado Crossing",3505,"VIC","Australia",5,1,1.71875,"40-49","Ardelis Forrester"
"Maisie","Maddox","Female",27,"09/05/1977",44,"Assistant Manager","Financial Services","Affluent Customer","N","No",20,"8 Dennis Point",3226,"VIC","Australia",9,32,1.453125,"40-49","Maisie Maddox"
"Heinrick","Shilstone","Male",60,"11/02/1978",44,"N/A","Manufacturing","Affluent Customer","N","No",10,"998 Gale Park",3174,"VIC","Australia",8,50,1.40625,"40-49","Heinrick Shilstone"
"Glennis","Flintoff","Female",36,"22/10/1956",65,"Speech Pathologist","Health","Affluent Customer","N","Yes",13,"1601 Rutledge Lane",3030,"VIC","Australia",7,78,1.3375,"60-69","Glennis Flintoff"
"Flossy","Concannon","Female",64,"20/10/1980",41,"Staff Accountant IV","Financial Services","Affluent Customer","N","No",8,"802 Mallory Park",3919,"VIC","Australia",2,104,1.2875,"40-49","Flossy Concannon"
"Rebeca","Aggas","Female",66,"27/02/1953",69,"Social Worker","Health","Affluent Customer","N","No",21,"7026 Katie Lane",3818,"VIC","Australia",1,127,1.25,"60-69","Rebeca Aggas"
"My","Chaston","Male",92,"16/07/1966",55,"Desktop Support Technician","Manufacturing","Affluent Customer","N","Yes",16,"74613 Northport Park",3765,"VIC","Australia",9,133,1.2375,"50-59","My Chaston"
"Regine","Bownes","Female",99,"01/07/1952",69,"Senior Developer","Retail","Affluent Customer","N","No",15,"255 Loeprich Lane",3752,"VIC","Australia",9,166,1.175,"60-69","Regine Bownes"
"Abner","Fraschetti","Male",33,"23/01/1986",36,"Staff Scientist","Argiculture","Affluent Customer","N","No",13,"67 Northport Avenue",3805,"VIC","Australia",7,166,1.175,"30-39","Abner Fraschetti"
"Paten","Cayet","Male",56,"19/02/1995",27,"Assistant Manager","Manufacturing","Affluent Customer","N","Yes",16,"1398 Burning Wood Way",3850,"VIC","Australia",1,174,1.16875,"20-29","Paten Cayet"
"Vincent","Jopke","Male",6,"10/03/1972",50,"Analog Circuit Design manager","Property","Affluent Customer","N","No",16,"45788 Stang Plaza",3687,"VIC","Australia",3,195,1.1475,"50-59","Vincent Jopke"
"Roman","Eastwood","Male",57,"21/09/1969",52,"Associate Professor","Manufacturing","Affluent Customer","N","Yes",16,"8957 Anhalt Alley",3004,"VIC","Australia",4,241,1.0875,"50-59","Roman Eastwood"
"Katharine","Redbourn","Female",8,"11/09/1967",54,"Recruiter","Manufacturing","Affluent Customer","N","Yes",4,"178 Waxwing Trail",3134,"VIC","Australia",10,244,1.08375,"50-59","Katharine Redbourn"
"Raff","Waycott","Male",70,"16/12/1951",70,"Engineer IV","Manufacturing","Affluent Customer","N","Yes",14,"94694 Eagle Crest Terrace",3977,"VIC","Australia",7,259,1.0625,"70-79","Raff Waycott"
"Dahlia","Shovlar","Female",90,"07/03/1966",56,"Environmental Specialist","N/A","Affluent Customer","N","Yes",7,"655 Glendale Trail",3976,"VIC","Australia",3,274,1.051875,"50-59","Dahlia Shovlar"
"Dominick","Asher","Male",50,"06/10/1962",59,"Research Associate","Health","Affluent Customer","N","Yes",5,"7307 Lake View Crossing",3804,"VIC","Australia",9,278,1.05,"50-59","Dominick Asher"
