Customer_ID,First_name,Last_name,Gender,Past_3_Years_Bike_Related_Purchases,DOB,Age,Job_title,Job_industry_category,Wealth_segment,Deceased_indicator,Owns_car,Tenure,Age_Group,Full_name
2154,"Bird","Bolf","Female",86,"08/01/1980",42,"Chemical Engineer","Manufacturing","High Net Worth","N","No",6,"40-49","Bird Bolf"
2228,"Rosita","Soppeth","Female",12,"09/03/1956",66,"Geological Engineer","Manufacturing","High Net Worth","N","No",9,"60-69","Rosita Soppeth"
2286,"Katuscha","Sapsed","Female",20,"02/06/1995",26,"Staff Scientist","Manufacturing","High Net Worth","N","No",5,"20-29","Katuscha Sapsed"
2371,"Rory","Lokier","Female",22,"18/11/1966",55,"Staff Scientist","Manufacturing","High Net Worth","N","Yes",8,"50-59","Rory Lokier"
2373,"Cordy","Readshall","Female",51,"22/05/1982",39,"Structural Engineer","Manufacturing","High Net Worth","N","Yes",16,"30-39","Cordy Readshall"
2399,"Devonne","McPolin","Female",20,"11/06/1980",41,"Software Consultant","Manufacturing","High Net Worth","N","Yes",14,"40-49","Devonne McPolin"
2458,"Leilah","Liddel","Female",73,"20/04/1964",58,"Media Manager II","Manufacturing","High Net Worth","N","Yes",5,"50-59","Leilah Liddel"
2459,"Jeanna","Naulls","Female",67,"10/01/1986",36,"Quality Engineer","Manufacturing","High Net Worth","N","No",18,"30-39","Jeanna Naulls"
2480,"Adey","Shevlin","Female",3,"26/12/1971",50,"Nuclear Power Engineer","Manufacturing","High Net Worth","N","Yes",16,"50-59","Adey Shevlin"
2494,"Donella","Emm","Female",98,"08/08/1974",47,"Senior Sales Associate","Manufacturing","High Net Worth","N","No",16,"40-49","Donella Emm"
2521,"Kellia","Martugin","Female",35,"29/08/1999",22,"Chemical Engineer","Manufacturing","High Net Worth","N","Yes",3,"20-29","Kellia Martugin"
2546,"Marinna","Hancke","Female",45,"10/04/1980",42,"Assistant Professor","Manufacturing","High Net Worth","N","No",11,"40-49","Marinna Hancke"
2597,"Carita","Kemwall","Female",58,"25/10/1980",41,"Civil Engineer","Manufacturing","High Net Worth","N","Yes",11,"40-49","Carita Kemwall"
2606,"Addi","Seager","Female",56,"19/08/1978",43,"Electrical Engineer","Manufacturing","High Net Worth","N","No",12,"40-49","Addi Seager"
2636,"Carly","Struys","Female",35,"05/01/1974",48,"Nuclear Power Engineer","Manufacturing","High Net Worth","N","Yes",14,"40-49","Carly Struys"
2682,"Annamarie","Bouzan","Female",54,"01/11/1987",34,"Accountant III","Manufacturing","High Net Worth","N","Yes",20,"30-39","Annamarie Bouzan"
2712,"Carissa","Hassent","Female",0,"26/06/1987",34,"Tax Accountant","Manufacturing","High Net Worth","N","Yes",11,"30-39","Carissa Hassent"
2829,"Juditha","Cufley","Female",2,"11/06/1979",42,"Electrical Engineer","Manufacturing","High Net Worth","N","No",11,"40-49","Juditha Cufley"
2865,"Lila","Eyeington","Female",11,"14/12/1997",24,"Electrical Engineer","Manufacturing","High Net Worth","N","No",3,"20-29","Lila Eyeington"
2891,"Renae","Ughetti","Female",5,"22/02/1987",35,"Nuclear Power Engineer","Manufacturing","High Net Worth","N","Yes",12,"30-39","Renae Ughetti"
2899,"Leora","Sanderson","Female",13,"21/03/1990",32,"Nuclear Power Engineer","Manufacturing","High Net Worth","N","No",4,"30-39","Leora Sanderson"
2904,"Freddi","Arrington","Female",26,"30/06/1977",44,"Software Test Engineer III","Manufacturing","High Net Worth","N","Yes",11,"40-49","Freddi Arrington"
2952,"Cristy","McQuirter","Female",28,"25/04/1975",47,"Senior Developer","Manufacturing","High Net Worth","N","Yes",16,"40-49","Cristy McQuirter"
2971,"Esther","Caught","Female",5,"16/01/1968",54,"Marketing Assistant","Manufacturing","High Net Worth","N","Yes",8,"50-59","Esther Caught"
2998,"Quintana","Housley","Female",34,"19/12/2000",21,"Nurse Practicioner","Manufacturing","High Net Worth","N","Yes",2,"20-29","Quintana Housley"
3028,"Leandra","Schubert","Female",67,"07/07/1956",65,"General Manager","Manufacturing","High Net Worth","N","No",20,"60-69","Leandra Schubert"
3128,"Betteanne","Alldread","Female",96,"26/06/1965",56,"Geological Engineer","Manufacturing","High Net Worth","N","Yes",16,"50-59","Betteanne Alldread"
3140,"Britt","Muddimer","Female",2,"11/06/1985",36,"Legal Assistant","Manufacturing","High Net Worth","N","No",16,"30-39","Britt Muddimer"
3320,"Anabella","Mealham","Female",16,"02/06/1994",27,"Nuclear Power Engineer","Manufacturing","High Net Worth","N","No",6,"20-29","Anabella Mealham"
3441,"Janelle","Ebbage","Female",44,"16/10/1988",33,"Legal Assistant","Manufacturing","High Net Worth","N","Yes",20,"30-39","Janelle Ebbage"
3465,"Hadria","Pizer","Female",71,"01/02/1978",44,"Chemical Engineer","Manufacturing","High Net Worth","N","Yes",7,"40-49","Hadria Pizer"
3535,"Bren","Dabbes","Female",8,"15/09/1994",27,"Technical Writer","Manufacturing","High Net Worth","N","No",6,"20-29","Bren Dabbes"
3556,"Larina","Gheeorghie","Female",38,"05/07/1997",24,"Senior Developer","Manufacturing","High Net Worth","N","No",3,"20-29","Larina Gheeorghie"
3625,"Cammie","Rubinfeld","Female",24,"30/11/1953",68,"VP Marketing","Manufacturing","High Net Worth","N","Yes",18,"60-69","Cammie Rubinfeld"
3787,"Mariejeanne","Kelling","Female",1,"06/10/1965",56,"Systems Administrator III","Manufacturing","High Net Worth","N","No",6,"50-59","Mariejeanne Kelling"
3839,"Wallie","Christauffour","Female",78,"25/04/1992",30,"Account Executive","Manufacturing","High Net Worth","N","Yes",2,"30-39","Wallie Christauffour"
3884,"Sibley","Thirlwall","Female",69,"06/02/1986",36,"Web Designer II","Manufacturing","High Net Worth","N","Yes",18,"30-39","Sibley Thirlwall"
3897,"Vanni","McAloren","Female",36,"24/06/1967",54,"Junior Executive","Manufacturing","High Net Worth","N","Yes",5,"50-59","Vanni McAloren"
3921,"Gaby","Lozano","Female",93,"09/03/1976",46,"Mechanical Systems Engineer","Manufacturing","High Net Worth","N","No",10,"40-49","Gaby Lozano"
3964,"Aubrey","Souten","Female",28,"21/07/1956",65,"Sales Associate","Manufacturing","High Net Worth","N","No",5,"60-69","Aubrey Souten"
3973,"Carolan","Jorez","Female",24,"13/07/1963",58,"Editor","Manufacturing","High Net Worth","N","No",17,"50-59","Carolan Jorez"
3997,"Blanch","Nisuis","Female",87,"13/07/2001",20,"Statistician II","Manufacturing","High Net Worth","N","Yes",1,"20-29","Blanch Nisuis"
59,"Niki","Heathcote","Male",60,"08/02/2000",22,"Physical Therapy Assistant","N/A","High Net Worth","N","No",3,"20-29","Niki Heathcote"
118,"Prentice","Pearmain","Male",43,"12/11/1959",62,"Budget/Accounting Analyst IV","N/A","High Net Worth","N","No",19,"60-69","Prentice Pearmain"
119,"Willey","Chastanet","Male",9,"04/12/1981",40,"Associate Professor","N/A","High Net Worth","N","Yes",9,"40-49","Willey Chastanet"
277,"Jehanna","Alvarado","Female",69,"19/02/1956",66,"VP Product Management","N/A","High Net Worth","N","No",15,"60-69","Jehanna Alvarado"
294,"Magnum","Slowan","Male",39,"01/04/1959",63,"Recruiting Manager","N/A","High Net Worth","N","No",5,"60-69","Magnum Slowan"
407,"Chryste","Acum","Female",82,"12/01/1979",43,"Structural Analysis Engineer","N/A","High Net Worth","N","Yes",15,"40-49","Chryste Acum"
413,"Simone","Denys","Male",79,"22/12/1957",64,"VP Quality Control","N/A","High Net Worth","N","Yes",19,"60-69","Simone Denys"
501,"Henrieta","MacClancey","Female",94,"10/06/1977",44,"Environmental Specialist","N/A","High Net Worth","N","No",19,"40-49","Henrieta MacClancey"
578,"Charyl","Haimes","Female",72,"24/01/1995",27,"Web Developer I","N/A","High Net Worth","N","Yes",3,"20-29","Charyl Haimes"
602,"Lebbie","Bruck","Female",0,"28/03/1992",30,"Office Assistant II","N/A","High Net Worth","N","Yes",9,"30-39","Lebbie Bruck"
621,"Constantin","Giacobbo","Male",78,"29/11/1964",57,"Systems Administrator III","N/A","High Net Worth","N","No",14,"50-59","Constantin Giacobbo"
633,"Alair","Hopkins","Male",51,"12/03/1986",36,"Nurse","N/A","High Net Worth","N","Yes",11,"30-39","Alair Hopkins"
645,"Randolf","Durant","Male",50,"01/04/1971",51,"Analyst Programmer","N/A","High Net Worth","N","No",11,"50-59","Randolf Durant"
676,"Curtis","","Male",51,"19/05/1968",53,"Senior Editor","N/A","High Net Worth","N","Yes",14,"50-59","Curtis "
736,"Sansone","Eastcourt","Male",41,"24/05/1974",47,"Help Desk Operator","N/A","High Net Worth","N","No",8,"40-49","Sansone Eastcourt"
792,"Mitch","Rains","Male",10,"19/11/1975",46,"Structural Engineer","N/A","High Net Worth","N","Yes",4,"40-49","Mitch Rains"
804,"Henrietta","Seater","Female",98,"17/06/1999",22,"Technical Writer","N/A","High Net Worth","N","Yes",1,"20-29","Henrietta Seater"
833,"Wadsworth","Hubane","Male",9,"03/10/1995",26,"Safety Technician II","N/A","High Net Worth","N","Yes",4,"20-29","Wadsworth Hubane"
857,"Theo","","Female",15,"14/08/1964",57,"General Manager","N/A","High Net Worth","N","No",4,"50-59","Theo "
880,"Neely","Lundon","Female",11,"31/12/1963",58,"Internal Auditor","N/A","High Net Worth","N","Yes",10,"50-59","Neely Lundon"
881,"Carmella","O' Lone","Female",82,"07/05/1980",41,"Information Systems Manager","N/A","High Net Worth","N","No",15,"40-49","Carmella O' Lone"
904,"Kariotta","Ludman","Female",51,"06/05/1974",47,"Database Administrator II","N/A","High Net Worth","N","Yes",11,"40-49","Kariotta Ludman"
909,"Suzette","Surgison","Female",77,"04/01/1960",62,"Operator","N/A","High Net Worth","N","Yes",8,"60-69","Suzette Surgison"
928,"Porty","Clemmitt","Male",61,"14/05/1973",48,"Associate Professor","N/A","High Net Worth","N","Yes",18,"40-49","Porty Clemmitt"
945,"Hebert","Bernocchi","Male",59,"26/08/1998",23,"Human Resources Manager","N/A","High Net Worth","N","Yes",1,"20-29","Hebert Bernocchi"
962,"Granger","Tuftin","Male",49,"07/09/1977",44,"VP Product Management","N/A","High Net Worth","N","Yes",17,"40-49","Granger Tuftin"
963,"Valery","Haresign","Female",56,"28/07/1968",53,"Budget/Accounting Analyst I","N/A","High Net Worth","N","Yes",16,"50-59","Valery Haresign"
977,"Olga","Dyke","Female",65,"30/11/1959",62,"Staff Accountant III","N/A","High Net Worth","N","Yes",13,"60-69","Olga Dyke"
978,"Erena","Escalero","Female",40,"31/01/1982",40,"Nurse Practicioner","N/A","High Net Worth","N","No",15,"40-49","Erena Escalero"
999,"Dido","Leyburn","Female",12,"10/04/1988",34,"Recruiting Manager","N/A","High Net Worth","N","No",4,"30-39","Dido Leyburn"
1012,"Anna-diane","Preddle","Female",20,"20/05/1955",66,"Software Test Engineer III","N/A","High Net Worth","N","Yes",11,"60-69","Anna-diane Preddle"
1028,"Thorn","Torfin","Male",10,"11/08/1999",22,"Project Manager","N/A","High Net Worth","N","No",1,"20-29","Thorn Torfin"
1074,"Griswold","Juett","Male",43,"14/07/1974",47,"Accounting Assistant IV","N/A","High Net Worth","N","Yes",18,"40-49","Griswold Juett"
1088,"Andy","Polgreen","Female",19,"21/07/1989",32,"Design Engineer","N/A","High Net Worth","N","Yes",3,"30-39","Andy Polgreen"
1111,"Zach","Maynard","Male",96,"04/03/1960",62,"Director of Sales","N/A","High Net Worth","N","Yes",18,"60-69","Zach Maynard"
1115,"Merola","Stutard","Female",33,"18/01/1970",52,"Account Coordinator","N/A","High Net Worth","N","Yes",17,"50-59","Merola Stutard"
1213,"Matthieu","Schruur","Male",80,"21/10/1973",48,"Accounting Assistant II","N/A","High Net Worth","N","No",15,"40-49","Matthieu Schruur"
1220,"Paulie","Akerman","Male",12,"08/06/1987",34,"Editor","N/A","High Net Worth","N","No",14,"30-39","Paulie Akerman"
1262,"Aindrea","MacConchie","Female",90,"07/12/1967",54,"Technical Writer","N/A","High Net Worth","N","Yes",19,"50-59","Aindrea MacConchie"
1304,"Emmy","Lumbly","Male",23,"16/11/1977",44,"Administrative Assistant III","N/A","High Net Worth","N","No",11,"40-49","Emmy Lumbly"
1323,"Kristofor","Mockes","Male",27,"04/04/1988",34,"Account Executive","N/A","High Net Worth","N","Yes",9,"30-39","Kristofor Mockes"
1338,"Giuseppe","Tezure","Male",53,"24/11/1980",41,"Product Engineer","N/A","High Net Worth","N","No",14,"40-49","Giuseppe Tezure"
1340,"Crawford","Dreini","Male",16,"05/11/1977",44,"Statistician I","N/A","High Net Worth","N","No",18,"40-49","Crawford Dreini"
1348,"Lowe","Hinckes","Male",88,"10/04/1984",38,"VP Sales","N/A","High Net Worth","N","No",13,"30-39","Lowe Hinckes"
1356,"Ofella","Walbrook","Female",12,"24/02/1981",41,"Account Representative I","N/A","High Net Worth","N","No",13,"40-49","Ofella Walbrook"
1395,"Jandy","Pennazzi","Female",83,"23/12/1957",64,"VP Product Management","N/A","High Net Worth","N","Yes",16,"60-69","Jandy Pennazzi"
1416,"Fraze","Face","Male",90,"30/04/1967",54,"Assistant Manager","N/A","High Net Worth","N","Yes",5,"50-59","Fraze Face"
1449,"Ashly","Abramamovh","Female",38,"26/08/1967",54,"Staff Accountant IV","N/A","High Net Worth","N","No",4,"50-59","Ashly Abramamovh"
1480,"Bird","Diess","Female",83,"21/05/1995",26,"Legal Assistant","N/A","High Net Worth","N","Yes",5,"20-29","Bird Diess"
1512,"Chandler","","Male",89,"10/04/1979",43,"Teacher","N/A","High Net Worth","N","No",4,"40-49","Chandler "
1543,"Michaela","Andrasch","Female",25,"13/10/1993",28,"Database Administrator III","N/A","High Net Worth","N","No",9,"20-29","Michaela Andrasch"
1610,"Valaree","Chisolm","Female",75,"10/02/1955",67,"Structural Engineer","N/A","High Net Worth","N","Yes",9,"60-69","Valaree Chisolm"
1620,"Jerrold","Bernetti","Male",18,"27/07/1992",29,"Structural Analysis Engineer","N/A","High Net Worth","N","Yes",2,"20-29","Jerrold Bernetti"
1622,"Pietrek","Crowe","Male",44,"30/05/1978",43,"Senior Quality Engineer","N/A","High Net Worth","N","No",16,"40-49","Pietrek Crowe"
1640,"Erie","Worswick","Male",37,"17/02/1995",27,"Accountant I","N/A","High Net Worth","N","Yes",3,"20-29","Erie Worswick"
1650,"Raphaela","Looby","Female",44,"03/05/1980",41,"Tax Accountant","N/A","High Net Worth","N","No",16,"40-49","Raphaela Looby"
1691,"Tomlin","","Male",50,"16/11/1979",42,"Account Coordinator","N/A","High Net Worth","N","Yes",7,"40-49","Tomlin "
1695,"Blanch","Leyshon","Female",11,"18/05/1991",30,"Environmental Specialist","N/A","High Net Worth","N","Yes",4,"30-39","Blanch Leyshon"
1742,"Quintin","Dublin","Male",48,"17/08/1958",63,"Tax Accountant","N/A","High Net Worth","N","No",13,"60-69","Quintin Dublin"
1756,"Daron","","Female",92,"17/12/1976",45,"Junior Executive","N/A","High Net Worth","N","No",7,"40-49","Daron "
1765,"Sibella","O' Mara","Female",48,"13/02/1967",55,"Senior Quality Engineer","N/A","High Net Worth","N","No",10,"50-59","Sibella O' Mara"
1807,"Pollyanna","Serjeantson","Female",45,"15/03/1955",67,"Help Desk Operator","N/A","High Net Worth","N","Yes",16,"60-69","Pollyanna Serjeantson"
1817,"Jozef","Frizzell","Male",32,"13/03/1975",47,"Graphic Designer","N/A","High Net Worth","N","No",19,"40-49","Jozef Frizzell"
1823,"Trude","Rizzardo","Female",29,"24/05/1974",47,"VP Quality Control","N/A","High Net Worth","N","No",10,"40-49","Trude Rizzardo"
1854,"Mandie","Jeger","Female",11,"12/09/1978",43,"Community Outreach Specialist","N/A","High Net Worth","N","Yes",17,"40-49","Mandie Jeger"
1896,"Garald","Brasner","Male",13,"30/04/1995",26,"Project Manager","N/A","High Net Worth","N","No",1,"20-29","Garald Brasner"
1903,"Tucky","Pizzie","Male",8,"20/11/1973",48,"Project Manager","N/A","High Net Worth","N","Yes",4,"40-49","Tucky Pizzie"
1922,"Ailene","Tomkies","Female",7,"11/11/1969",52,"Speech Pathologist","N/A","High Net Worth","N","Yes",5,"50-59","Ailene Tomkies"
1945,"Griffin","Gisbourn","Male",88,"10/07/1978",43,"Software Test Engineer II","N/A","High Net Worth","N","Yes",9,"40-49","Griffin Gisbourn"
1993,"Agustin","Isworth","Male",82,"27/07/1980",41,"Accounting Assistant II","N/A","High Net Worth","N","Yes",3,"40-49","Agustin Isworth"
2023,"Marco","Denziloe","Male",15,"11/01/1971",51,"Associate Professor","N/A","High Net Worth","N","No",10,"50-59","Marco Denziloe"
2027,"Whitney","Dahle","Male",89,"02/09/1964",57,"VP Product Management","N/A","High Net Worth","N","No",10,"50-59","Whitney Dahle"
2059,"Kylen","Gimson","Female",21,"15/02/1977",45,"Graphic Designer","N/A","High Net Worth","N","No",12,"40-49","Kylen Gimson"
2068,"Wandie","Nare","Female",23,"08/08/1956",65,"Account Representative I","N/A","High Net Worth","N","No",8,"60-69","Wandie Nare"
2079,"Eda","","Female",49,"29/07/1956",65,"Account Executive","N/A","High Net Worth","N","No",11,"60-69","Eda "
2080,"Rosamond","Sainer","Female",15,"07/08/1959",62,"Human Resources Assistant IV","N/A","High Net Worth","N","No",17,"60-69","Rosamond Sainer"
2118,"Ulrick","Calyton","Male",29,"22/07/1978",43,"Developer III","N/A","High Net Worth","N","No",7,"40-49","Ulrick Calyton"
2143,"Napoleon","Terron","Male",53,"23/12/1963",58,"Business Systems Development Analyst","N/A","High Net Worth","N","Yes",10,"50-59","Napoleon Terron"
2147,"Franzen","Kielty","Male",42,"04/11/1998",23,"Engineer IV","N/A","High Net Worth","N","Yes",1,"20-29","Franzen Kielty"
2149,"Lana","Druce","Female",26,"19/05/1978",43,"Professor","N/A","High Net Worth","N","No",6,"40-49","Lana Druce"
2180,"Urbanus","Trevaskus","Male",98,"11/01/1960",62,"Chief Design Engineer","N/A","High Net Worth","N","Yes",13,"60-69","Urbanus Trevaskus"
2219,"Ansel","Napier","Male",73,"01/03/1982",40,"Senior Quality Engineer","N/A","High Net Worth","N","Yes",3,"40-49","Ansel Napier"
2283,"Gaspar","Janaway","Male",44,"08/02/1954",68,"Software Consultant","N/A","High Net Worth","N","No",16,"60-69","Gaspar Janaway"
2310,"Jed","Humpherston","Male",12,"10/02/1970",52,"Executive Secretary","N/A","High Net Worth","N","Yes",11,"50-59","Jed Humpherston"
2347,"L;urette","Annott","Female",79,"04/03/1957",65,"Programmer Analyst I","N/A","High Net Worth","N","No",11,"60-69","L;urette Annott"
2361,"Jeannette","Cerman","Female",55,"28/11/1954",67,"Help Desk Operator","N/A","High Net Worth","N","Yes",20,"60-69","Jeannette Cerman"
2376,"Eada","Narbett","Female",84,"23/10/1958",63,"Community Outreach Specialist","N/A","High Net Worth","N","Yes",12,"60-69","Eada Narbett"
2387,"Roy","Jone","Male",33,"30/08/1977",44,"Nurse","N/A","High Net Worth","N","Yes",9,"40-49","Roy Jone"
2395,"Ashlin","Kesby","Male",23,"26/02/1966",56,"Executive Secretary","N/A","High Net Worth","N","No",16,"50-59","Ashlin Kesby"
2427,"Myrta","Whibley","Female",20,"15/10/1998",23,"Senior Developer","N/A","High Net Worth","N","Yes",2,"20-29","Myrta Whibley"
2433,"Burty","Strutz","Male",38,"19/07/1976",45,"Nurse Practicioner","N/A","High Net Worth","N","Yes",8,"40-49","Burty Strutz"
2512,"Franzen","Halliday","Male",3,"22/05/1968",53,"Web Developer I","N/A","High Net Worth","N","Yes",19,"50-59","Franzen Halliday"
2554,"Fan","Gaythwaite","Female",76,"21/08/1982",39,"Software Engineer III","N/A","High Net Worth","N","No",12,"30-39","Fan Gaythwaite"
2588,"Kimball","Martinho","Male",37,"02/01/2001",21,"Professor","N/A","High Net Worth","N","No",2,"20-29","Kimball Martinho"
2616,"Andee","Ormrod","Female",28,"11/06/1970",51,"Nurse","N/A","High Net Worth","N","Yes",13,"50-59","Andee Ormrod"
2718,"Vernen","Hakonsen","Male",69,"12/12/1976",45,"Software Test Engineer II","N/A","High Net Worth","N","Yes",14,"40-49","Vernen Hakonsen"
2812,"Molli","Hagergham","Female",16,"01/04/2001",21,"Budget/Accounting Analyst IV","N/A","High Net Worth","N","Yes",1,"20-29","Molli Hagergham"
2867,"Lem","Meegan","Male",53,"19/10/1955",66,"Sales Associate","N/A","High Net Worth","N","No",12,"60-69","Lem Meegan"
2942,"Garner","Arnolds","Male",10,"15/07/1970",51,"Software Engineer III","N/A","High Net Worth","N","No",10,"50-59","Garner Arnolds"
2943,"Caesar","","Male",65,"10/01/1979",43,"VP Sales","N/A","High Net Worth","N","No",17,"40-49","Caesar "
2987,"Riane","Schultes","Female",51,"21/11/1984",37,"Media Manager II","N/A","High Net Worth","N","Yes",4,"30-39","Riane Schultes"
3014,"Terrijo","Merlin","Female",59,"30/03/2001",21,"Software Engineer II","N/A","High Net Worth","N","No",1,"20-29","Terrijo Merlin"
3018,"Ainsley","Nissle","Female",16,"24/08/1971",50,"Recruiter","N/A","High Net Worth","N","Yes",15,"50-59","Ainsley Nissle"
3038,"Hermione","","Female",45,"08/04/1958",64,"Senior Developer","N/A","High Net Worth","N","No",13,"60-69","Hermione "
3081,"Dodi","Volker","Female",61,"25/07/1971",50,"Mechanical Systems Engineer","N/A","High Net Worth","N","Yes",9,"50-59","Dodi Volker"
3107,"Dell","Tremathick","Female",98,"15/08/1960",61,"Legal Assistant","N/A","High Net Worth","N","No",9,"60-69","Dell Tremathick"
3148,"Berky","Degoix","Male",11,"09/10/1974",47,"Human Resources Assistant IV","N/A","High Net Worth","N","Yes",10,"40-49","Berky Degoix"
3208,"Jeanne","O'Meara","Female",53,"06/02/1967",55,"VP Marketing","N/A","High Net Worth","N","No",15,"50-59","Jeanne O'Meara"
3252,"Alexia","McTerrelly","Female",59,"15/06/1987",34,"GIS Technical Architect","N/A","High Net Worth","N","Yes",14,"30-39","Alexia McTerrelly"
3259,"Rabi","","Male",74,"04/11/1953",68,"Quality Control Specialist","N/A","High Net Worth","N","No",10,"60-69","Rabi "
3276,"Goddart","Pavelin","Male",10,"18/04/1979",43,"Legal Assistant","N/A","High Net Worth","N","No",3,"40-49","Goddart Pavelin"
3293,"Peg","Woodstock","Female",98,"22/01/1986",36,"Automation Specialist IV","N/A","High Net Worth","N","No",17,"30-39","Peg Woodstock"
3309,"Christie","Bremeyer","Male",34,"14/12/1974",47,"Senior Sales Associate","N/A","High Net Worth","N","Yes",3,"40-49","Christie Bremeyer"
3321,"Ives","","Male",38,"10/05/1980",41,"Software Test Engineer I","N/A","High Net Worth","N","Yes",14,"40-49","Ives "
3370,"Brant","Follis","Male",8,"22/01/1954",68,"Data Coordiator","N/A","High Net Worth","N","Yes",5,"60-69","Brant Follis"
3382,"Burk","Walczak","Male",90,"17/12/1977",44,"Business Systems Development Analyst","N/A","High Net Worth","N","No",10,"40-49","Burk Walczak"
3451,"Ruprecht","Loreit","Male",88,"01/05/1970",51,"Sales Associate","N/A","High Net Worth","N","No",10,"50-59","Ruprecht Loreit"
3521,"Oneida","Olivia","Female",27,"10/03/1980",42,"Research Associate","N/A","High Net Worth","N","Yes",16,"40-49","Oneida Olivia"
3530,"Erik","Kenneford","Male",19,"23/10/1973",48,"Staff Scientist","N/A","High Net Worth","N","Yes",8,"40-49","Erik Kenneford"
3545,"Wenonah","Filgate","Female",66,"19/07/1974",47,"Developer II","N/A","High Net Worth","N","No",4,"40-49","Wenonah Filgate"
3564,"Sandy","Olford","Male",43,"15/05/1972",49,"Programmer Analyst IV","N/A","High Net Worth","N","Yes",18,"40-49","Sandy Olford"
3599,"Lane","Maguire","Male",11,"27/02/1956",66,"Physical Therapy Assistant","N/A","High Net Worth","N","Yes",6,"60-69","Lane Maguire"
3606,"Jamima","Wainscot","Female",52,"09/02/1957",65,"Graphic Designer","N/A","High Net Worth","N","No",15,"60-69","Jamima Wainscot"
3634,"Clemence","Kornas","Female",35,"01/06/1963",58,"Speech Pathologist","N/A","High Net Worth","N","Yes",15,"50-59","Clemence Kornas"
3679,"Murielle","Klimkov","Female",72,"05/05/1992",29,"Developer II","N/A","High Net Worth","N","No",6,"20-29","Murielle Klimkov"
3692,"Linea","Kubica","Female",47,"05/11/1961",60,"Business Systems Development Analyst","N/A","High Net Worth","N","Yes",6,"60-69","Linea Kubica"
3767,"Man","Bigglestone","Male",25,"14/09/1982",39,"Web Developer IV","N/A","High Net Worth","N","No",16,"30-39","Man Bigglestone"
3786,"Barnie","Blenkensop","Male",12,"28/12/1985",36,"Systems Administrator IV","N/A","High Net Worth","N","No",22,"30-39","Barnie Blenkensop"
3800,"Morena","Ayer","Female",19,"28/10/1980",41,"Environmental Tech","N/A","High Net Worth","N","No",15,"40-49","Morena Ayer"
3819,"Alvan","Phillput","Male",62,"29/06/1978",43,"Staff Accountant I","N/A","High Net Worth","N","No",3,"40-49","Alvan Phillput"
3848,"Luca","Cabotto","Male",4,"13/01/1958",64,"Structural Engineer","N/A","High Net Worth","N","No",13,"60-69","Luca Cabotto"
3877,"Georgine","Poutress","Female",55,"28/01/1971",51,"Account Coordinator","N/A","High Net Worth","N","No",11,"50-59","Georgine Poutress"
3879,"Vin","Attack","Male",74,"28/08/1979",42,"Payment Adjustment Coordinator","N/A","High Net Worth","N","No",19,"40-49","Vin Attack"
3907,"Adriana","Heam","Female",8,"11/01/1996",26,"Technical Writer","N/A","High Net Worth","N","Yes",5,"20-29","Adriana Heam"
3918,"Rosalia","Skedge","Female",52,"05/07/1977",44,"Junior Executive","N/A","High Net Worth","N","No",18,"40-49","Rosalia Skedge"
3925,"Cally","Chaim","Female",81,"25/11/1978",43,"Statistician I","N/A","High Net Worth","N","No",7,"40-49","Cally Chaim"
3957,"Bernice","Scotchforth","Female",4,"20/07/1978",43,"Business Systems Development Analyst","N/A","High Net Worth","N","Yes",14,"40-49","Bernice Scotchforth"
35,"Margaretha","Strettle","Female",40,"28/09/1963",58,"Information Systems Manager","Health","High Net Worth","N","Yes",16,"50-59","Margaretha Strettle"
86,"Job","Sleney","Male",75,"04/03/1989",33,"Occupational Therapist","Health","High Net Worth","N","Yes",7,"30-39","Job Sleney"
106,"Glyn","","Male",54,"03/07/1966",55,"Software Test Engineer III","Health","High Net Worth","N","Yes",18,"50-59","Glyn "
124,"Kath","Cunney","Female",27,"03/05/1995",26,"Administrative Assistant II","Health","High Net Worth","N","Yes",5,"20-29","Kath Cunney"
256,"Linell","Beadle","Female",16,"07/05/1975",46,"Director of Sales","Health","High Net Worth","N","Yes",21,"40-49","Linell Beadle"
259,"Venita","Dymick","Female",70,"22/07/1983",38,"Senior Developer","Health","High Net Worth","N","Yes",3,"30-39","Venita Dymick"
260,"Farand","Marriner","Female",47,"30/08/1979",42,"Senior Quality Engineer","Health","High Net Worth","N","Yes",22,"40-49","Farand Marriner"
345,"Tish","Oleksiak","Female",74,"03/02/1989",33,"Senior Sales Associate","Health","High Net Worth","N","Yes",17,"30-39","Tish Oleksiak"
373,"Eva","Colenutt","Female",95,"26/08/2000",21,"Structural Analysis Engineer","Health","High Net Worth","N","Yes",1,"20-29","Eva Colenutt"
394,"Roanne","Cowthard","Female",70,"06/06/1977",44,"Legal Assistant","Health","High Net Worth","N","Yes",16,"40-49","Roanne Cowthard"
428,"Freida","Everil","Female",0,"03/05/1977",44,"Structural Engineer","Health","High Net Worth","N","Yes",14,"40-49","Freida Everil"
572,"Clementius","Everington","Male",0,"01/05/1967",54,"Clinical Specialist","Health","High Net Worth","N","Yes",5,"50-59","Clementius Everington"
666,"Anselma","Ricardon","Female",82,"01/11/1983",38,"Social Worker","Health","High Net Worth","N","Yes",15,"30-39","Anselma Ricardon"
725,"Gage","Crossan","Male",61,"27/08/1965",56,"Design Engineer","Health","High Net Worth","N","Yes",19,"50-59","Gage Crossan"
