Customer Name,Customer Email Address,Customer Gender,Customer City,Customer Sales Territory Country,Customer Sales Territory Group,Customer Sales Territory Region,Customer Key,Customer Alternate Key,Customer Title,Customer Street Address,Customer Date of Birth,Customer Commute Distance,Customer First Purchase Date,Customer Education,Customer Occupation,Customer House Owner Indicator,Customer Cars Owned,Customer Marital Status,Customer Children,Customer Phone Number,Customer Annual Income,Customer Country Code,Customer Country,Customer Postal Code,Customer State Province,Customer State Province Code,Customer City State
"Ashley Perry","ashley34@adventure-works.com","F","San Gabriel","United States","North America","Southwest",15345,"AW00015345","","8193 Scenic Ct.",1956-11-12 00:00:00.000,"2-5 Miles",2012-04-05 00:00:00.000,"Partial College","Professional","Not House Owner",2,"Married",4,"725-555-0116",70000,"US","United States","91776","California","CA","San Gabriel, CA"
"Charles Rodriguez","charles24@adventure-works.com","M","Santa Monica","United States","North America","Southwest",15346,"AW00015346","","2932 Manuel",1956-09-10 00:00:00.000,"10+ Miles",2012-04-05 00:00:00.000,"Partial College","Professional","House Owner",2,"Single",4,"363-555-0187",70000,"US","United States","90401","California","CA","Santa Monica, CA"
"Stephanie Gonzalez","stephanie62@adventure-works.com","F","Torrance","United States","North America","Southwest",15349,"AW00015349","","3871 Twinview Place",1963-11-07 00:00:00.000,"10+ Miles",2012-04-29 00:00:00.000,"Partial College","Professional","House Owner",2,"Married",4,"735-555-0155",70000,"US","United States","90505","California","CA","Torrance, CA"
"Kaitlin Martinez","kaitlin16@adventure-works.com","F","Bellflower","United States","North America","Southwest",15750,"AW00015750","","3302 Trujillo # 112",1984-10-16 00:00:00.000,"0-1 Miles",2012-09-08 00:00:00.000,"Partial College","Professional","Not House Owner",2,"Married",0,"591-555-0116",70000,"US","United States","90706","California","CA","Bellflower, CA"
"Haley Cooper","haley9@adventure-works.com","F","Woodland Hills","United States","North America","Southwest",15897,"AW00015897","","3507 Olive Dr.",1953-09-14 00:00:00.000,"10+ Miles",2012-11-04 00:00:00.000,"Partial College","Professional","House Owner",2,"Single",4,"188-555-0123",70000,"US","United States","91364","California","CA","Woodland Hills, CA"
"Ian James","ian64@adventure-works.com","M","Santa Monica","United States","North America","Southwest",15899,"AW00015899","","4522 N. 227th St.",1954-12-29 00:00:00.000,"10+ Miles",2012-11-20 00:00:00.000,"Partial College","Professional","House Owner",2,"Married",4,"427-555-0147",70000,"US","United States","90401","California","CA","Santa Monica, CA"
"Alex Cox","alex14@adventure-works.com","M","La Jolla","United States","North America","Southwest",15915,"AW00015915","","4184 Lee Lane",1958-01-08 00:00:00.000,"10+ Miles",2012-10-28 00:00:00.000,"Partial College","Professional","House Owner",2,"Single",4,"222-555-0195",70000,"US","United States","92806","California","CA","La Jolla, CA"
"Gabrielle Reed","gabrielle3@adventure-works.com","F","Spring Valley","United States","North America","Southwest",16818,"AW00016818","","6417 Del Rey St",1956-08-02 00:00:00.000,"2-5 Miles",2013-10-07 00:00:00.000,"Partial College","Professional","House Owner",2,"Married",4,"659-555-0128",70000,"US","United States","91977","California","CA","Spring Valley, CA"
"Hailey Gonzales","hailey37@adventure-works.com","F","Novato","United States","North America","Southwest",17156,"AW00017156","","5004 Mazatlan",1971-08-08 00:00:00.000,"10+ Miles",2013-11-06 00:00:00.000,"Partial College","Professional","House Owner",2,"Single",4,"162-555-0192",70000,"US","United States","94947","California","CA","Novato, CA"
"Wyatt Johnson","wyatt1@adventure-works.com","M","Woodland Hills","United States","North America","Southwest",17157,"AW00017157","","5297 Algiers Drive",1955-06-16 00:00:00.000,"10+ Miles",2013-10-29 00:00:00.000,"Partial College","Professional","House Owner",2,"Married",5,"582-555-0166",70000,"US","United States","91364","California","CA","Woodland Hills, CA"
"Katherine Clark","katherine90@adventure-works.com","F","Spring Valley","United States","North America","Southwest",17171,"AW00017171","","1700 C Street",1957-05-26 00:00:00.000,"10+ Miles",2013-11-03 00:00:00.000,"Partial College","Professional","House Owner",2,"Single",4,"436-555-0189",70000,"US","United States","91977","California","CA","Spring Valley, CA"
"Caroline Bennett","caroline3@adventure-works.com","F","San Gabriel","United States","North America","Southwest",17508,"AW00017508","","329 Poplar Street",1979-01-05 00:00:00.000,"0-1 Miles",2013-11-22 00:00:00.000,"Partial College","Professional","Not House Owner",2,"Single",0,"609-555-0115",70000,"US","United States","91776","California","CA","San Gabriel, CA"
"Abigail Simmons","abigail67@adventure-works.com","F","Torrance","United States","North America","Southwest",18113,"AW00018113","","5190 Jacqueline Way",1956-08-26 00:00:00.000,"10+ Miles",2013-11-07 00:00:00.000,"Partial College","Professional","House Owner",2,"Married",4,"419-555-0131",70000,"US","United States","90505","California","CA","Torrance, CA"
"Eduardo Roberts","eduardo37@adventure-works.com","M","Bellflower","United States","North America","Southwest",18478,"AW00018478","","3341 Teakwood Dr",1984-10-01 00:00:00.000,"5-10 Miles",2013-12-07 00:00:00.000,"Partial College","Professional","House Owner",2,"Married",0,"907-555-0129",70000,"US","United States","90706","California","CA","Bellflower, CA"
"Heidi Suri","heidi2@adventure-works.com","F","Burlingame","United States","North America","Southwest",18480,"AW00018480","","1542 Orwood Dr",1979-01-06 00:00:00.000,"5-10 Miles",2013-12-18 00:00:00.000,"Partial College","Professional","House Owner",2,"Single",0,"280-555-0183",70000,"US","United States","94010","California","CA","Burlingame, CA"
"Tanya Romero","tanya5@adventure-works.com","F","Colma","United States","North America","Southwest",18481,"AW00018481","","9050 Blue Ridge Dr.",1978-09-11 00:00:00.000,"5-10 Miles",2013-12-04 00:00:00.000,"Partial College","Professional","House Owner",2,"Married",0,"464-555-0150",70000,"US","United States","94014","California","CA","Colma, CA"
"Mya Jenkins","mya9@adventure-works.com","F","National City","United States","North America","Southwest",18511,"AW00018511","","4595 Sudden Loop",1961-11-20 00:00:00.000,"5-10 Miles",2013-12-15 00:00:00.000,"Partial College","Professional","House Owner",2,"Single",3,"339-555-0115",70000,"US","United States","91950","California","CA","National City, CA"
"Alex Torres","alex7@adventure-works.com","M","Lincoln Acres","United States","North America","Southwest",18512,"AW00018512","","3497 Springvale Court",1961-12-06 00:00:00.000,"0-1 Miles",2013-12-06 00:00:00.000,"Partial College","Professional","Not House Owner",2,"Married",3,"438-555-0146",70000,"US","United States","91950","California","CA","Lincoln Acres, CA"
"Edwin Xu","edwin27@adventure-works.com","M","Burlingame","United States","North America","Southwest",18513,"AW00018513","","3396 El Dorado Way",1962-05-19 00:00:00.000,"5-10 Miles",2013-12-05 00:00:00.000,"Partial College","Professional","Not House Owner",2,"Married",3,"766-555-0140",70000,"US","United States","94010","California","CA","Burlingame, CA"
"Anne Romero","anne10@adventure-works.com","F","Bellflower","United States","North America","Southwest",18514,"AW00018514","","5781 Sharon Dr.",1962-06-16 00:00:00.000,"5-10 Miles",2013-12-07 00:00:00.000,"Partial College","Professional","House Owner",2,"Single",3,"332-555-0141",70000,"US","United States","90706","California","CA","Bellflower, CA"
"Rachel Williams","rachel4@adventure-works.com","F","Fremont","United States","North America","Southwest",18924,"AW00018924","","7936 Solano Dr.",1979-05-21 00:00:00.000,"5-10 Miles",2013-06-05 00:00:00.000,"Partial College","Professional","House Owner",2,"Single",0,"762-555-0116",70000,"US","United States","94536","California","CA","Fremont, CA"
"Devin Bryant","devin55@adventure-works.com","M","Lincoln Acres","United States","North America","Southwest",18947,"AW00018947","","6239 Monti Dr.",1961-11-04 00:00:00.000,"5-10 Miles",2013-07-31 00:00:00.000,"Partial College","Professional","House Owner",2,"Single",3,"288-555-0116",70000,"US","United States","91950","California","CA","Lincoln Acres, CA"
"Sydney Bailey","sydney9@adventure-works.com","F","Concord","United States","North America","Southwest",18948,"AW00018948","","4352 Marclair Dr.",1967-03-13 00:00:00.000,"0-1 Miles",2013-08-20 00:00:00.000,"Partial College","Professional","Not House Owner",2,"Married",3,"880-555-0151",70000,"US","United States","94519","California","CA","Concord, CA"
"Brianna White","brianna11@adventure-works.com","F","Los Angeles","United States","North America","Southwest",19780,"AW00019780","","1985 Hickory Drive",1979-06-10 00:00:00.000,"0-1 Miles",2013-08-28 00:00:00.000,"Partial College","Professional","Not House Owner",2,"Single",0,"231-555-0138",70000,"US","United States","90012","California","CA","Los Angeles, CA"
"Tabitha Vazquez","tabitha35@adventure-works.com","F","Beverly Hills","United States","North America","Southwest",19821,"AW00019821","","1133 Fillet Ave",1972-12-08 00:00:00.000,"5-10 Miles",2013-09-24 00:00:00.000,"Partial College","Professional","Not House Owner",2,"Married",3,"627-555-0117",70000,"US","United States","90210","California","CA","Beverly Hills, CA"
"Carol Brooks","carol23@adventure-works.com","F","West Covina","United States","North America","Southwest",19869,"AW00019869","","3326 Indianhead Ct.",1953-11-18 00:00:00.000,"1-2 Miles",2013-10-12 00:00:00.000,"Partial College","Professional","House Owner",2,"Married",4,"322-555-0180",70000,"US","United States","91791","California","CA","West Covina, CA"
"Jorge Chen","jorge3@adventure-works.com","M","Burbank","United States","North America","Southwest",20442,"AW00020442","","6730 Green Leaf Drive",1978-07-15 00:00:00.000,"5-10 Miles",2013-05-15 00:00:00.000,"Partial College","Professional","House Owner",2,"Married",0,"428-555-0160",70000,"US","United States","91502","California","CA","Burbank, CA"
"Sydney Harris","sydney76@adventure-works.com","F","Newport Beach","United States","North America","Southwest",20527,"AW00020527","","2601 D Bel Air Drive",1954-09-15 00:00:00.000,"1-2 Miles",2013-07-22 00:00:00.000,"Partial College","Professional","House Owner",2,"Married",4,"433-555-0113",70000,"US","United States","92625","California","CA","Newport Beach, CA"
"Seth Miller","seth6@adventure-works.com","M","West Covina","United States","North America","Southwest",20543,"AW00020543","","6359 Mozden Lane",1962-02-12 00:00:00.000,"2-5 Miles",2013-07-30 00:00:00.000,"Partial College","Professional","Not House Owner",2,"Married",4,"112-555-0110",70000,"US","United States","91791","California","CA","West Covina, CA"
"Maria Kelly","maria21@adventure-works.com","F","Lemon Grove","United States","North America","Southwest",21411,"AW00021411","","3035 Blackfield Dr.",1979-01-09 00:00:00.000,"0-1 Miles",2013-11-27 00:00:00.000,"Partial College","Professional","Not House Owner",2,"Single",0,"617-555-0184",70000,"US","United States","91945","California","CA","Lemon Grove, CA"
"Jacqueline Ramirez","jacqueline31@adventure-works.com","F","Novato","United States","North America","Southwest",21487,"AW00021487","","2023 Flame Drive",1954-09-08 00:00:00.000,"10+ Miles",2013-01-16 00:00:00.000,"Partial College","Professional","House Owner",2,"Single",4,"475-555-0142",70000,"US","United States","94947","California","CA","Novato, CA"
"Madison Henderson","madison40@adventure-works.com","F","San Diego","United States","North America","Southwest",21488,"AW00021488","","1093 Via Romero",1955-04-01 00:00:00.000,"1-2 Miles",2013-01-12 00:00:00.000,"Partial College","Professional","Not House Owner",2,"Married",4,"117-555-0152",70000,"US","United States","92102","California","CA","San Diego, CA"
"Tristan Bennett","tristan1@adventure-works.com","M","San Gabriel","United States","North America","Southwest",21795,"AW00021795","","868 Aspen Dr.",1960-01-19 00:00:00.000,"10+ Miles",2013-03-12 00:00:00.000,"Partial College","Professional","House Owner",2,"Single",4,"476-555-0139",70000,"US","United States","91776","California","CA","San Gabriel, CA"
"Justin Miller","justin37@adventure-works.com","M","Spring Valley","United States","North America","Southwest",21810,"AW00021810","","2759 Dies Dorados",1957-06-16 00:00:00.000,"10+ Miles",2013-03-01 00:00:00.000,"Partial College","Professional","House Owner",2,"Married",4,"646-555-0164",70000,"US","United States","91977","California","CA","Spring Valley, CA"
"Grace Brooks","grace45@adventure-works.com","F","Glendale","United States","North America","Southwest",22231,"AW00022231","","3711 Amargosa Drive",1961-10-20 00:00:00.000,"5-10 Miles",2013-05-30 00:00:00.000,"Partial College","Professional","House Owner",2,"Married",3,"101-555-0143",70000,"US","United States","91203","California","CA","Glendale, CA"
"Chloe Morgan","chloe51@adventure-works.com","F","Oakland","United States","North America","Southwest",22770,"AW00022770","","555 Moretti Drive",1955-05-25 00:00:00.000,"10+ Miles",2013-07-20 00:00:00.000,"Partial College","Professional","House Owner",2,"Married",4,"555-555-0111",70000,"US","United States","94611","California","CA","Oakland, CA"
"Dakota Wood","dakota1@adventure-works.com","M","San Gabriel","United States","North America","Southwest",22782,"AW00022782","","9234 Paso Del Rio Court",1956-09-30 00:00:00.000,"10+ Miles",2013-07-22 00:00:00.000,"Partial College","Professional","House Owner",2,"Single",4,"116-555-0193",70000,"US","United States","91776","California","CA","San Gabriel, CA"
"Mackenzie Collins","mackenzie24@adventure-works.com","F","Coronado","United States","North America","Southwest",23340,"AW00023340","","1164 Bell Drive",1979-01-31 00:00:00.000,"5-10 Miles",2013-10-01 00:00:00.000,"Partial College","Professional","House Owner",2,"Married",0,"479-555-0195",70000,"US","United States","92118","California","CA","Coronado, CA"
"Cristina She","cristina0@adventure-works.com","F","Chula Vista","United States","North America","Southwest",23342,"AW00023342","","719 Sycamore Drive",1978-10-09 00:00:00.000,"5-10 Miles",2013-10-08 00:00:00.000,"Partial College","Professional","House Owner",2,"Single",0,"329-555-0150",70000,"US","United States","91910","California","CA","Chula Vista, CA"
"Gabrielle Hughes","gabrielle34@adventure-works.com","F","Spring Valley","United States","North America","Southwest",23724,"AW00023724","","593 Willow Pass Road",1954-09-13 00:00:00.000,"10+ Miles",2013-11-17 00:00:00.000,"Partial College","Professional","House Owner",2,"Single",5,"162-555-0165",70000,"US","United States","91977","California","CA","Spring Valley, CA"
"Amanda Gonzalez","amanda60@adventure-works.com","F","Fremont","United States","North America","Southwest",24296,"AW00024296","","666 Street",1984-02-03 00:00:00.000,"5-10 Miles",2013-12-01 00:00:00.000,"Partial College","Professional","Not House Owner",2,"Single",0,"896-555-0114",70000,"US","United States","94536","California","CA","Fremont, CA"
"Paige Cox","paige34@adventure-works.com","F","Newport Beach","United States","North America","Southwest",24673,"AW00024673","","4770 Detroit Avenue",1966-05-04 00:00:00.000,"1-2 Miles",2013-03-27 00:00:00.000,"Partial College","Professional","House Owner",2,"Married",4,"156-555-0162",70000,"US","United States","92625","California","CA","Newport Beach, CA"
"Dylan Kumar","dylan27@adventure-works.com","M","Spring Valley","United States","North America","Southwest",24674,"AW00024674","","3796 Lindley Ct",1955-02-24 00:00:00.000,"1-2 Miles",2013-03-07 00:00:00.000,"Partial College","Professional","House Owner",2,"Married",5,"716-555-0155",70000,"US","United States","91977","California","CA","Spring Valley, CA"
"Jackson Nelson","jackson39@adventure-works.com","M","West Covina","United States","North America","Southwest",24675,"AW00024675","","1898 South St.",1955-01-01 00:00:00.000,"10+ Miles",2013-03-04 00:00:00.000,"Partial College","Professional","House Owner",2,"Single",5,"884-555-0150",70000,"US","United States","91791","California","CA","West Covina, CA"
"Kayla Diaz","kayla46@adventure-works.com","F","Santa Cruz","United States","North America","Southwest",24988,"AW00024988","","2013 Fitzuren",1956-10-07 00:00:00.000,"10+ Miles",2013-04-04 00:00:00.000,"Partial College","Professional","House Owner",2,"Married",4,"403-555-0172",70000,"US","United States","95062","California","CA","Santa Cruz, CA"
"Candice Ye","candice15@adventure-works.com","F","Coronado","United States","North America","Southwest",25049,"AW00025049","","2378 Joyce Dr.",1978-12-18 00:00:00.000,"5-10 Miles",2013-04-29 00:00:00.000,"Partial College","Professional","House Owner",2,"Married",0,"826-555-0110",70000,"US","United States","92118","California","CA","Coronado, CA"
"Darryl Chen","darryl2@adventure-works.com","M","Coronado","United States","North America","Southwest",25050,"AW00025050","","617 LindenTree Dr",1978-11-03 00:00:00.000,"5-10 Miles",2013-05-02 00:00:00.000,"Partial College","Professional","House Owner",2,"Single",0,"325-555-0127",70000,"US","United States","92118","California","CA","Coronado, CA"
"Charles Weisman","charles16@adventure-works.com","M","Woodland Hills","United States","North America","Southwest",26511,"AW00026511","","7805 Roslyn Drive",1955-02-04 00:00:00.000,"10+ Miles",2012-05-21 00:00:00.000,"Partial College","Professional","House Owner",2,"Married",5,"870-555-0182",70000,"US","United States","91364","California","CA","Woodland Hills, CA"
"Mya Coleman","mya8@adventure-works.com","F","Woodland Hills","United States","North America","Southwest",27418,"AW00027418","","4808 Ward Court",1954-03-22 00:00:00.000,"1-2 Miles",2012-11-15 00:00:00.000,"Partial College","Professional","Not House Owner",2,"Single",4,"576-555-0139",70000,"US","United States","91364","California","CA","Woodland Hills, CA"
"Mason Young","mason39@adventure-works.com","M","Santa Monica","United States","North America","Southwest",27427,"AW00027427","","265 Maria Vega Court",1960-02-05 00:00:00.000,"1-2 Miles",2012-11-27 00:00:00.000,"Partial College","Professional","Not House Owner",2,"Single",5,"550-555-0187",70000,"US","United States","90401","California","CA","Santa Monica, CA"
"Philip Gomez","philip0@adventure-works.com","M","Bellflower","United States","North America","Southwest",28038,"AW00028038","","478 Grant St",1953-08-19 00:00:00.000,"10+ Miles",2011-02-01 00:00:00.000,"Partial College","Professional","House Owner",2,"Married",2,"455-555-0120",70000,"US","United States","90706","California","CA","Bellflower, CA"
"Todd Zhu","todd13@adventure-works.com","M","Burbank","United States","North America","Southwest",28131,"AW00028131","","2071 Concord Blvd.",1978-10-07 00:00:00.000,"0-1 Miles",2011-03-04 00:00:00.000,"Partial College","Professional","Not House Owner",2,"Single",0,"337-555-0113",70000,"US","United States","91502","California","CA","Burbank, CA"
"Veronica Perez","veronica23@adventure-works.com","F","Chula Vista","United States","North America","Southwest",29003,"AW00029003","","3858 Vista Diablo",1953-10-16 00:00:00.000,"10+ Miles",2013-09-08 00:00:00.000,"Partial College","Professional","House Owner",2,"Married",2,"416-555-0114",70000,"US","United States","91910","California","CA","Chula Vista, CA"
"Allison Roberts","allison26@adventure-works.com","F","San Francisco","United States","North America","Southwest",29011,"AW00029011","","8827 Bidwell Street",1955-04-12 00:00:00.000,"10+ Miles",2011-05-31 00:00:00.000,"Partial College","Professional","House Owner",2,"Married",4,"970-555-0155",70000,"US","United States","94109","California","CA","San Francisco, CA"
"Dale Anand","dale20@adventure-works.com","M","Burbank","United States","North America","Southwest",29111,"AW00029111","","827 Near Dr.",1984-11-21 00:00:00.000,"0-1 Miles",2011-06-09 00:00:00.000,"Partial College","Professional","Not House Owner",2,"Single",0,"587-555-0116",70000,"US","United States","91502","California","CA","Burbank, CA"
"Megan Sanchez","megan28@adventure-works.com","F","Los Angeles","United States","North America","Southwest",11042,"AW00011042","","1397 Paraiso Ct.",1982-12-11 00:00:00.000,"0-1 Miles",2013-01-21 00:00:00.000,"Partial College","Skilled Manual","House Owner",2,"Married",0,"404-555-0199",70000,"US","United States","90012","California","CA","Los Angeles, CA"
"Luis Wang","luis24@adventure-works.com","M","Beverly Hills","United States","North America","Southwest",11175,"AW00011175","","6943 Patterson Blvd.",1968-09-01 00:00:00.000,"5-10 Miles",2011-08-28 00:00:00.000,"Partial College","Skilled Manual","House Owner",2,"Single",0,"418-555-0127",70000,"US","United States","90210","California","CA","Beverly Hills, CA"
"Marcus Adams","marcus34@adventure-works.com","M","Palo Alto","United States","North America","Southwest",11931,"AW00011931","","9246 Westminster Pl",1984-05-12 00:00:00.000,"5-10 Miles",2013-02-16 00:00:00.000,"Partial College","Skilled Manual","House Owner",2,"Single",0,"687-555-0170",70000,"US","United States","94303","California","CA","Palo Alto, CA"
"Elizabeth Coleman","elizabeth35@adventure-works.com","F","Santa Monica","United States","North America","Southwest",11932,"AW00011932","","7546 Gonzalez Ct.",1984-02-08 00:00:00.000,"0-1 Miles",2013-04-29 00:00:00.000,"Partial College","Skilled Manual","Not House Owner",2,"Married",0,"400-555-0120",70000,"US","United States","90401","California","CA","Santa Monica, CA"
"Julia Brooks","julia63@adventure-works.com","F","Torrance","United States","North America","Southwest",11949,"AW00011949","","1657 Morengo Ct.",1986-05-05 00:00:00.000,"5-10 Miles",2013-07-16 00:00:00.000,"Partial College","Skilled Manual","House Owner",2,"Single",0,"845-555-0143",70000,"US","United States","90505","California","CA","Torrance, CA"
"Jordan Carter","jordan39@adventure-works.com","F","Coronado","United States","North America","Southwest",11950,"AW00011950","","1127 Oak Street",1985-03-09 00:00:00.000,"5-10 Miles",2013-02-17 00:00:00.000,"Partial College","Skilled Manual","House Owner",2,"Married",0,"609-555-0117",70000,"US","United States","92118","California","CA","Coronado, CA"
"Kevin Baker","kevin45@adventure-works.com","M","National City","United States","North America","Southwest",13032,"AW00013032","","8614 Lagoon Court",1982-10-07 00:00:00.000,"5-10 Miles",2011-12-31 00:00:00.000,"Partial College","Skilled Manual","House Owner",2,"Married",0,"489-555-0119",70000,"US","United States","91950","California","CA","National City, CA"
"Elijah Gonzales","elijah19@adventure-works.com","M","Oakland","United States","North America","Southwest",13999,"AW00013999","","8815 Wildberry Court",1984-02-14 00:00:00.000,"5-10 Miles",2012-01-25 00:00:00.000,"Partial College","Skilled Manual","House Owner",2,"Married",0,"447-555-0164",70000,"US","United States","94611","California","CA","Oakland, CA"
"Noah Hughes","noah8@adventure-works.com","M","Redwood City","United States","North America","Southwest",14005,"AW00014005","","5990 Curletto Drive",1982-11-10 00:00:00.000,"0-1 Miles",2012-02-23 00:00:00.000,"Partial College","Skilled Manual","Not House Owner",2,"Married",0,"811-555-0150",70000,"US","United States","94063","California","CA","Redwood City, CA"
"Brianna Walker","brianna22@adventure-works.com","F","San Carlos","United States","North America","Southwest",14006,"AW00014006","","6701 Eagle Peak Ave.",1983-03-27 00:00:00.000,"5-10 Miles",2012-02-04 00:00:00.000,"Partial College","Skilled Manual","House Owner",2,"Married",0,"413-555-0174",70000,"US","United States","94070","California","CA","San Carlos, CA"
"Charles Sanchez","charles65@adventure-works.com","M","Colma","United States","North America","Southwest",14112,"AW00014112","","9161 Napa St.",1978-05-06 00:00:00.000,"5-10 Miles",2012-05-04 00:00:00.000,"Partial College","Skilled Manual","Not House Owner",2,"Single",0,"612-555-0177",70000,"US","United States","94014","California","CA","Colma, CA"
"Chloe Martin","chloe25@adventure-works.com","F","Coronado","United States","North America","Southwest",14114,"AW00014114","","4215 Arleda Lane",1977-07-06 00:00:00.000,"0-1 Miles",2014-01-28 00:00:00.000,"Partial College","Skilled Manual","Not House Owner",2,"Married",0,"989-555-0160",70000,"US","United States","92118","California","CA","Coronado, CA"
"Isabella Ross","isabella15@adventure-works.com","F","Concord","United States","North America","Southwest",14292,"AW00014292","","5805 Churchill Dr.",1968-09-24 00:00:00.000,"5-10 Miles",2012-07-21 00:00:00.000,"Partial High School","Skilled Manual","House Owner",2,"Single",2,"111-555-0122",70000,"US","United States","94519","California","CA","Concord, CA"
"Grace Jackson","grace11@adventure-works.com","F","West Covina","United States","North America","Southwest",15006,"AW00015006","","3780 Angi Lane",1984-05-20 00:00:00.000,"5-10 Miles",2011-12-02 00:00:00.000,"Partial College","Skilled Manual","House Owner",2,"Married",0,"602-555-0171",70000,"US","United States","91791","California","CA","West Covina, CA"
"Aaron Li","aaron26@adventure-works.com","M","West Covina","United States","North America","Southwest",15429,"AW00015429","","8345 Orangewood Ave.",1984-10-16 00:00:00.000,"0-1 Miles",2012-06-20 00:00:00.000,"Partial College","Skilled Manual","Not House Owner",2,"Married",0,"681-555-0150",70000,"US","United States","91791","California","CA","West Covina, CA"
"Christopher Anderson","christopher10@adventure-works.com","M","San Gabriel","United States","North America","Southwest",15772,"AW00015772","","2216 Blue Ridge Dr.",1968-03-09 00:00:00.000,"1-2 Miles",2013-07-19 00:00:00.000,"Partial High School","Skilled Manual","Not House Owner",2,"Married",2,"993-555-0186",70000,"US","United States","91776","California","CA","San Gabriel, CA"
"Dylan Jenkins","dylan5@adventure-works.com","M","Lincoln Acres","United States","North America","Southwest",15773,"AW00015773","","3791 Rossmor Parkway",1963-04-02 00:00:00.000,"1-2 Miles",2013-07-27 00:00:00.000,"Partial High School","Skilled Manual","Not House Owner",2,"Married",2,"369-555-0114",70000,"US","United States","91950","California","CA","Lincoln Acres, CA"
"Xavier King","xavier25@adventure-works.com","M","Santa Cruz","United States","North America","Southwest",16344,"AW00016344","","7020 Mayette Avenue",1985-11-15 00:00:00.000,"0-1 Miles",2013-10-21 00:00:00.000,"Partial College","Skilled Manual","Not House Owner",2,"Single",0,"569-555-0134",70000,"US","United States","95062","California","CA","Santa Cruz, CA"
"Adrian Gray","adrian8@adventure-works.com","M","Oakland","United States","North America","Southwest",16478,"AW00016478","","1502 Marion Ct.",1982-07-21 00:00:00.000,"0-1 Miles",2013-10-12 00:00:00.000,"Partial College","Skilled Manual","Not House Owner",2,"Single",0,"379-555-0152",70000,"US","United States","94611","California","CA","Oakland, CA"
"Miranda Henderson","miranda5@adventure-works.com","F","Chula Vista","United States","North America","Southwest",17000,"AW00017000","","39 Mt. Etna Drive",1968-12-30 00:00:00.000,"2-5 Miles",2013-11-12 00:00:00.000,"Bachelors","Skilled Manual","House Owner",2,"Single",4,"796-555-0155",70000,"US","United States","91910","California","CA","Chula Vista, CA"
"Jesse Adams","jesse39@adventure-works.com","M","Lemon Grove","United States","North America","Southwest",17172,"AW00017172","","4682 Birch Bark Rd.",1957-09-21 00:00:00.000,"10+ Miles",2013-08-07 00:00:00.000,"Partial High School","Skilled Manual","House Owner",2,"Married",2,"626-555-0110",70000,"US","United States","91945","California","CA","Lemon Grove, CA"
"David Bryant","david51@adventure-works.com","M","Berkeley","United States","North America","Southwest",17173,"AW00017173","","6347 Brookview Drive",1958-05-23 00:00:00.000,"10+ Miles",2013-11-12 00:00:00.000,"Partial High School","Skilled Manual","House Owner",2,"Single",2,"313-555-0193",70000,"US","United States","94704","California","CA","Berkeley, CA"
"Angelica Wood","angelica1@adventure-works.com","F","Coronado","United States","North America","Southwest",17174,"AW00017174","","7073 Boxer Blvd",1958-03-25 00:00:00.000,"10+ Miles",2013-06-18 00:00:00.000,"Partial High School","Skilled Manual","House Owner",2,"Single",2,"803-555-0126",70000,"US","United States","92118","California","CA","Coronado, CA"
"Alexandria Foster","alexandria16@adventure-works.com","F","West Covina","United States","North America","Southwest",18114,"AW00018114","","9174 Jill Ave",1963-02-19 00:00:00.000,"10+ Miles",2014-01-14 00:00:00.000,"Partial High School","Skilled Manual","House Owner",2,"Single",2,"792-555-0113",70000,"US","United States","91791","California","CA","West Covina, CA"
"Alexander Smith","alexander2@adventure-works.com","M","Burlingame","United States","North America","Southwest",18351,"AW00018351","","5460 Kipling Court",1977-08-12 00:00:00.000,"5-10 Miles",2013-11-23 00:00:00.000,"Partial College","Skilled Manual","House Owner",2,"Married",0,"915-555-0150",70000,"US","United States","94010","California","CA","Burlingame, CA"
"Faith Butler","faith13@adventure-works.com","F","Santa Cruz","United States","North America","Southwest",18460,"AW00018460","","3704 Panoramic Drive",1985-10-07 00:00:00.000,"0-1 Miles",2013-12-05 00:00:00.000,"Partial College","Skilled Manual","Not House Owner",2,"Single",0,"134-555-0152",70000,"US","United States","95062","California","CA","Santa Cruz, CA"
"Angel Adams","angel37@adventure-works.com","M","Burlingame","United States","North America","Southwest",18504,"AW00018504","","9556 Lyman Rd.",1962-08-06 00:00:00.000,"1-2 Miles",2013-07-09 00:00:00.000,"Partial High School","Skilled Manual","Not House Owner",2,"Married",2,"467-555-0126",70000,"US","United States","94010","California","CA","Burlingame, CA"
"Eric Allen","eric62@adventure-works.com","M","Newport Beach","United States","North America","Southwest",18894,"AW00018894","","4478 W Lake Drive",1983-03-21 00:00:00.000,"5-10 Miles",2013-12-14 00:00:00.000,"Partial College","Skilled Manual","House Owner",2,"Single",0,"507-555-0146",70000,"US","United States","92625","California","CA","Newport Beach, CA"
"Ian Reed","ian87@adventure-works.com","M","Oakland","United States","North America","Southwest",18937,"AW00018937","","579 Mepham Dr.",1962-08-10 00:00:00.000,"5-10 Miles",2013-12-01 00:00:00.000,"Partial High School","Skilled Manual","House Owner",2,"Single",2,"791-555-0194",70000,"US","United States","94611","California","CA","Oakland, CA"
