EmployeeKey,ParentEmployeeKey,EmployeeNationalIDAlternateKey,ParentEmployeeNationalIDAlternateKey,SalesTerritoryKey,Title,Hired,Birthday,LoginID,Phone,Marital Status,Emergency Contact,Emergency Phone,Salaried,Gender,Pay Frequency,Base Rate,Vacation Hours,Sick Leave Hours,Current,Sales Person,Department,Start Date,End Date,Status,Employee Name,Email
248,278,"785853949","",11,"Buyer",2009-08-31 00:00:00.000,1970-08-04 00:00:00.000,"adventure-works\erin0","842-555-0158","S","Erin Hagens","842-555-0158",False,"F",2,18.2692,53,46,True,False,"Purchasing",2009-08-31 00:00:00.000,,"Current","Erin Hagens","mailto://erin0@adventure-works.com"
257,43,"343861179","",11,"Quality Assurance Technician",2009-09-23 00:00:00.000,1942-07-05 00:00:00.000,"adventure-works\sootha0","325-555-0137","M","Sootha Charncherngkha","325-555-0137",False,"M",2,10.5769,85,62,True,False,"Quality Assurance",2009-09-23 00:00:00.000,,"Current","Sootha Charncherngkha","mailto://sootha0@adventure-works.com"
265,278,"20269531","",11,"Buyer",2009-10-07 00:00:00.000,1973-01-01 00:00:00.000,"adventure-works\ben0","151-555-0113","M","Ben Miller","151-555-0113",False,"M",2,18.2692,55,47,True,False,"Purchasing",2009-10-07 00:00:00.000,,"Current","Ben Miller","mailto://ben0@adventure-works.com"
267,3,"974026903","",11,"Senior Tool Designer",2010-07-05 00:00:00.000,1977-08-17 00:00:00.000,"adventure-works\ovidiu0","719-555-0181","S","Ovidiu Cracium","719-555-0181",False,"M",2,28.8462,7,23,True,False,"Tool Design",2010-07-05 00:00:00.000,,"Current","Ovidiu Cracium","mailto://ovidiu0@adventure-works.com"
268,278,"437296311","",11,"Purchasing Assistant",2010-07-06 00:00:00.000,1977-08-29 00:00:00.000,"adventure-works\annette0","125-555-0196","M","Annette Hill","125-555-0196",False,"F",2,12.75,50,45,True,False,"Purchasing",2010-07-06 00:00:00.000,,"Current","Annette Hill","mailto://annette0@adventure-works.com"
269,267,"486228782","",11,"Tool Designer",2010-07-23 00:00:00.000,1988-12-26 00:00:00.000,"adventure-works\janice0","473-555-0117","M","Janice Galvin","473-555-0117",False,"F",2,25,8,24,True,False,"Tool Design",2010-07-23 00:00:00.000,,"Current","Janice Galvin","mailto://janice0@adventure-works.com"
270,278,"280633567","",11,"Purchasing Assistant",2010-07-25 00:00:00.000,1977-08-17 00:00:00.000,"adventure-works\reinout0","370-555-0163","M","Reinout Hillmann","370-555-0163",False,"M",2,12.75,51,45,True,False,"Purchasing",2010-07-25 00:00:00.000,,"Current","Reinout Hillmann","mailto://reinout0@adventure-works.com"
271,3,"42487730","",11,"Senior Design Engineer",2010-07-30 00:00:00.000,1979-01-14 00:00:00.000,"adventure-works\michael8","465-555-0156","S","Michael Sullivan","465-555-0156",True,"M",2,36.0577,3,21,True,False,"Engineering",2010-07-30 00:00:00.000,,"Current","Michael Sullivan","mailto://michael8@adventure-works.com"
273,7,"323403273","",11,"Marketing Assistant",2010-08-07 00:00:00.000,1974-10-15 00:00:00.000,"adventure-works\wanida0","708-555-0141","M","Wanida Benshoof","708-555-0141",False,"F",2,13.4615,41,40,True,False,"Marketing",2010-08-07 00:00:00.000,,"Current","Wanida Benshoof","mailto://wanida0@adventure-works.com"
274,3,"56920285","",11,"Design Engineer",2010-08-18 00:00:00.000,1960-11-30 00:00:00.000,"adventure-works\sharon0","970-555-0138","M","Sharon Salavaria","970-555-0138",True,"F",2,32.6923,4,22,True,False,"Engineering",2010-08-18 00:00:00.000,,"Current","Sharon Salavaria","mailto://sharon0@adventure-works.com"
275,7,"222969461","",11,"Marketing Specialist",2010-09-07 00:00:00.000,1977-10-04 00:00:00.000,"adventure-works\john5","486-555-0150","S","John Wood","486-555-0150",False,"M",2,14.4231,48,44,True,False,"Marketing",2010-09-07 00:00:00.000,,"Current","John Wood","mailto://john5@adventure-works.com"
276,7,"52541318","",11,"Marketing Assistant",2010-09-14 00:00:00.000,1977-08-29 00:00:00.000,"adventure-works\mary2","124-555-0114","S","Mary Dempsey","124-555-0114",False,"F",2,13.4615,43,41,True,False,"Marketing",2010-09-14 00:00:00.000,,"Current","Mary Dempsey","mailto://mary2@adventure-works.com"
277,112,"112432117","",11,"Vice President of Sales",2010-09-15 00:00:00.000,1977-01-04 00:00:00.000,"adventure-works\brian3","716-555-0127","S","Brian Welcker","716-555-0127",True,"M",2,72.1154,10,25,True,False,"Sales",2010-09-15 00:00:00.000,,"Current","Brian Welcker","mailto://brian3@adventure-works.com"
280,73,"895209680","",11,"Purchasing Manager",2010-09-25 00:00:00.000,1977-09-10 00:00:00.000,"adventure-works\sheela0","210-555-0193","S","Sheela Word","210-555-0193",True,"F",2,30,49,44,True,False,"Purchasing",2012-02-13 00:00:00.000,,"Current","Sheela Word","mailto://sheela0@adventure-works.com"
272,277,"502097814","",11,"North American Sales Manager",2010-08-04 00:00:00.000,1951-05-17 00:00:00.000,"adventure-works\stephen0","238-555-0197","M","Stephen Jiang","238-555-0197",True,"M",2,48.101,14,27,True,True,"Sales",2010-08-04 00:00:00.000,,"Current","Stephen Jiang","mailto://stephen0@adventure-works.com"
290,277,"982310417","",11,"European Sales Manager",2011-11-15 00:00:00.000,1957-04-20 00:00:00.000,"adventure-works\amy0","775-555-0164","M","Amy Alberts","775-555-0164",True,"F",2,48.101,21,30,True,True,"Sales",2011-11-15 00:00:00.000,,"Current","Amy Alberts","mailto://amy0@adventure-works.com"
294,277,"481044938","",11,"Pacific Sales Manager",2012-10-12 00:00:00.000,1974-08-11 00:00:00.000,"adventure-works\syed0","926-555-0182","M","Syed Abbas","926-555-0182",True,"M",2,48.101,20,30,True,True,"Sales",2012-10-12 00:00:00.000,,"Current","Syed Abbas","mailto://syed0@adventure-works.com"
4,3,"112457891","",11,"Senior Tool Designer",2007-07-05 00:00:00.000,1974-07-23 00:00:00.000,"adventure-works\rob0","612-555-0100","S","Rob Walters","612-555-0100",False,"M",2,29.8462,48,80,True,False,"Tool Design",2007-07-05 00:00:00.000,2009-12-28 00:00:00.000,"","Rob Walters","mailto://rob0@adventure-works.com"
7,112,"24756624","",11,"Marketing Manager",2007-07-20 00:00:00.000,1974-10-17 00:00:00.000,"adventure-works\david0","913-555-0172","S","David Bradley","913-555-0172",True,"M",2,37.5,40,40,True,False,"Marketing",2007-07-20 00:00:00.000,2009-02-11 00:00:00.000,"","David Bradley","mailto://david0@adventure-works.com"
98,46,"621209647","",11,"Scheduling Assistant",2008-08-07 00:00:00.000,1981-06-06 00:00:00.000,"adventure-works\william0","148-555-0145","M","William Vong","148-555-0145",False,"M",2,16,45,42,True,False,"Production Control",2008-08-07 00:00:00.000,2011-03-31 00:00:00.000,"","William Vong","mailto://william0@adventure-works.com"
143,112,"184188301","",11,"Chief Financial Officer",2008-08-31 00:00:00.000,1975-08-06 00:00:00.000,"adventure-works\laura1","615-555-0110","M","Laura Norman","615-555-0110",True,"F",2,60.0962,0,20,True,False,"Executive",2008-08-31 00:00:00.000,2013-06-13 00:00:00.000,"","Laura Norman","mailto://laura1@adventure-works.com"
278,73,"895209680","",11,"Purchasing Manager",2010-09-25 00:00:00.000,1977-09-10 00:00:00.000,"adventure-works\sheela0","210-555-0193","S","Sheela Word","210-555-0193",True,"F",2,30,49,44,True,False,"Purchasing",2010-09-25 00:00:00.000,2011-02-27 00:00:00.000,"","Sheela Word","mailto://sheela0@adventure-works.com"
279,73,"895209680","",11,"Purchasing Manager",2010-09-25 00:00:00.000,1977-09-10 00:00:00.000,"adventure-works\sheela0","210-555-0193","S","Sheela Word","210-555-0193",True,"F",2,30,49,44,True,False,"Purchasing",2011-02-28 00:00:00.000,2012-02-12 00:00:00.000,"","Sheela Word","mailto://sheela0@adventure-works.com"
281,272,"841560125","",2,"Sales Representative",2010-12-29 00:00:00.000,1968-07-25 00:00:00.000,"adventure-works\michael9","257-555-0154","S","Michael Blythe","257-555-0154",True,"M",2,23.0769,38,39,True,True,"Sales",2010-12-29 00:00:00.000,,"Current","Michael Blythe","mailto://michael9@adventure-works.com"
282,272,"191644724","",4,"Sales Representative",2010-12-29 00:00:00.000,1979-09-27 00:00:00.000,"adventure-works\linda3","883-555-0116","M","Linda Mitchell","883-555-0116",True,"F",2,23.0769,27,33,True,True,"Sales",2010-12-29 00:00:00.000,,"Current","Linda Mitchell","mailto://linda3@adventure-works.com"
283,272,"615389812","",3,"Sales Representative",2010-12-29 00:00:00.000,1962-03-29 00:00:00.000,"adventure-works\jillian0","517-555-0117","S","Jillian Carson","517-555-0117",True,"F",2,23.0769,24,32,True,True,"Sales",2010-12-29 00:00:00.000,,"Current","Jillian Carson","mailto://jillian0@adventure-works.com"
284,272,"234474252","",6,"Sales Representative",2010-12-29 00:00:00.000,1974-09-04 00:00:00.000,"adventure-works\garrett1","922-555-0165","M","Garrett Vargas","922-555-0165",True,"M",2,23.0769,33,36,True,True,"Sales",2010-12-29 00:00:00.000,,"Current","Garrett Vargas","mailto://garrett1@adventure-works.com"
285,272,"716374314","",5,"Sales Representative",2010-12-29 00:00:00.000,1973-08-18 00:00:00.000,"adventure-works\tsvi0","664-555-0112","M","Tsvi Reiter","664-555-0112",True,"M",2,23.0769,29,34,True,True,"Sales",2010-12-29 00:00:00.000,,"Current","Tsvi Reiter","mailto://tsvi0@adventure-works.com"
286,272,"61161660","",1,"Sales Representative",2010-12-29 00:00:00.000,1974-07-06 00:00:00.000,"adventure-works\pamela0","340-555-0193","S","Pamela Ansman-Wolfe","340-555-0193",True,"F",2,23.0769,22,31,True,True,"Sales",2010-12-29 00:00:00.000,,"Current","Pamela Ansman-Wolfe","mailto://pamela0@adventure-works.com"
287,272,"139397894","",4,"Sales Representative",2010-12-29 00:00:00.000,1943-10-08 00:00:00.000,"adventure-works\shu0","330-555-0120","M","Shu Ito","330-555-0120",True,"M",2,23.0769,26,33,True,True,"Sales",2010-12-29 00:00:00.000,,"Current","Shu Ito","mailto://shu0@adventure-works.com"
288,272,"399771412","",6,"Sales Representative",2010-12-29 00:00:00.000,1939-07-11 00:00:00.000,"adventure-works\josé1","185-555-0169","M","José Saraiva","185-555-0169",True,"M",2,23.0769,31,35,True,True,"Sales",2010-12-29 00:00:00.000,,"Current","José Saraiva","mailto://josé1@adventure-works.com"
289,272,"987554265","",1,"Sales Representative",2010-12-29 00:00:00.000,1973-09-11 00:00:00.000,"adventure-works\david8","740-555-0182","S","David Campbell","740-555-0182",True,"M",2,23.0769,23,31,True,True,"Sales",2010-12-29 00:00:00.000,,"Current","David Campbell","mailto://david8@adventure-works.com"
291,290,"668991357","",10,"Sales Representative",2011-12-29 00:00:00.000,1967-10-16 00:00:00.000,"adventure-works\jae0","1 (11) 500 555-0145","M","Jae Pak","1 (11) 500 555-0145",True,"F",2,23.0769,37,38,True,True,"Sales",2011-12-29 00:00:00.000,,"Current","Jae Pak","mailto://jae0@adventure-works.com"
292,290,"134219713","",7,"Sales Representative",2011-12-29 00:00:00.000,1975-04-30 00:00:00.000,"adventure-works\ranjit0","1 (11) 500 555-0117","S","Ranjit Varkey Chudukatil","1 (11) 500 555-0117",True,"M",2,23.0769,34,37,True,True,"Sales",2011-12-29 00:00:00.000,,"Current","Ranjit Varkey Chudukatil","mailto://ranjit0@adventure-works.com"
293,272,"90836195","",1,"Sales Representative",2012-04-30 00:00:00.000,1977-08-05 00:00:00.000,"adventure-works\tete0","615-555-0153","M","Tete Mensa-Annan","615-555-0153",True,"M",2,23.0769,39,39,True,True,"Sales",2012-04-30 00:00:00.000,,"Current","Tete Mensa-Annan","mailto://tete0@adventure-works.com"
295,290,"954276278","",8,"Sales Representative",2012-12-28 00:00:00.000,1975-02-06 00:00:00.000,"adventure-works\rachel0","1 (11) 500 555-0140","S","Rachel Valdez","1 (11) 500 555-0140",True,"F",2,23.0769,35,37,True,True,"Sales",2012-12-28 00:00:00.000,,"Current","Rachel Valdez","mailto://rachel0@adventure-works.com"
296,294,"758596752","",9,"Sales Representative",2012-12-28 00:00:00.000,1970-10-16 00:00:00.000,"adventure-works\lynn0","1 (11) 500 555-0190","S","Lynn Tsoflias","1 (11) 500 555-0190",True,"F",2,23.0769,36,38,True,True,"Sales",2012-12-28 00:00:00.000,,"Current","Lynn Tsoflias","mailto://lynn0@adventure-works.com"
